Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
80;20/05/2023;09:30;AUSTRIA;2. LIGA - ROUND 28;Grazer AK;SK Rapid Vienna (Am);31;43;1,4419;32;43;1,3953;0,7209;0,7442;1,4651;0,5365
81;20/05/2023;11:00;AUSTRIA;REGIONALLIGA WEST - PROMOTION GROUP - ROUND 7;Bregenz;Kufstein;35;43;1,6279;35;42;1,8095;0,814;0,8333;1,6473;0,6783
82;20/05/2023;11:00;AUSTRIA;REGIONALLIGA WEST - PROMOTION GROUP - ROUND 7;Saalfelden;Bischofshofen;31;42;1,4286;34;43;1,5581;0,7381;0,7907;1,5288;0,5836
83;20/05/2023;07:00;BANGLADESH;PREMIER LEAGUE - ROUND 17;Azampur Uttara;Bangladesh Police;13;17;1,2941;26;43;1,0;0,7647;0,6047;1,3694;0,4624
84;20/05/2023;07:00;BANGLADESH;PREMIER LEAGUE - ROUND 17;Fortis;Muktijoddha Sangsad;13;17;0,9412;30;41;1,2927;0,7647;0,7317;1,4964;0,5595
85;20/05/2023;09:00;BELARUS;VYSSHAYA LIGA - ROUND 9;Belshina;Neman;26;41;1,1463;24;42;1,119;0,6341;0,5714;1,2055;0,3623
86;20/05/2023;11:00;BELARUS;VYSSHAYA LIGA - ROUND 9;Isloch;BATE;31;41;1,1951;29;43;1,0;0,7561;0,6744;1,4305;0,5099
87;20/05/2023;13:00;BELARUS;VYSSHAYA LIGA - ROUND 9;Zhodino;Naftan;32;42;1,1667;27;42;0,9048;0,7619;0,6429;1,4048;0,4898
88;20/05/2023;08:00;BELARUS;PERSHAYA LIGA - ROUND 8;Osipovichi;Molodechno;35;42;1,5952;31;43;1,093;0,8333;0,7209;1,5542;0,6007
89;20/05/2023;10:00;BELARUS;PERSHAYA LIGA - ROUND 8;BumProm Gomel;Maxline;24;31;1,5806;34;43;1,5814;0,7742;0,7907;1,5649;0,6122
90;20/05/2023;12:00;BELARUS;PERSHAYA LIGA - ROUND 8;Vitebsk;Baranovici;29;43;1,093;32;43;1,4651;0,6744;0,7442;1,4186;0,5019
91;20/05/2023;13:00;BELARUS;PERSHAYA LIGA - ROUND 8;Volna Pinsk;FC Slonim;33;41;1,3902;32;43;1,2326;0,8049;0,7442;1,5491;0,599
92;20/05/2023;13:15;BELGIUM;JUPILER PRO LEAGUE - CONFERENCE LEAGUE GROUP - ROUND 4;Westerlo;St. Liege;36;43;1,5814;28;42;1,2143;0,8372;0,6667;1,5039;0,5582
93;20/05/2023;15:45;BELGIUM;JUPILER PRO LEAGUE - CONFERENCE LEAGUE GROUP - ROUND 4;Gent;Cercle Brugge KSV;32;43;1,3721;33;43;1,2558;0,7442;0,7674;1,5116;0,5711
94;20/05/2023;12:00;BENIN;LIGUE 1 - CHAMPIONSHIP GROUP - ROUND 18;AS Cotonou;JAK;4;17;0,3529;4;9;0,6667;0,2353;0,4444;0,6797;0,1046
95;20/05/2023;12:00;BENIN;LIGUE 1 - CHAMPIONSHIP GROUP - ROUND 18;Dadje;Buffles du Borgou;19;28;0,9643;7;14;0,7143;0,6786;0,5;1,1786;0,3393
96;20/05/2023;12:00;BENIN;LIGUE 1 - CHAMPIONSHIP GROUP - ROUND 18;Dragons;Requins;9;23;0,5217;7;14;0,7857;0,3913;0,5;0,8913;0,1956
97;20/05/2023;12:00;BENIN;LIGUE 1 - RELEGATION GROUP - ROUND 10;Adjidja;AS Sobemap;9;15;1,0;0;4;0,0;0,6;0,0;0,6;0,0
98;20/05/2023;12:00;BENIN;LIGUE 1 - RELEGATION GROUP - ROUND 10;Avrankou Omnisport;Sitatunga;3;4;2,0;1;8;0,25;0,75;0,125;0,875;0,0938
99;20/05/2023;12:00;BENIN;LIGUE 1 - RELEGATION GROUP - ROUND 10;Aziza;JS Pobe;4;7;1,0;5;8;1,125;0,5714;0,625;1,1964;0,3571
100;20/05/2023;12:00;BENIN;LIGUE 1 - RELEGATION GROUP - ROUND 10;Djeffa;Police;4;11;0,5455;4;8;0,5;0,3636;0,5;0,8636;0,1818
101;20/05/2023;12:00;BENIN;LIGUE 1 - RELEGATION GROUP - ROUND 10;Ofmas-Sad;Ouidah;5;12;0,9167;0;2;0,0;0,4167;0,0;0,4167;0,0
102;20/05/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 14;Royal Pari;Always Ready;31;43;1,1395;33;42;1,6429;0,7209;0,7857;1,5066;0,5664
103;20/05/2023;21:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 14;The Strongest;Vaca Diez;32;42;1,2857;19;23;1,3913;0,7619;0,8261;1,588;0,6294
104;20/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 28;BDF XI;Extension Gunners;25;41;0,9512;32;41;1,439;0,6098;0,7805;1,3903;0,4759
105;20/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 28;Mogoditshane;Nico United;31;43;1,2791;22;30;1,1667;0,7209;0,7333;1,4542;0,5286
106;20/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 28;Orapa United;Jwaneng Galaxy;33;43;1,5814;36;43;1,7674;0,7674;0,8372;1,6046;0,6425
107;20/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 28;Police XI;Masitoaka;31;43;1,0465;34;43;1,186;0,7209;0,7907;1,5116;0,57
108;20/05/2023;10:00;BOTSWANA;PREMIER LEAGUE - ROUND 28;Township Rollers;Gaborone Utd;30;43;0,8837;35;43;1,2093;0,6977;0,814;1,5117;0,5679
109;20/05/2023;16:00;BRAZIL;SERIE A - ROUND 7;Bahia;Goias;32;43;1,2326;27;43;1,1163;0,7442;0,6279;1,3721;0,4673
110;20/05/2023;18:30;BRAZIL;SERIE A - ROUND 7;America MG;Fortaleza;32;43;1,2791;33;43;1,4186;0,7442;0,7674;1,5116;0,5711
111;20/05/2023;18:30;BRAZIL;SERIE A - ROUND 7;Botafogo RJ;Fluminense;28;43;1,0698;34;43;1,2558;0,6512;0,7907;1,4419;0,5149
112;20/05/2023;18:30;BRAZIL;SERIE A - ROUND 7;Bragantino;Athletico-PR;31;43;1,3256;30;43;1,2326;0,7209;0,6977;1,4186;0,503
113;20/05/2023;18:30;BRAZIL;SERIE A - ROUND 7;Coritiba;Atletico-MG;28;43;0,9535;27;43;1,0233;0,6512;0,6279;1,2791;0,4089
114;20/05/2023;18:30;BRAZIL;SERIE A - ROUND 7;Sao Paulo;Vasco;29;43;1,0;35;43;1,3721;0,6744;0,814;1,4884;0,549
115;20/05/2023;21:00;BRAZIL;SERIE A - ROUND 7;Santos;Palmeiras;27;43;0,9767;31;43;1,2558;0,6279;0,7209;1,3488;0,4527
116;20/05/2023;16:00;BRAZIL;SERIE B - ROUND 7;Sport Recife;Botafogo SP;31;43;1,2558;34;43;1,2791;0,7209;0,7907;1,5116;0,57
117;20/05/2023;17:00;BRAZIL;SERIE B - ROUND 7;Ituano;Novorizontino;28;43;1,0465;30;43;1,2093;0,6512;0,6977;1,3489;0,4543
118;20/05/2023;17:00;BRAZIL;SERIE B - ROUND 7;Sampaio Correa;ABC;28;43;0,907;21;43;0,9535;0,6512;0,4884;1,1396;0,318
119;20/05/2023;11:00;BRAZIL;BRASILEIRO WOMEN - ROUND 12;Internacional W;Bahia W;33;43;1,1628;27;43;1,1395;0,7674;0,6279;1,3953;0,4819
120;20/05/2023;11:00;BRAZIL;BRASILEIRO WOMEN - ROUND 12;Palmeiras W;Ferroviaria W;36;43;1,6744;29;43;1,1395;0,8372;0,6744;1,5116;0,5646
121;20/05/2023;15:00;BRAZIL;BRASILEIRO WOMEN - ROUND 12;Avai Kindermann W;Corinthians W;30;43;1,2326;35;43;1,9535;0,6977;0,814;1,5117;0,5679
122;20/05/2023;15:00;BRAZIL;BRASILEIRO WOMEN - ROUND 12;Real Brasilia W;Gremio W;31;43;1,1628;32;43;1,3721;0,7209;0,7442;1,4651;0,5365
123;20/05/2023;16:30;BRAZIL;BRASILEIRO WOMEN - ROUND 12;Ariquemes W;Ceara W;28;35;1,8286;34;40;2,125;0,8;0,85;1,65;0,68
124;20/05/2023;11:30;BULGARIA;PARVA LIGA - CHAMPIONSHIP GROUP - ROUND 32;Cherno More;CSKA 1948 Sofia;26;43;0,8605;27;43;1,0698;0,6047;0,6279;1,2326;0,3797
125;20/05/2023;14:15;BULGARIA;PARVA LIGA - CHAMPIONSHIP GROUP - ROUND 32;Ludogorets;CSKA Sofia;30;43;1,3488;22;43;0,7907;0,6977;0,5116;1,2093;0,3569
126;20/05/2023;13:00;BURKINA FASO;PREMIER LEAGUE - ROUND 30;AS Police;Majestic;21;43;0,8372;28;43;0,9767;0,4884;0,6512;1,1396;0,318
127;20/05/2023;13:00;BURKINA FASO;PREMIER LEAGUE - ROUND 30;ASFA Yennega;Rahimo;18;43;0,6279;25;42;0,7857;0,4186;0,5952;1,0138;0,2492
128;20/05/2023;13:00;BURKINA FASO;PREMIER LEAGUE - ROUND 30;Etoile Filante;RDF;26;43;0,7907;13;29;0,5862;0,6047;0,4483;1,053;0,2711
129;20/05/2023;13:00;BURKINA FASO;PREMIER LEAGUE - ROUND 30;Kadiogo;Sonabel Ouagadougou;21;43;0,4884;28;43;0,8372;0,4884;0,6512;1,1396;0,318
130;20/05/2023;13:00;BURKINA FASO;PREMIER LEAGUE - ROUND 30;Royal;Salitas;20;43;0,5581;25;43;0,9767;0,4651;0,5814;1,0465;0,2704
131;20/05/2023;13:00;BURKINA FASO;PREMIER LEAGUE - ROUND 30;Vitesse;AS Douanes;27;43;0,8837;20;41;0,878;0,6279;0,4878;1,1157;0,3063
132;20/05/2023;10:00;BURUNDI;PRIMUS LEAGUE - ROUND 30;Aigle Noir;Musongati;11;20;0,9;16;32;0,9375;0,55;0,5;1,05;0,275
133;20/05/2023;10:00;BURUNDI;PRIMUS LEAGUE - ROUND 30;Bumamuru;Olympic S.;20;31;1,1935;12;23;0,7391;0,6452;0,5217;1,1669;0,3366
134;20/05/2023;10:00;BURUNDI;PRIMUS LEAGUE - ROUND 30;Flambeau du Centre;Rukinzo;25;33;1,4848;21;27;1,0;0,7576;0,7778;1,5354;0,5893
135;20/05/2023;10:00;BURUNDI;PRIMUS LEAGUE - ROUND 30;Kayanza;New Oil;19;28;1,1429;18;28;1,0714;0,6786;0,6429;1,3215;0,4363
136;20/05/2023;10:00;BURUNDI;PRIMUS LEAGUE - ROUND 30;Le Messager Ngozi;Bujumbura C.;13;28;0,8929;15;24;1,0833;0,4643;0,625;1,0893;0,2902
137;20/05/2023;10:00;BURUNDI;PRIMUS LEAGUE - ROUND 30;Magara Young Boys;Inter Star;17;23;1,4783;23;36;1,0278;0,7391;0,6389;1,378;0,4722
138;20/05/2023;10:00;BURUNDI;PRIMUS LEAGUE - ROUND 30;Tigre Noir;TOP Junior;9;15;0,8;12;24;0,9583;0,6;0,5;1,1;0,3
139;20/05/2023;10:00;BURUNDI;PRIMUS LEAGUE - ROUND 30;Vital'O;Dynamik;18;30;0,8667;16;29;0,9655;0,6;0,5517;1,1517;0,331
140;20/05/2023;15:00;CANADA;CANADIAN PREMIER LEAGUE;HFX Wanderers;York Utd;27;43;1,0;24;43;0,8372;0,6279;0,5581;1,186;0,3504
141;20/05/2023;18:00;CANADA;CANADIAN PREMIER LEAGUE;Valour;Pacific FC;28;43;1,2326;27;43;1,093;0,6512;0,6279;1,2791;0,4089
142;20/05/2023;14:00;CAPE VERDE;CAMPEONATO NACIONAL - ROUND 4;Champions Fogo;Belo Horizonte;1;3;0,6667;1;3;0,3333;0,3333;0,3333;0,6666;0,1111
143;20/05/2023;14:00;CAPE VERDE;CAMPEONATO NACIONAL - ROUND 4;Travadores;Santo Crucifixo;0;3;0,0;1;4;0,25;0,0;0,25;0,25;0,0
144;20/05/2023;16:00;CHILE;PRIMERA DIVISION - ROUND 15;Nublense;U. De Chile;31;42;1,1429;28;43;1,1395;0,7381;0,6512;1,3893;0,4807
145;20/05/2023;18:30;CHILE;PRIMERA DIVISION - ROUND 15;Everton;Copiapo;28;43;1,093;30;43;1,2326;0,6512;0,6977;1,3489;0,4543
146;20/05/2023;21:00;CHILE;PRIMERA DIVISION - ROUND 15;U. Catolica;Union La Calera;32;43;1,3721;27;43;1,2326;0,7442;0,6279;1,3721;0,4673
147;20/05/2023;16:00;CHILE;SEGUNDA DIVISION - ROUND 11;Deportes Rengo;Melipilla;6;12;0,5833;28;43;1,0698;0,5;0,6512;1,1512;0,3256
148;20/05/2023;16:30;CHILE;SEGUNDA DIVISION - ROUND 11;Valdivia;Arturo Fernandez Vial;31;43;1,0465;22;43;0,8605;0,7209;0,5116;1,2325;0,3688
149;20/05/2023;17:00;CHILE;SEGUNDA DIVISION - ROUND 11;San Antonio Unido;Trasandino;30;43;1,0;22;43;0,9535;0,6977;0,5116;1,2093;0,3569
150;20/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 8;Henan Songshan Longmen;Dalian Pro;26;41;0,9756;28;41;1,0488;0,6341;0,6829;1,317;0,433
