Nº;Date;Time;Country;League;Home;Away;jogosHome;totalHome;jogosAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
34;23/08/2023;05:00;CHINA;SUPER LEAGUE WOMEN - ROUND 13;Beijing Beikong W;Guangdong Meizhou W;11;20;14;20;0,55;0,7;1,25;2,1;1,578;1,8;1,6613;3,9
35;23/08/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 25;Wilstermann;Universitario de Vinto;11;20;14;20;0,55;0,7;1,25;2,4;1,6553;2,05;1,1169;4,45
36;23/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Boca Juniors 2;Sarmiento Junin 2;13;20;12;20;0,65;0,6;1,25;1,75;1,4098;2,65;1,5256;4,4
37;23/08/2023;19:00;BRAZIL;COPA PAULISTA - ROUND 8;Mirassol;Comercial;13;20;12;20;0,65;0,6;1,25;2,2;1,249;2,15;1,1079;4,35
38;23/08/2023;14:00;WORLD;CLUB FRIENDLY WOMEN;Sevilla FC W (Esp);Granada CF W (Esp);12;20;12;20;0,6;0,6;1,2;2,65;1,74;2,2;1,0296;4,85
39;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Gabcikovo;Dun. Streda;12;20;12;20;0,6;0,6;1,2;2,85;1,8241;2,7;1,7916;5,55
40;23/08/2023;10:00;UKRAINE;UKRAINIAN CUP - 1/16-FINALS;Epitsentr;Veres-Rivne;13;20;11;20;0,65;0,55;1,2;1,75;1,2196;2,75;2,2995;4,5
41;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Spartak Tambov;D. Bryansk;9;20;15;20;0,45;0,75;1,2;2,8;1,8601;1,9;1,4457;4,7
42;23/08/2023;23:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 6;Cofutpa;ADR Jicaral;13;20;11;20;0,65;0,55;1,2;2,45;1,1608;3,15;2,1278;5,6
43;23/08/2023;11:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 23;3 de Febrero;San Lorenzo;11;20;13;20;0,55;0,65;1,2;2,6;1,5937;2,1;1,3748;4,7
44;23/08/2023;19:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Belgrano 2;San Lorenzo 2;14;20;10;20;0,7;0,5;1,2;2,1;1,546;2,3;1,3454;4,4
45;23/08/2023;18:45;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 7;Petrolera;La Equidad;10;20;14;20;0,5;0,7;1,2;2,5;1,7748;2,1;1,4799;4,6
46;23/08/2023;14:00;WORLD;CLUB FRIENDLY;Almudevar (Esp);Utebo FC (Esp);9;20;15;20;0,45;0,75;1,2;2,6;1,562;2,0;1,6125;4,6
47;23/08/2023;15:30;WORLD;CLUB FRIENDLY;Pergolettese (Ita);Crema (Ita);12;20;11;20;0,6;0,55;1,15;2,15;2,1512;2,5;1,7464;4,65
48;23/08/2023;12:00;FINLAND;SUOMEN CUP - SEMI-FINALS;Honka;Mariehamn;12;20;11;20;0,6;0,55;1,15;2,3;1,5199;2,45;1,8296;4,75
49;23/08/2023;18:00;EL SALVADOR;PRIMERA DIVISION - APERTURA - ROUND 3;Dragon;Metapan;13;20;10;20;0,65;0,5;1,15;2,35;1,3883;2,55;1,5644;4,9
50;23/08/2023;14:30;WORLD;CLUB FRIENDLY;Vilassar de Mar (Esp);Sant Andreu (Esp);10;20;13;20;0,5;0,65;1,15;2,55;1,7168;2,3;1,4177;4,85
51;23/08/2023;14:00;WORLD;CLUB FRIENDLY;CD Vitoria (Esp);Barakaldo (Esp);12;20;11;20;0,6;0,55;1,15;2,15;1,2359;2,7;2,1932;4,85
52;23/08/2023;21:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 4;Deportivo Universitario;Saprissa;14;20;9;20;0,7;0,45;1,15;2,0;1,7607;2,8;1,8868;4,8
53;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;IK Zenith;Goteborg;9;18;13;20;0,5;0,65;1,15;3,1111;2,2333;2,15;1,558;5,2611
54;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Dynamo Stavropol;Spartak Nalchik;13;20;10;20;0,65;0,5;1,15;2,4;2,0347;2,7;1,5843;5,1
55;23/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Luki-Energiya;Tver;11;20;12;20;0,55;0,6;1,15;2,65;1,1079;2,4;1,562;5,05
56;23/08/2023;12:00;WORLD;CLUB FRIENDLY;Pro Vercelli (Ita);Lecco (Ita);12;20;11;20;0,6;0,55;1,15;2,55;2,2017;2,15;1,4925;4,7
57;23/08/2023;10:30;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Dynamo Vologda;S. Kostroma;11;20;12;20;0,55;0,6;1,15;2,35;1,8782;2,55;1,7168;4,9
58;23/08/2023;19:00;BRAZIL;SERIE B - ROUND 17;CRB;Avai;10;20;13;20;0,5;0,65;1,15;2,3;1,0536;2,25;1,6696;4,55
59;23/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 4;Stolem Gniewino;Cartusia Kartuzy;11;20;12;20;0,55;0,6;1,15;2,6;1,9596;2,4;1,8;5,0
60;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Lipetsk;Forte Taganrog;11;20;11;20;0,55;0,55;1,1;2,6;1,8815;2,95;3,1221;5,55
61;23/08/2023;14:00;GERMANY;3. LIGA - ROUND 3;Freiburg II;Unterhaching;13;20;9;20;0,65;0,45;1,1;2,3;1,5843;3,35;2,1512;5,65
62;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Tomasov;Sered;9;20;13;20;0,45;0,65;1,1;2,7;1,5843;2,8;2,2494;5,5
63;23/08/2023;18:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 23;2 de Mayo;Deportivo Santani;13;20;9;20;0,65;0,45;1,1;2,35;2,1512;2,8;1,5684;5,15
64;23/08/2023;20:15;PARAGUAY;DIVISION INTERMEDIA - ROUND 23;Sol de America;Atyra;13;20;9;20;0,65;0,45;1,1;2,2;1,631;2,95;1,5322;5,15
65;23/08/2023;15:00;PERU;LIGA 2 - ROUND 21;Carlos Stein;Juan Aurich;7;20;15;20;0,35;0,75;1,1;3,75;2,0218;1,9;1,179;5,65
66;23/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 4;Siarka Tarnobrzeg;Karpaty Krosno;9;20;13;20;0,45;0,65;1,1;3,0;1,6733;2,05;1,1169;5,05
67;23/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Braga (Por);Panathinaikos (Gre);9;20;13;20;0,45;0,65;1,1;3,25;1,8941;2,2;1,3638;5,45
68;23/08/2023;13:30;IRAN;PERSIAN GULF PRO LEAGUE - ROUND 3;Sepahan;Esteghlal F.C.;12;20;10;20;0,6;0,5;1,1;2,55;1,4992;3,0;1,8708;5,55
69;23/08/2023;09:00;UKRAINE;UKRAINIAN CUP - 1/16-FINALS;Zvyagel;Obolon;10;20;12;20;0,5;0,6;1,1;3,35;2,3297;2,4;1,6852;5,75
70;23/08/2023;05:00;WORLD;CLUB FRIENDLY;Guadalajara (Esp);Marchamalo (Esp);10;20;12;20;0,5;0,6;1,1;2,9;1,6093;2,5;1,6279;5,4
71;23/08/2023;10:30;DR CONGO;LIGUE 1 - ROUND 1;Simba;Mazembe;11;20;11;20;0,55;0,55;1,1;2,2;1,6613;2,1;1,3748;4,3
72;23/08/2023;19:06;NORTH & CENTRAL AMERICA;CONCACAF CARIBBEAN CUP - ROUND 1;Harbour View (Jam);Dunbeholden (Jam);15;20;7;20;0,75;0,35;1,1;1,95;1,5322;3,35;2,0316;5,3
73;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Poprad;FK Humenne;9;20;12;20;0,45;0,6;1,05;3,2;1,9131;2,9;2,5278;6,1
74;23/08/2023;15:30;WORLD;CLUB FRIENDLY;Espanyol B (Esp);L Hospitalet (Esp);14;20;7;20;0,7;0,35;1,05;1,9;1,261;3,0;1,8439;4,9
75;23/08/2023;04:30;WORLD;CLUB FRIENDLY;Orihuela (Esp);Ilicitano (Esp);9;20;12;20;0,45;0,6;1,05;2,25;1,4448;2,5;1,9105;4,75
76;23/08/2023;12:30;WORLD;FRIENDLY INTERNATIONAL;Hungary U19;Romania U19;12;20;9;20;0,6;0,45;1,05;2,7;2,4104;2,7;1,8193;5,4
77;23/08/2023;12:00;POLAND;III LIGA - GROUP I - ROUND 4;Concordia Elblag;Zambrow;13;20;8;20;0,65;0,4;1,05;2,5;1,9105;2,9;1,3748;5,4
78;23/08/2023;23:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 4;Aguila;Comunicaciones;9;20;12;20;0,45;0,6;1,05;2,75;1,4098;2,6;1,4629;5,35
79;23/08/2023;12:30;POLAND;III LIGA - GROUP I - ROUND 4;T. Mazowiecki;Pelikan;11;20;10;20;0,55;0,5;1,05;2,8;1,631;3,1;1,7;5,9
80;23/08/2023;05:00;CHINA;SUPER LEAGUE WOMEN - ROUND 13;Changchun Dazhong W;Shanghai RCB W;12;20;9;20;0,6;0,45;1,05;2,35;1,621;3,1;1,7292;5,45
81;23/08/2023;08:35;CHINA;SUPER LEAGUE WOMEN - ROUND 13;Wuhan Jiangda W;Shaanxi Changan W;6;20;15;20;0,3;0,75;1,05;3,15;1,4925;1,7;1,2288;4,85
82;23/08/2023;20:00;USA;USL CHAMPIONSHIP;Hartford Athletic;Pittsburgh;8;20;13;20;0,4;0,65;1,05;3,3;1,7349;2,1;1,7;5,4
83;23/08/2023;08:00;UKRAINE;UKRAINIAN CUP - 1/16-FINALS;Ahrobiznes Volochysk;Zhytomyr;12;20;9;20;0,6;0,45;1,05;2,15;1,4925;2,85;1,4586;5,0
84;23/08/2023;21:30;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - QUARTER-FINALS;Boca Juniors (Arg);Racing Club (Arg);13;20;8;20;0,65;0,4;1,05;2,1;1,4457;2,95;1,3592;5,05
85;23/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Kvant;Kaluga;10;20;11;20;0,5;0,55;1,05;3,4;2,1071;2,8;2,0396;6,2
86;23/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Salyut-Belgorod;Kursk;11;20;10;20;0,55;0,5;1,05;2,35;1,3883;2,75;1,6086;5,1
87;23/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;SKA Rostov;FK Chayka;11;20;10;20;0,55;0,5;1,05;2,65;1,5256;2,55;1,9098;5,2
88;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Lunds;Elfsborg;12;20;9;20;0,6;0,45;1,05;2,35;1,6515;3,15;2,0069;5,5
89;23/08/2023;22:06;MEXICO;LIGA MX - APERTURA - ROUND 5;Pachuca;Cruz Azul;11;20;10;20;0,55;0,5;1,05;2,8;1,8601;2,45;1,3955;5,25
90;23/08/2023;00:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 6;Venados;Correcaminos;11;20;10;20;0,55;0,5;1,05;2,55;1,4309;2,5;1,6279;5,05
91;23/08/2023;13:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Znamya Truda;Krasnogorsk;11;20;10;20;0,55;0,5;1,05;2,3;1,3077;2,9;1,8682;5,2
92;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Bernolakovo;Raca;11;20;10;20;0,55;0,5;1,05;2,8;2,1119;2,45;1,8835;5,25
93;23/08/2023;11:30;NORTH MACEDONIA;1. MFL - ROUND 4;Vardar;Sileks;10;20;11;20;0,5;0,55;1,05;2,3;1,1874;2,4;1,562;4,7
94;23/08/2023;19:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 4;Olancho;Verdes;15;20;4;15;0,75;0,2667;1,0167;2,15;1,2757;4,1333;2,5263;6,2833
95;23/08/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Tvaaker;Kalmar;11;20;9;20;0,55;0,45;1,0;2,3;1,6462;2,5;1,245;4,8
96;23/08/2023;12:30;POLAND;III LIGA - GROUP I - ROUND 4;Grodzisk M.;Warta Sieradz;10;20;10;20;0,5;0,5;1,0;2,95;1,7741;3,0;1,6733;5,95
97;23/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 4;Zawisza;Swinoujscie;9;20;11;20;0,45;0,55;1,0;3,0;1,8708;2,6;1,9596;5,6
98;23/08/2023;14:30;SCOTLAND;SWPL 1 WOMEN - ROUND 3;Hearts W;Rangers W;10;20;10;20;0,5;0,5;1,0;3,05;1,4992;3,25;2,0463;6,3
99;23/08/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Hudiksvall;Hammarby;8;20;12;20;0,4;0,6;1,0;3,35;1,8782;2,5;1,8841;5,85
100;23/08/2023;00:06;MEXICO;LIGA MX - APERTURA - ROUND 5;Juarez;U.N.A.M.- Pumas;11;20;9;20;0,55;0,45;1,0;2,8;1,9131;2,95;1,8296;5,75
101;23/08/2023;14:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - FINAL;Olympic;Mjallby;8;20;12;20;0,4;0,6;1,0;3,25;2,1651;2,3;1,4526;5,55
102;23/08/2023;15:00;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Portalban;La Chaux-De-Fonds;9;20;11;20;0,45;0,55;1,0;3,0;2,0494;2,6;1,3565;5,6
103;23/08/2023;14:30;SWITZERLAND;1.LIGA CLASSIC GROUP 3;YF Juventus;Wettswil-Bonstetten;6;20;14;20;0,3;0,7;1,0;3,75;1,9203;2,05;1,6875;5,8
104;23/08/2023;15:30;WORLD;CLUB FRIENDLY;Cabecense (Esp);Cadiz CF B (Esp);10;20;10;20;0,5;0,5;1,0;2,4;1,4629;2,55;1,4309;4,95
105;23/08/2023;22:00;MEXICO;LIGA MX - APERTURA - ROUND 5;Club America;Necaxa;6;20;14;20;0,3;0,7;1,0;3,25;1,7284;2,1;1,261;5,35
106;23/08/2023;12:00;POLAND;III LIGA - GROUP II - ROUND 4;Blekitni Stargard;Unia Swarzedz;9;20;11;20;0,45;0,55;1,0;2,35;1,3143;2,55;1,8567;4,9
107;23/08/2023;19:30;CHILE;CHILEAN CUP - QUARTER-FINALS;Cobreloa;Cobresal;11;20;9;20;0,55;0,45;1,0;2,65;1,4586;2,8;1,7205;5,45
108;23/08/2023;17:00;ECUADOR;SERIE B - ROUND 26;Nueve de Octubre;America de Quito;11;20;9;20;0,55;0,45;1,0;2,65;1,3519;2,95;1,3592;5,6
109;23/08/2023;21:30;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 6;Cartagena;Atletico F.C.;11;20;9;20;0,55;0,45;1,0;2,45;1,6576;2,75;1,6993;5,2
110;23/08/2023;16:00;WORLD;CLUB FRIENDLY WOMEN;Betis W (Esp);Huelva W (Esp);10;20;9;20;0,5;0,45;0,95;2,6;1,6248;2,5;1,4663;5,1
111;23/08/2023;23:30;USA;MLS;Los Angeles FC;Colorado Rapids;9;20;10;20;0,45;0,5;0,95;2,85;1,74;2,5;1,9365;5,35
112;23/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 4;Kluczbork;Warta Gorzow;9;20;10;20;0,45;0,5;0,95;3,2;2,4819;2,95;1,6271;6,15
113;23/08/2023;08:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Khimik Avgust;Penza;9;20;10;20;0,45;0,5;0,95;2,35;1,3519;2,65;1,6515;5,0
114;23/08/2023;12:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Maykop;Kholding;10;20;9;20;0,5;0,45;0,95;2,55;1,9615;2,95;2,1325;5,5
115;23/08/2023;15:45;SCOTLAND;SWPL 1 WOMEN - ROUND 3;Spartans W;Celtic W;10;20;9;20;0,5;0,45;0,95;3,15;2,3297;3,7;2,3896;6,85
116;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Medzev;Presov;8;20;11;20;0,4;0,55;0,95;4,05;2,4794;2,3;1,4177;6,35
117;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;Nova Dedinka;Galanta;14;20;5;20;0,7;0,25;0,95;2,4;1,5937;3,05;1,1169;5,45
118;23/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 6;Helsingor;Hillerod;10;20;9;20;0,5;0,45;0,95;3,0;2,0248;2,95;2,2907;5,95
119;23/08/2023;13:00;NORWAY;OBOS-LIGAEN - ROUND 20;KFUM Oslo;Hodd;8;20;11;20;0,4;0,55;0,95;3,35;1,8514;2,45;1,4654;5,8
120;23/08/2023;10:00;POLAND;III LIGA - GROUP III - ROUND 4;Rakow 2;Carina Gubin;9;20;10;20;0,45;0,5;0,95;3,05;2,2688;2,7;1,8466;5,75
121;23/08/2023;11:30;NORTH MACEDONIA;1. MFL - ROUND 4;Shkendija;Bregalnica Stip;11;20;8;20;0,55;0,4;0,95;2,5;1,3964;2,5;1,9105;5,0
122;23/08/2023;07:00;WORLD;CLUB FRIENDLY WOMEN;Racing Santander W (Esp);Athletic Bilbao B W (Esp);9;20;10;20;0,45;0,5;0,95;2,9;1,6703;2,75;1,7284;5,65
123;23/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - FINAL;Molde (Nor);Galatasaray (Tur);9;20;10;20;0,45;0,5;0,95;3,05;1,9358;3,05;1,8835;6,1
124;23/08/2023;19:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Central Cordoba 2;Godoy Cruz 2;9;20;10;20;0,45;0,5;0,95;3,0;1,2247;2,6;1,8;5,6
125;23/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 4;Gwarek Tarnowskie Gory;Goczalkowice Zdroj;8;20;10;20;0,4;0,5;0,9;3,35;2,0316;2,6;1,562;5,95
126;23/08/2023;14:00;WORLD;CLUB FRIENDLY WOMEN;Thonon Evian W (Fra);Grenoble W (Fra);9;20;9;20;0,45;0,45;0,9;2,85;1,711;3,15;1,711;6,0
127;23/08/2023;07:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Dynamo Barnaul;FK Novosibirsk;6;20;12;20;0,3;0,6;0,9;3,2;1,5033;2,2;1,6613;5,4
128;23/08/2023;10:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Ufa;Nosta;9;20;9;20;0,45;0,45;0,9;2,45;1,4309;2,55;1,6271;5,0
129;23/08/2023;11:00;RUSSIA;RUSSIAN CUP - REGIONS PATH - 1/16-FINALS;Mashuk;Biolog;9;20;9;20;0,45;0,45;0,9;3,0;1,6125;2,5;1,3601;5,5
130;23/08/2023;13:00;WORLD;CLUB FRIENDLY WOMEN;Bayern Munich W (Ger);Hoffenheim W (Ger);10;20;8;20;0,5;0,4;0,9;3,3;2,9;3,3;1,8466;6,6
131;23/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/64-FINALS;K. Nove Mesto;SK Javornik Makov;9;20;9;20;0,45;0,45;0,9;2,65;1,6515;3,1;2,0469;5,75
132;23/08/2023;17:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 6;Escorpiones;Ad Aserri;7;20;11;20;0,35;0,55;0,9;3,55;2,0365;2,5;2,0857;6,05
133;23/08/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 2;Defensa y Justicia 2;Platense 2;8;20;10;20;0,4;0,5;0,9;2,9;1,4107;2,4;1,7146;5,3
134;23/08/2023;10:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 23;Merani Tbilisi;Bolnisi;8;20;10;20;0,4;0,5;0,9;3,85;2,1972;3,0;2,0494;6,85
135;23/08/2023;20:30;USA;USL LEAGUE ONE;Greenville;Chattanooga Red Wolves;9;20;9;20;0,45;0,45;0,9;2,85;1,6815;3,2;1,6;6,05
136;23/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 6;Vendsyssel;Kolding IF;11;20;7;20;0,55;0,35;0,9;2,55;1,8567;3,75;3,9227;6,3
137;23/08/2023;21:00;USA;USL CHAMPIONSHIP;Memphis;Indy Eleven;7;20;11;20;0,35;0,55;0,9;3,3;1,9261;2,45;1,3592;5,75
138;23/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 4;Nowe Skalmierzyce;Pogon Szczecin II;13;20;5;20;0,65;0,25;0,9;2,4;1,3191;3,55;1,7741;5,95
