Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
59;19/09/2023;16:00;EUROPE;CHAMPIONS LEAGUE - GROUP STAGE - ROUND 1;Shakhtar Donetsk;FC Porto;18;20;12;20;0,9;0,6;1,5;1,45;1,0712;1,1;1,1358;2,55
60;19/09/2023;16:00;EUROPE;CHAMPIONS LEAGUE - GROUP STAGE - ROUND 1;Paris SG;Dortmund;13;20;17;20;0,65;0,85;1,5;1,4;1,3191;2,0;1,1832;3,4
61;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Oldham;York City;14;20;16;20;0,7;0,8;1,5;1,1;0,9434;1,3;0,9539;2,4
62;19/09/2023;09:00;ASIA;AFC CHAMPIONS LEAGUE - ROUND 1;Johor DT;Kawasaki Frontale;17;20;13;20;0,85;0,65;1,5;2,0;1,1832;1,05;1,0235;3,05
63;19/09/2023;12:00;POLAND;POLISH CUP - 1/32-FINALS;Legnica 2;S. Rzeszow;14;20;16;20;0,7;0,8;1,5;1,45;1,244;1,65;1,2359;3,1
64;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Boreham Wood;Rochdale;13;20;17;20;0,65;0,85;1,5;1,1;1,0909;1,25;0,8292;2,35
65;19/09/2023;13:00;PERU;LIGA 2 - ROUND 25;Ayacucho;Santos;17;20;13;20;0,85;0,65;1,5;1,4;0,9695;1,15;1,1079;2,55
66;19/09/2023;16:00;EUROPE;CHAMPIONS LEAGUE - GROUP STAGE - ROUND 1;Barcelona;Antwerp;15;20;15;20;0,75;0,75;1,5;1,55;1,2835;1,2;1,077;2,75
67;19/09/2023;15:45;ENGLAND;FA CUP - QUALIFICATION - QUARTER-FINALS;Biggleswade Town;Bishop's Stortford;14;20;16;20;0,7;0,8;1,5;1,85;1,4586;1,3;1,0536;3,15
68;19/09/2023;15:45;ENGLAND;FA CUP - QUALIFICATION - QUARTER-FINALS;Brackley Town;Scunthorpe;13;20;17;20;0,65;0,85;1,5;1,05;1,0712;1,3;0,8426;2,35
69;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Woking;Ebbsfleet;12;20;18;20;0,6;0,9;1,5;0,8;0,9274;1,9;1,179;2,7
70;19/09/2023;15:45;ENGLAND;FA CUP - QUALIFICATION - QUARTER-FINALS;Chorley;Runcorn Linnets;16;20;14;20;0,8;0,7;1,5;1,1;0,7681;1,55;1,4309;2,65
71;19/09/2023;15:45;ENGLAND;FA CUP - QUALIFICATION - QUARTER-FINALS;Cray Valley;Northwood;17;20;13;20;0,85;0,65;1,5;1,7;1,0536;1,65;1,4925;3,35
72;19/09/2023;08:00;GERMANY;REGIONALLIGA NORTH - ROUND 7;Hamburger SV II;Hannover II;13;20;17;20;0,65;0,85;1,5;1,15;1,0137;1,9;1,4799;3,05
73;19/09/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 32;Seongnam;Gimcheon Sangmu;15;20;15;20;0,75;0,75;1,5;1,1;0,8307;1,0;0,7071;2,1
74;19/09/2023;15:45;ENGLAND;LEAGUE ONE - ROUND 7;Peterborough;Cheltenham;17;20;13;20;0,85;0,65;1,5;1,7;1,3454;1,6;1,6553;3,3
75;19/09/2023;07:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 5;Leixoes U23;Famalicao U23;15;20;15;20;0,75;0,75;1,5;1,35;1,1522;1,35;1,0137;2,7
76;19/09/2023;15:45;ENGLAND;FA CUP - QUALIFICATION - QUARTER-FINALS;Farnborough;Wingate & Finchley;15;20;15;20;0,75;0,75;1,5;1,1;0,8888;1,35;1,0137;2,45
77;19/09/2023;15:45;ENGLAND;FA CUP - QUALIFICATION - QUARTER-FINALS;Marlow;Horsham FC;14;20;16;20;0,7;0,8;1,5;1,2;1,1225;1,75;1,6086;2,95
78;19/09/2023;15:45;ENGLAND;CHAMPIONSHIP - ROUND 7;QPR;Swansea;15;20;15;20;0,75;0,75;1,5;1,3;1,1;1,2;0,9274;2,5
79;19/09/2023;08:00;EUROPE;UEFA YOUTH LEAGUE - GROUP STAGE - ROUND 1;Shakhtar Donetsk U19;FC Porto U19;16;20;14;20;0,8;0,7;1,5;1,15;0,8529;1,2;1,077;2,35
80;19/09/2023;15:45;ENGLAND;CHAMPIONSHIP - ROUND 7;Cardiff;Coventry;15;20;15;20;0,75;0,75;1,5;1,3;1,0536;1,25;0,9421;2,55
81;19/09/2023;15:45;ITALY;SERIE C - GROUP B - ROUND 4;Sestri Levante;Pescara;13;20;17;20;0,65;0,85;1,5;1,35;1,3519;1,8;1,249;3,15
82;19/09/2023;13:00;ASIA;AFC CHAMPIONS LEAGUE - ROUND 1;Ahal;Al Feiha;19;20;11;20;0,95;0,55;1,5;1,85;1,2359;0,9;0,9434;2,75
83;19/09/2023;11:00;ROMANIA;LIGA 2 - ROUND 6;Ceahlaul;Chindia Targoviste;15;20;15;20;0,75;0,75;1,5;1,15;0,8529;0,95;0,669;2,1
84;19/09/2023;14:00;FAROE ISLANDS;PREMIER LEAGUE - ROUND 22;HB Torshavn;Vikingur;13;20;17;20;0,65;0,85;1,5;1,3;1,3454;1,65;1,2359;2,95
85;19/09/2023;11:00;SLOVAKIA;3. LIGA - EAST - ROUND 7;Stropkov;Oravske Vesele;15;20;15;20;0,75;0,75;1,5;1,65;1,4925;1,1;0,8888;2,75
86;19/09/2023;15:15;LIBERIA;LFA FIRST DIVISION - ROUND 2;Cece United;Kallon Liberia;14;20;14;18;0,7;0,7778;1,4778;1,1;0,8888;1,5;1,2583;2,6
87;19/09/2023;15:45;ENGLAND;EFL TROPHY;Bristol Rovers;West Ham U21;13;20;16;20;0,65;0,8;1,45;1,2;1,5033;1,6;1,1576;2,8
88;19/09/2023;20:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 10;Celaya;Zacatecas Mineros;12;20;17;20;0,6;0,85;1,45;1,0;1,0954;1,65;1,1948;2,65
89;19/09/2023;15:00;NETHERLANDS;KNVB BEKER - 1/64-FINALS;RKAV Volendam;Westlandia;16;20;13;20;0,8;0,65;1,45;1,6;1,1576;1,1;0,995;2,7
90;19/09/2023;17:15;PERU;LIGA 2 - ROUND 25;Pirata;Comerciantes Unidos;16;20;13;20;0,8;0,65;1,45;1,15;0,7921;0,95;0,9206;2,1
91;19/09/2023;13:45;EUROPE;CHAMPIONS LEAGUE - GROUP STAGE - ROUND 1;Young Boys;RB Leipzig;15;20;14;20;0,75;0,7;1,45;1,6;1,3565;1,8;1,7493;3,4
92;19/09/2023;15:45;ENGLAND;FA CUP - QUALIFICATION - QUARTER-FINALS;Scarborough;Farsley;13;20;16;20;0,65;0,8;1,45;1,2;1,1225;1,5;1,0724;2,7
93;19/09/2023;07:00;ASIA;AFC CHAMPIONS LEAGUE - ROUND 1;Ulsan Hyundai;Pathum United;14;20;15;20;0,7;0,75;1,45;1,1;1,044;1,45;1,1608;2,55
94;19/09/2023;16:00;EUROPE;CHAMPIONS LEAGUE - GROUP STAGE - ROUND 1;Feyenoord;Celtic;15;20;14;20;0,75;0,7;1,45;1,45;1,1608;1,6;1,562;3,05
95;19/09/2023;15:00;ASIA;AFC CHAMPIONS LEAGUE - ROUND 1;Persepolis;Al Nassr;15;20;14;20;0,75;0,7;1,45;1,3;0,9;1,4;1,2806;2,7
96;19/09/2023;05:00;CHINA;YI LEAGUE - RELEGATION GROUP - ROUND 19;Shaoxing Shangyu;Zibo Qisheng;16;20;13;20;0,8;0,65;1,45;1,4;1,2;0,8;0,6782;2,2
97;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Dorking;Wealdstone;15;20;14;20;0,75;0,7;1,45;1,55;1,2835;1,05;0,9206;2,6
98;19/09/2023;18:05;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 12;Quindio;Llaneros;14;20;15;20;0,7;0,75;1,45;1,2;0,9798;1,2;0,9274;2,4
99;19/09/2023;23:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 11;Saprissa;AD Santos;15;20;13;20;0,75;0,65;1,4;1,55;1,1608;0,75;0,6225;2,3
100;19/09/2023;15:30;ARGENTINA;PRIMERA D - SECOND STAGE - ROUND 13;Deportivo Muniz;CSR Espanol;14;20;14;20;0,7;0,7;1,4;1,1;0,9434;1,15;0,9631;2,25
101;19/09/2023;14:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 7;Mainz II;Hoffenheim II;14;20;14;20;0,7;0,7;1,4;1,35;1,2359;1,0;0,8367;2,35
102;19/09/2023;21:30;BRAZIL;SERIE A - ROUND 24;America MG;Bragantino;15;20;13;20;0,75;0,65;1,4;1,5;1,3229;1,15;1,1079;2,65
103;19/09/2023;14:30;SOUTH AFRICA;PREMIER LEAGUE - ROUND 7;Richards Bay;Chippa Utd.;13;20;15;20;0,65;0,75;1,4;0,85;0,7921;1,25;0,9421;2,1
104;19/09/2023;13:30;ITALY;SERIE C - GROUP B - ROUND 4;Vis Pesaro;Entella;15;20;13;20;0,75;0,65;1,4;1,1;0,8888;1,0;0,8367;2,1
105;19/09/2023;15:45;ENGLAND;CHAMPIONSHIP - ROUND 7;Bristol City;Plymouth;14;20;14;20;0,7;0,7;1,4;1,05;1,0712;1,2;1,077;2,25
106;19/09/2023;15:45;ENGLAND;CHAMPIONSHIP - ROUND 7;Preston;Birmingham;13;20;15;20;0,65;0,75;1,4;1,0;0,9487;1,35;1,2757;2,35
107;19/09/2023;15:45;ITALY;SERIE C - GROUP B - ROUND 4;Juventus U23;Spal;15;20;13;20;0,75;0,65;1,4;1,4;1,4283;1,1;0,995;2,5
108;19/09/2023;15:45;ENGLAND;LEAGUE ONE - ROUND 7;Barnsley;Portsmouth;15;20;13;20;0,75;0,65;1,4;0,95;0,669;1,15;1,1079;2,1
109;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Barnet;Aldershot;13;20;15;20;0,65;0,75;1,4;1,1;1,0909;1,05;0,9734;2,15
110;19/09/2023;05:00;ASIA;ASIAN GAMES - ROUND 1;Bahrain U23;Thailand U23;12;20;16;20;0,6;0,8;1,4;1,0;1,0954;1,5;1,118;2,5
111;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Dag & Red;Bromley;11;20;17;20;0,55;0,85;1,4;0,75;0,8292;1,35;0,9097;2,1
112;19/09/2023;00:00;MEXICO;LIGA MX - APERTURA - ROUND 8;Pachuca;Santos Laguna;14;20;14;20;0,7;0,7;1,4;1,35;1,3143;1,8;1,4697;3,15
113;19/09/2023;08:30;ASIA;ASIAN GAMES - ROUND 1;Saudi Arabia U23;Iran U23;14;20;14;20;0,7;0,7;1,4;1,35;1,2757;1,35;1,3143;2,7
114;19/09/2023;11:00;WORLD;FRIENDLY INTERNATIONAL;Denmark U16;Portugal U16;16;20;12;20;0,8;0,6;1,4;1,45;1,0712;0,95;1,0712;2,4
115;19/09/2023;15:00;ENGLAND;EFL TROPHY;Doncaster;Everton U21;13;20;15;20;0,65;0,75;1,4;1,05;1,0712;1,4;1,0677;2,45
116;19/09/2023;17:15;PERU;LIGA 2 - ROUND 25;Union Huaral;Los Chankas;14;20;13;20;0,7;0,65;1,35;1,1;0,9434;1,05;1,0235;2,15
117;19/09/2023;13:00;ASIA;AFC CUP - ROUND 1;Al Kahraba;Al Kuwait;14;20;13;20;0,7;0,65;1,35;1,0;0,8367;1,55;1,6875;2,55
118;19/09/2023;18:00;PARAGUAY;COPA PARAGUAY - 1/8-FINALS;Nacional Asuncion;Sp. Luqueno;14;20;13;20;0,7;0,65;1,35;0,9;0,7;1,0;0,8944;1,9
119;19/09/2023;11:00;ROMANIA;LIGA 3 - SERIA 9 - ROUND 4;Avantul Reghin;Industria Galda;15;20;12;20;0,75;0,6;1,35;1,0;0,7746;1,25;1,26;2,25
120;19/09/2023;14:00;AUSTRIA;REGIONALLIGA EAST - ROUND 7;Austria Vienna;Neusiedl;15;20;12;20;0,75;0,6;1,35;1,45;1,244;1,2;1,2083;2,65
121;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Chesterfield;FC Halifax;14;20;13;20;0,7;0,65;1,35;1,3;1,1874;0,9;0,9434;2,2
122;19/09/2023;21:00;ECUADOR;SERIE B - ROUND 31;America de Quito;Manta;15;20;12;20;0,75;0,6;1,35;1,2;1,0296;0,9;0,995;2,1
123;19/09/2023;15:00;ENGLAND;EFL TROPHY;Derby;Lincoln;15;20;12;20;0,75;0,6;1,35;1,15;1,1522;0,85;0,8529;2,0
124;19/09/2023;15:00;ENGLAND;EFL TROPHY;Morecambe;Liverpool U21;16;20;11;20;0,8;0,55;1,35;1,5;1,533;1,2;1,3266;2,7
125;19/09/2023;15:45;ENGLAND;NATIONAL LEAGUE - ROUND 10;Eastleigh;Oxford City;13;20;14;20;0,65;0,7;1,35;1,45;1,4309;1,7;1,5524;3,15
126;19/09/2023;16:00;WALES;LEAGUE CUP - 1/8-FINALS;Aberystwyth;Pontypridd;14;20;12;20;0,7;0,6;1,3;1,4;1,2806;1,0;1,0488;2,4
127;19/09/2023;15:00;NETHERLANDS;KNVB BEKER - 1/64-FINALS;Sparta Nijkerk;GVV Unitas;13;20;13;20;0,65;0,65;1,3;1,0;1,0;1,15;1,0618;2,15
128;19/09/2023;21:06;NORTH & CENTRAL AMERICA;CONCACAF CARIBBEAN CUP - ROUND 3;Cavalier;Moca;14;20;12;20;0,7;0,6;1,3;1,2;1,1225;0,9;0,995;2,1
129;19/09/2023;08:30;ASIA;ASIAN GAMES - ROUND 1;South Korea U23;Kuwait U23;13;20;13;20;0,65;0,65;1,3;1,0;1,0488;1,2;1,1662;2,2
130;19/09/2023;17:20;PERU;LIGA 1 - CLAUSURA - ROUND 14;AD Cantolao;FBC Melgar;14;20;12;20;0,7;0,6;1,3;1,2;1,077;1,35;1,3883;2,55
131;19/09/2023;11:00;ARGENTINA;RESERVE LEAGUE - SECOND STAGE - ROUND 7;Gimnasia L.P. 2;Estudiantes L.P. 2;12;20;14;20;0,6;0,7;1,3;0,95;1,0712;1,5;1,3229;2,45
132;19/09/2023;12:50;SAUDI ARABIA;DIVISION 1 - ROUND 6;Al Jabalain;Jeddah;14;20;12;20;0,7;0,6;1,3;1,15;1,0618;0,8;0,8124;1,95
133;19/09/2023;21:00;ARGENTINA;COPA DE LA LIGA PROFESIONAL - ROUND 5;Rosario Central;Independiente;11;20;15;20;0,55;0,75;1,3;0,85;0,8529;0,9;0,6245;1,75
134;19/09/2023;07:00;SOUTH KOREA;K LEAGUE 2 - ROUND 32;Busan;Ansan Greeners;13;20;13;20;0,65;0,65;1,3;1,05;1,0235;1,05;1,0235;2,1
135;19/09/2023;14:30;SOUTH AFRICA;PREMIER LEAGUE - ROUND 7;Stellenbosch;Swallows;14;20;12;20;0,7;0,6;1,3;1,2;1,4;1,0;1,0954;2,2
136;19/09/2023;11:00;SLOVAKIA;3. LIGA - WEST - ROUND 7;MSK Martin;Raca;13;20;13;20;0,65;0,65;1,3;1,45;1,244;1,55;1,5322;3,0
137;19/09/2023;11:00;ASIA;AFC CHAMPIONS LEAGUE - ROUND 1;Pakhtakor;Al Ain;14;20;12;20;0,7;0,6;1,3;1,25;1,0428;1,25;1,2196;2,5
138;19/09/2023;14:30;SAUDI ARABIA;DIVISION 1 - ROUND 6;Al Arabi;Al Kholood;13;20;13;20;0,65;0,65;1,3;1,6;1,4967;1,0;0,8944;2,6
139;19/09/2023;15:45;ENGLAND;FA CUP - QUALIFICATION - QUARTER-FINALS;Marine;Spennymoor;11;20;15;20;0,55;0,75;1,3;1,0;1,2247;1,2;1,077;2,2
140;19/09/2023;15:00;NETHERLANDS;KNVB BEKER - 1/64-FINALS;GVVV;Barendrecht;13;20;13;20;0,65;0,65;1,3;0,8;0,7483;1,25;1,1347;2,05
141;19/09/2023;15:00;NETHERLANDS;KNVB BEKER - 1/64-FINALS;DVS '33 Ermelo;IJsselmeervogels;11;20;15;20;0,55;0,75;1,3;1,0;1,1832;1,45;1,1169;2,45
142;19/09/2023;15:00;NETHERLANDS;KNVB BEKER - 1/64-FINALS;DEM;Sportlust;12;20;14;20;0,6;0,7;1,3;1,0;0,9487;1,2;1,0296;2,2
