Nº;Date;Time;Country;League;Home;Away;o15Home;totalHome;AvgHome;o15Away;totalAway;AvgAway;pHome;pAway;pSum;avgSum
24;08/06/2023;06:15;MYANMAR;NATIONAL LEAGUE - ROUND 8;Ispe FC;Sagaing;24;30;3,0;25;30;3,3333;0,8;0,8333;1,6333;6,3333
25;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;River Plate W;Lanus W;24;30;2,8333;24;30;3,0333;0,8;0,8;1,6;5,8666
26;08/06/2023;14:30;WORLD;ARAB CLUB CHAMPIONS CUP - QUALIFICATION - FINAL;Al Kuwait;Nouadhibou;25;30;3,5;23;30;2,9;0,8333;0,7667;1,6;6,4
27;08/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - FINAL;AWC;Baronie;3;4;4,25;25;30;3,1667;0,75;0,8333;1,5833;7,4167
28;08/06/2023;16:15;ICELAND;DIVISION 1 - ROUND 6;Fjolnir;Grotta;26;30;4,1667;21;30;3,2667;0,8667;0,7;1,5667;7,4334
29;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Oriente Petrolero (Bol);Tacuary (Par);26;30;3,0667;20;30;2,5333;0,8667;0,6667;1,5334;5,6
30;08/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 12;Changchun Yatai;Shenzhen;20;30;2,9;26;30;2,7667;0,6667;0,8667;1,5334;5,6667
31;08/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 12;Qingdao Hainiu;Shanghai Shenhua;23;30;2,7;23;30;2,3667;0,7667;0,7667;1,5334;5,0667
32;08/06/2023;18:00;BRAZIL;SERIE D - ROUND 6;Sao Francisco FC;Trem;23;30;3,1667;23;30;3,4667;0,7667;0,7667;1,5334;6,6334
33;08/06/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 14;Penang;Kuala Lumpur City;24;30;3,3667;22;30;2,7667;0,8;0,7333;1,5333;6,1334
34;08/06/2023;13:00;SWEDEN;SVENSKA CUPEN - QUALIFICATION - SEMI-FINALS;Trollhattan;Ahlafors IF;24;30;3,2;22;30;3,1667;0,8;0,7333;1,5333;6,3667
35;08/06/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - SEMI-FINALS;Pescara;Foggia;22;30;2,9333;24;30;2,9333;0,7333;0,8;1,5333;5,8666
36;08/06/2023;19:00;BRAZIL;SERIE D - ROUND 6;Princesa do Solimoes;Humaita;22;30;2,4;24;30;3,3;0,7333;0,8;1,5333;5,7
37;08/06/2023;08:35;CHINA;SUPER LEAGUE - ROUND 12;Chengdu Rongcheng;Tianjin Jinmen Tiger;23;30;2,8;22;30;2,5;0,7667;0,7333;1,5;5,3
38;08/06/2023;14:00;TURKEY;1. LIG - PLAY OFFS - FINAL;Pendikspor;Bodrumspor;26;30;3,1667;19;30;2,2667;0,8667;0,6333;1,5;5,4334
39;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Rosario Central 2;Barracas Central 2;24;30;3,2;21;30;2,5;0,8;0,7;1,5;5,7
40;08/06/2023;12:30;FINLAND;YKKONEN;KPV Kokkola;SalPa;21;30;2,5667;24;30;2,7333;0,7;0,8;1,5;5,3
41;08/06/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 5;Metropolitanos (Ven);Ind. Medellin (Col);21;30;2,2333;24;30;2,7;0,7;0,8;1,5;4,9333
42;08/06/2023;12:15;FINLAND;VEIKKAUSLIIGA;SJK;VPS;21;30;2,6667;24;30;2,9667;0,7;0,8;1,5;5,6334
43;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;El Gouna;Misr Lel Makkasa;21;30;2,5667;24;30;2,6667;0,7;0,8;1,5;5,2334
44;08/06/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 14;PDRM FC;Sabah;19;30;2,4333;26;30;3,1;0,6333;0,8667;1,5;5,5333
45;08/06/2023;09:00;ETHIOPIA;PREMIER LEAGUE - ROUND 28;Arba Menche;Legetafo Legedadi;20;30;2,2667;22;27;2,8889;0,6667;0,8148;1,4815;5,1556
46;08/06/2023;14:30;WORLD;WORLD CUP U20 - PLAY OFFS - SEMI-FINALS;Uruguay U20;Israel U20;23;30;2,7;5;7;2,5714;0,7667;0,7143;1,481;5,2714
47;08/06/2023;18:00;WORLD;WORLD CUP U20 - PLAY OFFS - SEMI-FINALS;Italy U20;South Korea U20;24;30;3,0;20;30;3,1667;0,8;0,6667;1,4667;6,1667
48;08/06/2023;12:00;JORDAN;SHIELD CUP - ROUND 5;Moghayer Al Sarhan;Shabab Al Ordon;21;30;2,1;23;30;2,8;0,7;0,7667;1,4667;4,9
49;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Al Aluminium;El Madina El Monowara;18;30;1,9;26;30;2,9333;0,6;0,8667;1,4667;4,8333
50;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Godoy Cruz 2;Atl. Tucuman 2;22;30;2,8;22;30;2,7333;0,7333;0,7333;1,4666;5,5333
51;08/06/2023;15:00;BRAZIL;CAMPEONATO CATARINENSE 2 - ROUND 2;Gremio Juventus;Nacao;20;30;2,1;11;14;2,6429;0,6667;0,7857;1,4524;4,7429
52;08/06/2023;23:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Santa Fe (Col);U. de Deportes (Per);23;30;2,6;20;30;2,2;0,7667;0,6667;1,4334;4,8
53;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Gimnasia L.P. W;Excursionistas W;20;30;2,3667;23;30;3,1333;0,6667;0,7667;1,4334;5,5
54;08/06/2023;21:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Figueirense;Ypiranga FC;17;30;2,1333;26;30;2,9667;0,5667;0,8667;1,4334;5,1
55;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Kima Aswan;Assiut Cement;23;30;2,3;20;30;2,3;0,7667;0,6667;1,4334;4,6
56;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Banfield W;San Lorenzo W;8;15;1,9333;27;30;3,1333;0,5333;0,9;1,4333;5,0666
57;08/06/2023;19:30;BRAZIL;SERIE D - ROUND 6;Santa Cruz;Pacajus;21;30;2,4;22;30;2,4667;0,7;0,7333;1,4333;4,8667
58;08/06/2023;12:00;ETHIOPIA;PREMIER LEAGUE - ROUND 28;Welayta Dicha;Dire Dawa;16;30;1,8667;27;30;3,0;0,5333;0,9;1,4333;4,8667
59;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Sao Paulo (Bra);Deportes Tolima (Col);21;30;2,4;22;30;2,1333;0,7;0,7333;1,4333;4,5333
60;08/06/2023;09:00;WORLD;MAURICE REVELLO TOURNAMENT;Saudi Arabia U23;Venezuela U23;23;30;2,5333;9;14;2,5714;0,7667;0,6429;1,4096;5,1047
61;08/06/2023;16:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Remo;America RN;23;30;2,9;19;30;2,2333;0,7667;0,6333;1,4;5,1333
62;08/06/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 8;Binh Phuoc;Phu Tho;21;30;2,5667;21;30;2,3333;0,7;0,7;1,4;4,9
63;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Lanus 2;Boca Juniors 2;22;30;2,4;20;30;1,8333;0,7333;0,6667;1,4;4,2333
64;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP C - ROUND 29;Salloum;Al Magd;23;30;2,3667;19;30;1,9667;0,7667;0,6333;1,4;4,3334
65;08/06/2023;15:15;MALI;PREMIERE DIVISION - ROUND 23;US Bougouni;Yeelen;23;30;2,3667;19;30;2,2667;0,7667;0,6333;1,4;4,6334
66;08/06/2023;16:00;BRAZIL;SERIE D - ROUND 6;Caucaia;Maranhao;18;30;2,1333;24;30;2,9;0,6;0,8;1,4;5,0333
67;08/06/2023;12:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Platense W;Independiente W;21;30;2,3667;21;30;2,8667;0,7;0,7;1,4;5,2334
68;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Mallawi;Fayoum;23;30;2,7;19;30;2,0333;0,7667;0,6333;1,4;4,7333
69;08/06/2023;12:30;WORLD;MAURICE REVELLO TOURNAMENT;France U18;Costa Rica U23;26;30;3,2;3;6;2,3333;0,8667;0,5;1,3667;5,5333
70;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Goias (Bra);Gimnasia L.P. (Arg);21;30;2,5;20;30;2,1333;0,7;0,6667;1,3667;4,6333
71;08/06/2023;11:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Belgrano W;CA Estudiantes W;8;15;2,1333;25;30;3,1;0,5333;0,8333;1,3666;5,2333
72;08/06/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 31;El Ismaily;El Gaish;22;30;2,2;19;30;2,3;0,7333;0,6333;1,3666;4,5
73;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;La Viena;Telephonaat Beni Suef;19;30;2,2333;22;30;2,5667;0,6333;0,7333;1,3666;4,8
74;08/06/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 5;Olimpia Asuncion (Par);Atl. Nacional (Col);22;30;2,4;19;30;2,2;0,7333;0,6333;1,3666;4,6
75;08/06/2023;18:30;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Floresta EC;Sao Bernardo;22;30;2,4;19;30;2,1333;0,7333;0,6333;1,3666;4,5333
76;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Tamya;Shoban Moslemen Qena;19;30;2,3333;22;30;2,4333;0,6333;0,7333;1,3666;4,7666
77;08/06/2023;19:00;BRAZIL;SERIE D - ROUND 6;Jacuipense;Cruzeiro Arapiraca;20;30;2,5;14;21;2,1429;0,6667;0,6667;1,3334;4,6429
78;08/06/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;Danubio (Uru);Huracan (Arg);22;30;2,2;18;30;2,1333;0,7333;0,6;1,3333;4,3333
79;08/06/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 31;Aswan SC;Arab Contractors;21;30;2,3;19;30;2,2;0,7;0,6333;1,3333;4,5
80;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Union de Santa Fe 2;Newells Old Boys 2;22;30;2,5667;18;30;2,1667;0,7333;0,6;1,3333;4,7334
81;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Dayrout;El Minya;22;30;2,3333;18;30;1,8;0,7333;0,6;1,3333;4,1333
82;08/06/2023;14:00;WORLD;FRIENDLY INTERNATIONAL;Catalonia Selection;Mali;6;7;3,8571;14;30;1,8333;0,8571;0,4667;1,3238;5,6904
83;08/06/2023;16:30;BOLIVIA;NACIONAL B - FIRST STAGE;Ciclon;Municipal de Tarija;24;30;3,5;1;2;2,5;0,8;0,5;1,3;6,0
84;08/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 16;Huracan W;El Porvenir W;19;30;2,0;20;30;2,8333;0,6333;0,6667;1,3;4,8333
85;08/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - FINAL;Watergraafsmeer;Kampong;24;30;3,2333;1;2;2,5;0,8;0,5;1,3;5,7333
86;08/06/2023;15:30;JORDAN;SHIELD CUP - ROUND 5;Al Ramtha;Maan;20;30;2,4333;19;30;2,7333;0,6667;0,6333;1,3;5,1666
87;08/06/2023;15:30;ITALY;SERIE B - PLAY OFFS - FINAL;Cagliari;Bari;21;30;2,3;18;30;2,2333;0,7;0,6;1,3;4,5333
88;08/06/2023;15:30;ITALY;SERIE C - PROMOTION - PLAY OFFS - SEMI-FINALS;Cesena;Lecco;18;30;2,3333;21;30;2,2;0,6;0,7;1,3;4,5333
89;08/06/2023;17:00;ECUADOR;SERIE B - ROUND 13;Ind. Juniors;Chacaritas;20;30;2,6333;18;30;2,3333;0,6667;0,6;1,2667;4,9666
90;08/06/2023;14:30;LIBYA;PREMIER LEAGUE - ROUND 18;Al Nasr;Al Hilal;20;30;2,0667;17;30;1,8333;0,6667;0,5667;1,2334;3,9
91;08/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 20;Belgrano 2;Defensa y Justicia 2;10;19;2,1053;21;30;2,8333;0,5263;0,7;1,2263;4,9386
92;08/06/2023;16:00;BRAZIL;SERIE B - ROUND 11;Criciuma;Juventude;17;30;1,7667;19;30;2,5333;0,5667;0,6333;1,2;4,3
93;08/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 29;Asyut Petroleum;Nasr Taadeen;17;30;2,0;18;30;2,2333;0,5667;0,6;1,1667;4,2333
94;08/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 23;Real Bamako;CO Bamako;20;30;2,0333;15;30;1,8667;0,6667;0,5;1,1667;3,9
95;08/06/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;CSA;Manaus;17;30;2,0;17;30;1,9667;0,5667;0,5667;1,1334;3,9667
96;08/06/2023;21:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 5;San Lorenzo (Arg);Palestino (Chi);11;30;1,6667;23;30;3,0667;0,3667;0,7667;1,1334;4,7334
97;08/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 23;USFAS Bamako;USC Kita;19;30;1,7667;15;30;1,5667;0,6333;0,5;1,1333;3,3334
98;08/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 18;Al Akhdar;Al Ahly Benghazi;22;30;2,6333;12;30;1,8667;0,7333;0,4;1,1333;4,5
99;08/06/2023;19:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 7;Aparecidense;Brusque;19;30;2,3;14;30;1,6667;0,6333;0,4667;1,1;3,9667
100;08/06/2023;20:10;ARGENTINA;PRIMERA NACIONAL - ROUND 20;San Martin T.;Estudiantes Rio Cuarto;17;30;1,9333;16;30;1,7667;0,5667;0,5333;1,1;3,7
101;08/06/2023;12:30;TUNISIA;LIGUE PROFESSIONNELLE 1 - CHAMPIONSHIP GROUP - ROUND 10;CS Sfaxien;Ben Guerdane;16;30;1,5333;17;30;1,9333;0,5333;0,5667;1,1;3,4666
102;08/06/2023;16:00;SPAIN;LALIGA2 - PROMOTION - PLAY OFFS - SEMI-FINALS;Alaves;Eibar;15;30;1,8333;17;30;1,8667;0,5;0,5667;1,0667;3,7
103;08/06/2023;21:00;ECUADOR;SERIE B - ROUND 13;Cuniburo;Buhos ULVR;6;12;1,8333;16;30;1,8333;0,5;0,5333;1,0333;3,6666
104;08/06/2023;08:00;VIETNAM;V.LEAGUE 2 - ROUND 8;Ba Ria Vung Tau;Hoa Binh;17;30;2,1;4;9;1,6667;0,5667;0,4444;1,0111;3,7667
105;08/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 23;Foot Elite;Black Stars;12;30;1,4333;16;30;1,9667;0,4;0,5333;0,9333;3,4
106;08/06/2023;11:00;GERMANY;OBERLIGA HESSEN - RELEGATION;Bornheim GW;Viktoria Bronnzell;0;0;0;0;0;0;0;0;0;0
