Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
45;01/08/2023;15:30;WORLD;CLUB FRIENDLY;Hartlepool (Eng);Sunderland (Eng);24;30;1,2;21;30;1,2;0,8;0,7;1,5
46;01/08/2023;15:45;WORLD;CLUB FRIENDLY;Bootle (Eng);Warrington (Eng);9;12;1,25;22;30;1,3333;0,75;0,7333;1,4833
47;01/08/2023;10:00;WORLD;CLUB FRIENDLY;SV Wildon (Aut);Mooskirchen (Aut);26;30;2,1667;3;5;1,2;0,8667;0,6;1,4667
48;01/08/2023;09:00;WORLD;CLUB FRIENDLY;Maldon & Tiptree (Eng);Billericay (Eng);23;30;1,6667;21;30;0,9333;0,7667;0,7;1,4667
49;01/08/2023;12:00;UZBEKISTAN;UZBEKISTAN CUP - 1/8-FINALS;Din. Samarkand;Pakhtakor;22;30;1,3333;22;30;1,2667;0,7333;0,7333;1,4666
50;01/08/2023;15:45;WORLD;CLUB FRIENDLY;Bishop's Stortford (Eng);Leyton Orient (Eng);25;30;1,2333;19;30;1,0333;0,8333;0,6333;1,4666
51;01/08/2023;17:00;PERU;LIGA 1 - CLAUSURA - ROUND 6;Dep. Municipal;ADT Tarma;19;30;1,1667;25;30;1,5;0,6333;0,8333;1,4666
52;01/08/2023;15:30;WORLD;CLUB FRIENDLY;Celtic (Sco);Ath Bilbao (Esp);26;30;1,7;17;30;1,0;0,8667;0,5667;1,4334
53;01/08/2023;08:00;WORLD;WORLD CUP WOMEN - ROUND 3;China W;England W;20;30;1,5667;23;30;1,6333;0,6667;0,7667;1,4334
54;01/08/2023;09:00;WORLD;CLUB FRIENDLY;Heidenheim (Ger);Paphos (Cyp);20;30;1,4667;23;30;1,3667;0,6667;0,7667;1,4334
55;01/08/2023;15:45;SCOTLAND;CHALLENGE CUP - 1/64-FINALS;Kilmarnock 2;Bonnyrigg Rose;3;3;2,6667;13;30;0,7333;1,0;0,4333;1,4333
56;01/08/2023;10:30;ARMENIA;FIRST LEAGUE - ROUND 1;Ararat-Armenia 2;Shirak Gyumri 2;21;30;1,3;22;30;0,9333;0,7;0,7333;1,4333
57;01/08/2023;09:00;WORLD;CLUB FRIENDLY;Ashford U. (Eng);Bowers & Pitsea (Eng);19;25;1,64;20;30;1,1333;0,76;0,6667;1,4267
58;01/08/2023;12:30;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;D. Luzna;Sered;22;30;1,4;20;30;1,2;0,7333;0,6667;1,4
59;01/08/2023;13:30;WORLD;CLUB FRIENDLY;Vitesse (Ned);Patro Eisden (Bel);21;30;1,3;21;30;0,9667;0,7;0,7;1,4
60;01/08/2023;03:00;WORLD;CLUB FRIENDLY;H. Marmorek (Isr);Hapoel Kfar Shalem (Isr);20;30;1,0333;22;30;1,1333;0,6667;0,7333;1,4
61;01/08/2023;12:00;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Valmiera (Lat);Tre Penne (San);21;30;1,0333;21;30;1,1667;0,7;0,7;1,4
62;01/08/2023;14:00;SWEDEN;DIVISION 2 - NORRA SVEALAND - ROUND 14;Kvarnsveden;Osteraker IFK;21;30;1,2667;21;30;1,3;0,7;0,7;1,4
63;01/08/2023;21:30;BRAZIL;SERIE B - ROUND 21;CRB;Atletico GO;20;30;1,1667;21;30;1,2;0,6667;0,7;1,3667
64;01/08/2023;13:30;WORLD;CLUB FRIENDLY;Bronshoj (Den);VB 1968 (Den);23;30;1,3;3;5;0,8;0,7667;0,6;1,3667
65;01/08/2023;06:00;WORLD;CLUB FRIENDLY;Braga U23 (Por);Dumiense (Por);21;30;1,3;16;24;1,2083;0,7;0,6667;1,3667
66;01/08/2023;13:45;ISRAEL;TOTO CUP - ROUND 2;SC Ashdod;Maccabi Petah Tikva;21;30;1,2;20;30;1,3;0,7;0,6667;1,3667
67;01/08/2023;12:00;ARMENIA;FIRST LEAGUE - ROUND 1;Urartu 2;Mika Jerevan;21;30;1,3667;20;30;1,2667;0,7;0,6667;1,3667
68;01/08/2023;15:45;WORLD;CLUB FRIENDLY;Radcliffe (Eng);FC Halifax (Eng);20;30;0,9;21;30;0,8667;0,6667;0,7;1,3667
69;01/08/2023;13:30;WORLD;CLUB FRIENDLY;Oss (Ned);Al Nasr (Uae);22;30;1,3;19;30;1,1667;0,7333;0,6333;1,3666
70;01/08/2023;19:00;BRAZIL;SERIE B - ROUND 21;Sampaio Correa;Botafogo SP;22;30;0,9333;19;30;0,8667;0,7333;0,6333;1,3666
71;01/08/2023;19:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 1;Esteli;Xelaju;22;30;1,4333;19;30;1,0;0,7333;0,6333;1,3666
72;01/08/2023;13:00;FINLAND;KANSALLINEN LIIGA WOMEN;TPS W;PK-35 Vantaa W;22;30;1,1333;19;30;1,4667;0,7333;0,6333;1,3666
73;01/08/2023;14:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Zimbru Chisinau (Mda);Fenerbahce (Tur);19;30;1,1;22;30;1,1667;0,6333;0,7333;1,3666
74;01/08/2023;15:45;WORLD;CLUB FRIENDLY;Stalybridge (Eng);Chorley (Eng);22;30;1,2667;19;30;1,0;0,7333;0,6333;1,3666
75;01/08/2023;14:00;GERMANY;REGIONALLIGA WEST - ROUND 1;Fortuna Koln;Koln II;22;30;1,5;19;30;1,3;0,7333;0,6333;1,3666
76;01/08/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Libertad Asuncion (Par);Fortaleza (Bra);23;30;1,1333;17;30;1,1333;0,7667;0,5667;1,3334
77;01/08/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - 1/8-FINALS;River Plate (Arg);Internacional (Bra);23;30;1,2333;17;30;1,1333;0,7667;0,5667;1,3334
78;01/08/2023;14:30;WORLD;CLUB FRIENDLY;Sanluqueno (Esp);Algeciras (Esp);20;30;1,0667;20;30;1,0333;0,6667;0,6667;1,3334
79;01/08/2023;13:00;WORLD;CLUB FRIENDLY;Pistoiese (Ita);Orvietana (Ita);22;30;1,2667;18;30;1,1;0,7333;0,6;1,3333
80;01/08/2023;06:15;WORLD;CEE CUP - PLAY OFFS - 3RD PLACE;Sparta Prague U19;Flamengo RJ U19;25;30;1,6333;1;2;0,5;0,8333;0,5;1,3333
81;01/08/2023;23:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 1;Alajuelense;Olancho;21;30;1,4;19;30;1,1333;0,7;0,6333;1,3333
82;01/08/2023;17:00;ECUADOR;SERIE B - ROUND 23;Manta;America de Quito;20;30;0,8;19;30;1,1333;0,6667;0,6333;1,3
83;01/08/2023;17:30;WORLD;COTIF TOURNAMENT;Saudi Arabia U20;Valencia U20;24;30;1,7;6;12;0,6667;0,8;0,5;1,3
84;01/08/2023;15:45;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Partizani (Alb);Atletic Escaldes (And);20;30;1,1667;19;30;1,1333;0,6667;0,6333;1,3
85;01/08/2023;15:00;WORLD;CLUB FRIENDLY;Telstar (Ned);Quick Boys (Ned);20;30;1,1;18;30;1,1333;0,6667;0,6;1,2667
86;01/08/2023;09:15;VIETNAM;V.LEAGUE 1 - CHAMPIONSHIP GROUP - ROUND 4;Viettel;Binh Dinh;17;30;1,0;21;30;1,0;0,5667;0,7;1,2667
87;01/08/2023;07:00;WORLD;CLUB FRIENDLY;Paris SG (Fra);Inter (Ita);21;30;1,7;17;30;1,0;0,7;0,5667;1,2667
88;01/08/2023;14:30;WORLD;CLUB FRIENDLY;Sp. Hasselt (Bel);Genk U23 (Bel);16;30;0,9;22;30;1,3667;0,5333;0,7333;1,2666
89;01/08/2023;06:30;MYANMAR;NATIONAL LEAGUE - ROUND 14;Hantharwady Utd;Kachin United;19;30;1,0;8;13;1,3077;0,6333;0,6154;1,2487
90;01/08/2023;20:00;USA;NISA;Michigan Stars;Maryland Bobcats;17;30;0,9;20;30;1,0667;0,5667;0,6667;1,2334
91;01/08/2023;21:30;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 2;Leones;Quindio;23;30;1,4333;14;30;0,8333;0,7667;0,4667;1,2334
92;01/08/2023;21:30;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Corinthians (Bra);Newells Old Boys (Arg);17;30;0,7667;20;30;1,0;0,5667;0,6667;1,2334
93;01/08/2023;14:30;EUROPE;EUROPA CONFERENCE LEAGUE - QUALIFICATION - QUARTER-FINALS;Balzan (Mlt);Neman (Blr);21;30;1,2333;16;30;0,9333;0,7;0,5333;1,2333
94;01/08/2023;12:00;WORLD;CLUB FRIENDLY;Cjarlins Muzane (Ita);Torres (Ita);19;30;0,9333;18;30;0,9333;0,6333;0,6;1,2333
95;01/08/2023;15:45;WORLD;CLUB FRIENDLY;Grosseto (Ita);Fiorentina (Ita);16;30;0,9667;21;30;1,3;0,5333;0,7;1,2333
96;01/08/2023;12:00;UZBEKISTAN;UZBEKISTAN CUP - 1/8-FINALS;Nasaf Qarshi;Buxoro;18;30;0,7667;18;30;0,9333;0,6;0,6;1,2
97;01/08/2023;21:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Emelec (Ecu);Defensa y Justicia (Arg);18;30;0,8333;18;30;0,9333;0,6;0,6;1,2
98;01/08/2023;14:15;WORLD;CLUB FRIENDLY;Solin (Cro);Sloga Mravince (Cro);19;30;1,1;17;30;1,0;0,6333;0,5667;1,2
99;01/08/2023;09:00;WORLD;CLUB FRIENDLY;Gouveia (Por);Tondela (Por);14;21;1,0;15;30;0,7;0,6667;0,5;1,1667
100;01/08/2023;14:00;ISRAEL;TOTO CUP - ROUND 2;Hapoel Petah Tikva;Hapoel Jerusalem;18;30;1,0;17;30;0,9;0,6;0,5667;1,1667
101;01/08/2023;19:00;BRAZIL;SERIE B - ROUND 21;Mirassol;Avai;16;30;0,7667;19;30;0,9;0,5333;0,6333;1,1666
102;01/08/2023;21:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 1;Jocoro;Coban Imperial;20;30;1,2667;14;30;0,5333;0,6667;0,4667;1,1334
103;01/08/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - 1/8-FINALS;Argentinos Jrs (Arg);Fluminense (Bra);13;30;0,6667;21;30;1,3;0,4333;0,7;1,1333
104;01/08/2023;14:30;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - QUARTER-FINALS;Panathinaikos (Gre);Dnipro-1 (Ukr);15;30;0,7;19;30;1,3;0,5;0,6333;1,1333
105;01/08/2023;12:00;WORLD;CLUB FRIENDLY;S. N. Notaresco (Ita);ASD Pineto Calcio (Ita);14;30;0,9333;18;30;1,2;0,4667;0,6;1,0667
106;01/08/2023;15:30;SCOTLAND;CHALLENGE CUP - 1/64-FINALS;St. Mirren 2;Albion Rovers;1;3;1,0;19;30;1,0;0,3333;0,6333;0,9666
107;01/08/2023;10:30;ARMENIA;FIRST LEAGUE - ROUND 1;Alashkert 2;Andranik;25;30;1,8;0;0;0;0,8333;0;0,8333
108;01/08/2023;10:30;ARMENIA;FIRST LEAGUE - ROUND 1;Ararat Yerevan 2;Nikarm;24;30;1,3667;0;0;0;0,8;0;0,8
109;01/08/2023;09:00;ARMENIA;FIRST LEAGUE - ROUND 1;FC Gandzasar;Onor;21;30;1,4;0;0;0;0,7;0;0,7
110;01/08/2023;12:00;UZBEKISTAN;UZBEKISTAN CUP - 1/8-FINALS;Turon;Pakhtakor 79;17;30;0,7667;0;0;0;0,5667;0;0,5667
111;01/08/2023;15:00;WORLD;COTIF TOURNAMENT;Elche U20;ADH Brasil;0;2;0,0;1;2;1,5;0,0;0,5;0,5
112;01/08/2023;14:00;WORLD;CLUB FRIENDLY;St. Bernhard (Aut);Retz (Aut);0;0;0;0;0;0;0;0;0
113;01/08/2023;15:45;WORLD;CLUB FRIENDLY;Amersham Town (Eng);Bedford (Eng);0;0;0;0;0;0;0;0;0
