Nº;Date;Time;Country;League;Home;Away;o15Home;totalHome;AvgHome;o15Away;totalAway;AvgAway;pHome;pAway;pSum;avgSum
13;01/06/2023;15:10;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 15;San Lorenzo W;Social Atletico Television W;27;30;3,1333;22;30;2,6333;0,9;0,7333;1,6333;5,7666
14;01/06/2023;11:00;ARMENIA;PREMIER LEAGUE - ROUND 35;Ararat-Armenia;Lernayin Artsakh;24;30;2,7667;21;30;2,2667;0,8;0,7;1,5;5,0334
15;01/06/2023;12:00;BELARUS;BELARUSIAN CUP - 1/32-FINALS;Leskhoz;Zhodino Yuzhnoe;1;1;3,0;7;10;3,0;1,0;0,7;1,7;6,0
16;01/06/2023;17:00;BRAZIL;SERIE D - ROUND 5;Campinense;Nacional de Patos;20;30;2,1667;24;30;2,8333;0,6667;0,8;1,4667;5,0
17;01/06/2023;20:00;BRAZIL;CAMPEONATO AMAPAENSE - ROUND 4;Independente AP;Oratorio;18;21;3,2381;9;11;3,5455;0,8571;0,8182;1,6753;6,7836
18;01/06/2023;19:30;BRAZIL;CAMPEONATO MINEIRO 2 - ROUND 8;Uberlandia;Tupynambas;20;30;2,0;19;30;2,0667;0,6667;0,6333;1,3;4,0667
19;01/06/2023;19:30;BRAZIL;COPA DO BRASIL - 1/8-FINALS;Sao Paulo;Sport Recife;20;30;2,3;24;30;2,7333;0,6667;0,8;1,4667;5,0333
20;01/06/2023;20:00;BRAZIL;COPA DO BRASIL - 1/8-FINALS;Flamengo RJ;Fluminense;24;30;3,1333;22;30;2,6333;0,8;0,7333;1,5333;5,7666
21;01/06/2023;11:30;BULGARIA;PARVA LIGA - CONFERENCE LEAGUE GROUP - ROUND 35;Lok. Sofia;Botev Plovdiv;23;30;2,7333;20;30;2,6667;0,7667;0,6667;1,4334;5,4
22;01/06/2023;14:00;BULGARIA;PARVA LIGA - CONFERENCE LEAGUE GROUP - ROUND 35;Arda;Slavia Sofia;24;30;2,7;19;30;2,1;0,8;0,6333;1,4333;4,8
23;01/06/2023;21:00;CHILE;PRIMERA B - ROUND 15;San Marcos de Arica;Barnechea;24;30;2,7;21;30;2,6667;0,8;0,7;1,5;5,3667
24;01/06/2023;20:15;COLOMBIA;PRIMERA A - APERTURA - QUADRANGULAR - ROUND 3;Dep. Pasto;Petrolera;15;30;1,9333;24;30;2,8;0,5;0,8;1,3;4,7333
25;01/06/2023;22:30;COLOMBIA;PRIMERA A - APERTURA - QUADRANGULAR - ROUND 3;Atl. Nacional;Aguilas;21;30;2,3;22;30;2,6667;0,7;0,7333;1,4333;4,9667
26;01/06/2023;18:00;COLOMBIA;PRIMERA B - APERTURA - QUADRANGULAR - ROUND 4;Patriotas;Cucuta;15;30;1,8;18;30;1,8667;0,5;0,6;1,1;3,6667
27;01/06/2023;18:00;COLOMBIA;PRIMERA B - APERTURA - QUADRANGULAR - ROUND 4;Valledupar;Cortulua;19;30;2,3333;20;30;2,2667;0,6333;0,6667;1,3;4,6
28;01/06/2023;12:30;CZECH REPUBLIC;1. LIGA - RELEGATION - FINAL;Pribram;FK Pardubice;27;30;2,9667;25;30;2,9333;0,9;0,8333;1,7333;5,9
29;01/06/2023;12:30;CZECH REPUBLIC;1. LIGA - RELEGATION - FINAL;Zlin;Vyskov;26;30;3,0333;20;30;2,3;0,8667;0,6667;1,5334;5,3333
30;01/06/2023;12:30;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 27;Haj ve Slezsku;Repiste;25;30;3,8;24;27;3,5185;0,8333;0,8889;1,7222;7,3185
31;01/06/2023;13:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 29;Dukla JM;Kralovice;27;30;4,3667;27;30;4,8333;0,9;0,9;1,8;9,2
32;01/06/2023;12:30;CZECH REPUBLIC;ZLINSKY KP - ROUND 26;Stitna nad Vlari;Slusovice;28;30;3,7667;26;30;3,6333;0,9333;0,8667;1,8;7,4
33;01/06/2023;21:00;ECUADOR;SERIE B - ROUND 12;Manta;Imbabura;17;30;1,9667;21;30;2,8667;0,5667;0,7;1,2667;4,8334
34;01/06/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 30;Haras El Hodood;Aswan SC;14;30;1,9333;21;30;2,3;0,4667;0,7;1,1667;4,2333
35;01/06/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 30;Enppi;Ghazl El Mahallah;22;30;2,4;21;30;2,3;0,7333;0,7;1,4333;4,7
36;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Assiut Cement;Dayrout;20;30;2,2333;22;30;2,3333;0,6667;0,7333;1,4;4,5666
37;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;El Gouna;Tamya;21;30;2,5;19;30;2,2;0,7;0,6333;1,3333;4,7
38;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;El Madina El Monowara;Misr Lel Makkasa;26;30;2,9667;23;30;2,6;0,8667;0,7667;1,6334;5,5667
39;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;El Minya;Al Aluminium;19;30;1,9;19;30;2,1333;0,6333;0,6333;1,2666;4,0333
40;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Fayoum;Asyut Petroleum;20;30;2,0667;17;30;2,0;0,6667;0,5667;1,2334;4,0667
41;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Nasr Taadeen;La Viena;19;30;2,3;20;30;2,3;0,6333;0,6667;1,3;4,6
42;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Shoban Moslemen Qena;Mallawi;21;29;2,3103;22;30;2,5333;0,7241;0,7333;1,4574;4,8436
43;01/06/2023;11:00;EGYPT;DIVISION 2 - GROUP A - ROUND 28;Telephonaat Beni Suef;Kima Aswan;22;30;2,5333;23;30;2,2667;0,7333;0,7667;1,5;4,8
44;01/06/2023;09:00;ETHIOPIA;PREMIER LEAGUE - ROUND 27;Sidama Bunna;Arba Menche;19;30;2,4333;20;30;2,3;0,6333;0,6667;1,3;4,7333
45;01/06/2023;12:00;ETHIOPIA;PREMIER LEAGUE - ROUND 27;St. George;Legetafo Legedadi;20;30;2,4333;21;26;2,8846;0,6667;0,8077;1,4744;5,3179
46;01/06/2023;13:00;FINLAND;SUOMEN CUP - 1/16-FINALS;VJS;PEPO;23;30;3,2333;27;30;3,5667;0,7667;0,9;1,6667;6,8
47;01/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Banjul Utd;Samger;17;30;2,0333;15;30;1,8333;0,5667;0,5;1,0667;3,8666
48;01/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Fortune;Gamtel;15;30;1,8333;19;30;2,0;0,5;0,6333;1,1333;3,8333
49;01/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Real Banjul;Armed Forces;17;30;2,1;16;30;1,9333;0,5667;0,5333;1,1;4,0333
50;01/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Wellingara;Falcons;18;30;2,0667;17;30;1,9667;0,6;0,5667;1,1667;4,0334
51;01/06/2023;09:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Samtredia;Samgurali;22;30;2,6667;24;30;2,9;0,7333;0,8;1,5333;5,5667
52;01/06/2023;09:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Shukura;Gagra;26;30;2,9;19;30;2,5667;0,8667;0,6333;1,5;5,4667
53;01/06/2023;12:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Saburtalo Tbilisi;Dinamo Tbilisi;22;30;2,7667;27;30;3,3667;0,7333;0,9;1,6333;6,1334
54;01/06/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Dila Gori;Telavi;23;30;2,5667;17;30;2,1;0,7667;0,5667;1,3334;4,6667
55;01/06/2023;14:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 18;Dinamo Batumi;Torpedo Kutaisi;28;30;3,6333;18;30;2,1;0,9333;0,6;1,5333;5,7333
56;01/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Ashanti GB;Fello Star;19;30;2,4;20;30;2,2333;0,6333;0,6667;1,3;4,6333
57;01/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Hafia;Wakriya;23;30;2,4667;12;30;1,5;0,7667;0,4;1,1667;3,9667
58;01/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Kaloum Star;Horoya;19;30;2,1333;18;30;2,0667;0,6333;0,6;1,2333;4,2
59;01/06/2023;12:45;HUNGARY;NB I WOMEN - PLAY OFFS - FINAL;Gyor W;Ferencvaros W;28;30;4,1667;29;30;7,1333;0,9333;0,9667;1,9;11,3
60;01/06/2023;15:00;ICELAND;BESTA-DEILD KARLA - ROUND 10;Vestmannaeyjar;Kopavogur;26;30;3,4;24;30;3,5333;0,8667;0,8;1,6667;6,9333
61;01/06/2023;16:15;ICELAND;BESTA-DEILD KARLA - ROUND 10;Fylkir;KR Reykjavik;28;30;3,8333;24;30;3,4333;0,9333;0,8;1,7333;7,2666
62;01/06/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 5;Akranes;Fjolnir;26;30;3,4333;26;30;4,1667;0,8667;0,8667;1,7334;7,6
63;01/06/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 5;Grindavik;Afturelding;26;30;3,4;25;30;3,6667;0,8667;0,8333;1,7;7,0667
64;01/06/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 5;Selfoss;Throttur;26;30;3,7667;28;30;4,4333;0,8667;0,9333;1,8;8,2
65;01/06/2023;15:30;ICELAND;URVALSDEILD WOMEN - ROUND 6;Thor/KA W;Hafnarfjordur W;22;30;3,3333;24;30;3,6667;0,7333;0,8;1,5333;7,0
66;01/06/2023;15:30;ITALY;SERIE B - PLAY OUT - FINAL;Brescia;Cosenza;22;30;2,2333;19;30;2,1333;0,7333;0,6333;1,3666;4,3666
67;01/06/2023;10:00;ITALY;PRIMAVERA 2 - PLAY OUT - FINAL;Salernitana U19;Reggina U19;23;30;2,6333;21;30;2,6;0,7667;0,7;1,4667;5,2333
68;01/06/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 10;Akademiya Ontustik;Turan;28;30;4,5667;23;30;3,0667;0,9333;0,7667;1,7;7,6334
69;01/06/2023;10:00;KAZAKHSTAN;FIRST DIVISION - ROUND 10;FK Akzhayik;FC Astana 2;24;30;3,8667;28;30;4,5;0,8;0,9333;1,7333;8,3667
70;01/06/2023;11:00;LATVIA;OPTIBET VIRSLIGA - ROUND 16;FK Liepaja;Tukums 2000;26;30;3,1667;24;30;3,2667;0,8667;0,8;1,6667;6,4334
71;01/06/2023;13:00;LATVIA;OPTIBET VIRSLIGA - ROUND 16;Auda;Jelgava;23;30;2,2333;24;30;3,1667;0,7667;0,8;1,5667;5,4
72;01/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al-Ittihad;Al-Athad;16;30;2,0;16;30;1,6;0,5333;0,5333;1,0666;3,6
73;01/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 21;Bakaridjan;CO Bamako;17;30;2,0667;15;30;1,7667;0,5667;0,5;1,0667;3,8334
74;01/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 21;Black Stars;AS Police;15;30;1,9;16;30;1,9;0,5;0,5333;1,0333;3,8
75;01/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 21;Onze Createurs;USFAS Bamako;14;30;1,5667;19;30;1,7667;0,4667;0,6333;1,1;3,3334
76;01/06/2023;13:15;MALI;PREMIERE DIVISION - ROUND 21;Stade Malien;US Bougouni;14;30;1,3667;22;30;2,3333;0,4667;0,7333;1,2;3,7
77;01/06/2023;15:15;MALI;PREMIERE DIVISION - ROUND 21;LC Bamako;Yeelen;16;30;1,8333;19;30;2,2667;0,5333;0,6333;1,1666;4,1
78;01/06/2023;06:15;MYANMAR;NATIONAL LEAGUE - ROUND 7;Myawady;Kachin United;18;24;2,7917;3;6;1,6667;0,75;0,5;1,25;4,4584
79;01/06/2023;06:30;MYANMAR;NATIONAL LEAGUE - ROUND 7;Sagaing;Hantharwady Utd;25;30;3,3;21;30;2,8667;0,8333;0,7;1,5333;6,1667
80;01/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;AWC;RKAVV Leidschendam;2;2;7,0;1;2;3,0;1,0;0,5;1,5;10,0
81;01/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;Be Quick 1887;Kampong;29;30;4,2667;0;0;0;0,9667;0;0,9667;4,2667
82;01/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;HBS;Watergraafsmeer;24;30;3,0667;24;30;3,2667;0,8;0,8;1,6;6,3334
83;01/06/2023;15:00;NETHERLANDS;DERDE DIVISIE - RELEGATION - SEMI-FINALS;SV Juliana;Baronie;3;3;6,3333;26;30;3,3333;1,0;0,8667;1,8667;9,6666
84;01/06/2023;12:30;NIGER;LIGUE 1 - ROUND 21;Akokana;ASFAN;19;30;1,8333;17;30;1,8667;0,6333;0,5667;1,2;3,7
85;01/06/2023;12:30;NIGER;LIGUE 1 - ROUND 21;Nigelec;Douanes Niamey;11;30;1,3667;17;30;1,7333;0,3667;0,5667;0,9334;3,1
86;01/06/2023;12:30;NIGER;LIGUE 1 - ROUND 21;Urana;Sahel;17;30;1,5;16;30;1,9;0,5667;0,5333;1,1;3,4
87;01/06/2023;12:30;NIGER;LIGUE 1 - ROUND 21;US Gendarmerie;Police;21;30;2,4333;17;30;1,9;0,7;0,5667;1,2667;4,3333
88;01/06/2023;12:00;NIGERIA;FEDERATION CUP - SEMI-FINALS;Bendel;Warri Wolves;18;30;1,8667;17;30;1,9;0,6;0,5667;1,1667;3,7667
89;01/06/2023;12:00;NIGERIA;FEDERATION CUP - SEMI-FINALS;Plateau United;Enugu Rangers;22;30;2,8;18;30;1,8667;0,7333;0,6;1,3333;4,6667
90;01/06/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - RELEGATION - FINAL;Dungannon;Annagh;26;30;2,8667;25;30;2,7;0,8667;0,8333;1,7;5,5667
91;01/06/2023;12:00;NORWAY;NM CUP - 1/32-FINALS;Sotra;Sandnes;27;30;3,6333;23;30;2,9667;0,9;0,7667;1,6667;6,6
92;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Arendal;Jerv;23;30;4,0333;24;30;3,1333;0,7667;0,8;1,5667;7,1666
93;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Baerum Sportsklubb;Skeid;28;30;3,7;25;30;3,6333;0,9333;0,8333;1,7666;7,3333
94;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Brattvag;Hodd;26;30;3,4333;21;30;2,5667;0,8667;0,7;1,5667;6,0
95;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Byasen;Aalesund;25;30;4,1667;22;30;2,5667;0,8333;0,7333;1,5666;6,7334
96;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Fana;Asane;29;30;4,5;24;30;3,3333;0,9667;0,8;1,7667;7,8333
97;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Fjora;Brann;30;30;4,3667;28;30;3,7;1,0;0,9333;1,9333;8,0667
98;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Frigg;Sarpsborg 08;28;30;4,8;26;30;3,1333;0,9333;0,8667;1,8;7,9333
99;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Gjellerasen;KFUM Oslo;28;30;4,3333;25;30;3,6;0,9333;0,8333;1,7666;7,9333
100;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Grorud;Raufoss;23;30;3,0333;23;30;3,1333;0,7667;0,7667;1,5334;6,1666
101;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Halsen;Start;26;30;3,8333;27;30;3,8667;0,8667;0,9;1,7667;7,7
102;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Junkeren;Bodo/Glimt;26;30;4,2;24;30;3,7667;0,8667;0,8;1,6667;7,9667
103;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Kjelsas;Stabaek;17;30;2,3333;23;30;2,7333;0,5667;0,7667;1,3334;5,0666
104;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Levanger;Kristiansund;27;30;3,8333;25;30;3,4;0,9;0,8333;1,7333;7,2333
105;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Lysekloster;Sogndal;26;30;4,0333;23;30;3,3667;0,8667;0,7667;1,6334;7,4
106;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Melhus;Molde;28;30;3,7;27;30;3,6;0,9333;0,9;1,8333;7,3
107;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Mjolner;Ham-Kam;28;30;4,4;26;30;3,2667;0,9333;0,8667;1,8;7,6667
108;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Notodden;Odd;25;30;3,2;24;30;3,0333;0,8333;0,8;1,6333;6,2333
109;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Orn;Fredrikstad;25;30;3,2667;17;30;2,0667;0,8333;0,5667;1,4;5,3334
110;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;SK Gjovik-Lyn;Kongsvinger;25;30;3,9;22;30;2,6333;0,8333;0,7333;1,5666;6,5333
111;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Skjervoy;Alta;26;30;3,9;26;30;3,2;0,8667;0,8667;1,7334;7,1
112;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Stjordals Blink;Rosenborg;25;30;3,7;24;30;2,8667;0,8333;0,8;1,6333;6,5667
113;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Stord;Haugesund;29;30;4,9333;22;30;2,6;0,9667;0,7333;1,7;7,5333
114;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Strindheim;Ranheim;30;30;4,7667;25;30;3,1;1,0;0,8333;1,8333;7,8667
115;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Strommen;Mjondalen;27;30;3,3667;26;30;3,3;0,9;0,8667;1,7667;6,6667
116;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Tromsdalen;Tromso;21;30;2,8333;23;30;3,2333;0,7;0,7667;1,4667;6,0666
117;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Ull/Kisa;Lillestrom;24;30;3,5667;25;30;3,2667;0,8;0,8333;1,6333;6,8334
118;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;V. Haugesund;Bryne;25;30;3,3;26;30;3,1667;0,8333;0,8667;1,7;6,4667
119;01/06/2023;13:00;NORWAY;NM CUP - 1/32-FINALS;Vidar;Viking;28;30;3,8667;24;30;3,5667;0,9333;0,8;1,7333;7,4334
120;01/06/2023;14:00;NORWAY;NM CUP - 1/32-FINALS;Kvik Halden;Moss;21;30;3,0;23;30;3,0667;0,7;0,7667;1,4667;6,0667
121;01/06/2023;14:00;NORWAY;NM CUP - 1/32-FINALS;Lyn;Valerenga;27;30;4,4;26;30;3,3;0,9;0,8667;1,7667;7,7
122;01/06/2023;15:00;NORWAY;NM CUP - 1/32-FINALS;Eik-Tonsberg;Stromsgodset;26;30;3,5667;24;30;3,2333;0,8667;0,8;1,6667;6,8
123;01/06/2023;22:00;PERU;LIGA 1 - APERTURA - ROUND 18;Sporting Cristal;Cienciano;24;30;2,7667;23;30;3,0;0,8;0,7667;1,5667;5,7667
124;01/06/2023;15:00;PERU;LIGA 2 - ROUND 8;Ayacucho;U. San Martin;22;30;2,7;27;30;3,2;0,7333;0,9;1,6333;5,9
125;01/06/2023;14:30;ROMANIA;LIGA 1 - CONFERENCE LEAGUE - PLAY OFFS - FINAL;CFR Cluj;U Craiova 1948;20;30;2,4;18;30;2,3;0,6667;0,6;1,2667;4,7
126;01/06/2023;08:00;RUSSIA;FNL 2 - GROUP 3 - RELEGATION GROUP - ROUND 33;Peresvet;Khimki 2;22;30;3,2667;24;30;3,2667;0,7333;0,8;1,5333;6,5334
127;01/06/2023;16:00;SCOTLAND;PREMIERSHIP - RELEGATION - FINAL;Partick Thistle;Ross County;23;30;3,0333;22;30;2,5333;0,7667;0,7333;1,5;5,5666
128;01/06/2023;08:45;SINGAPORE;PREMIER LEAGUE;Balestier Khalsa;Lion City;28;30;5,0;30;30;4,9333;0,9333;1,0;1,9333;9,9333
129;01/06/2023;14:00;SWEDEN;SUPERETTAN - ROUND 10;GAIS;Orgryte;22;30;2,4333;23;30;3,0333;0,7333;0,7667;1,5;5,4666
130;01/06/2023;14:00;SWEDEN;SUPERETTAN - ROUND 10;Helsingborg;Skovde AIK;22;30;2,5667;24;30;2,7333;0,7333;0,8;1,5333;5,3
131;01/06/2023;14:00;SWEDEN;SUPERETTAN - ROUND 10;Jonkoping;Oster;22;30;3,0;23;30;2,7667;0,7333;0,7667;1,5;5,7667
132;01/06/2023;14:00;SWEDEN;SUPERETTAN - ROUND 10;Vasteras SK;AFC Eskilstuna;26;30;3,0;22;30;2,5667;0,8667;0,7333;1,6;5,5667
133;01/06/2023;14:00;SWEDEN;DIVISION 2 - NORRLAND - ROUND 10;Team TG FF;Sandvik;25;30;2,9667;24;30;3,1667;0,8333;0,8;1,6333;6,1334
134;01/06/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA SVEALAND - ROUND 10;Nykopings;Assyriska FF;28;30;3,7;23;30;3,1333;0,9333;0,7667;1,7;6,8333
135;01/06/2023;14:30;SWEDEN;DIVISION 2 - VÄSTRA GÖTALAND - ROUND 10;Varbergs GIF;Savedalen;25;30;3,5667;24;30;3,2667;0,8333;0,8;1,6333;6,8334
136;01/06/2023;14:30;SWEDEN;ELITETTAN WOMEN - ROUND 9;Jitex W;Hacken B W;30;30;4,0333;7;8;4,875;1,0;0,875;1,875;8,9083
137;01/06/2023;13:00;TUNISIA;LIGUE PROFESSIONNELLE 1 - CHAMPIONSHIP GROUP - ROUND 8;Esperance Tunis;Ben Guerdane;21;30;2,2;17;30;2,0667;0,7;0,5667;1,2667;4,2667
138;01/06/2023;10:00;TURKEY;TFF 3. LIG PLAY OFFS - SEMI-FINALS;Karaman;Orduspor 1967;19;30;2,2667;27;30;3,0333;0,6333;0,9;1,5333;5,3
139;01/06/2023;21:30;USA;USL LEAGUE TWO;Brazos Valley Cavalry;Houston Sur;27;30;3,8333;11;16;3,375;0,9;0,6875;1,5875;7,2083
140;01/06/2023;22:30;USA;USL LEAGUE TWO;Park City;CISA;26;30;3,7667;9;12;3,4167;0,8667;0,75;1,6167;7,1834
141;01/06/2023;23:00;USA;USL LEAGUE TWO;Southern California;Arizona Arsenal;26;30;2,9333;2;3;3,0;0,8667;0,6667;1,5334;5,9333
142;01/06/2023;07:00;VIETNAM;V.LEAGUE 1 - ROUND 10;Binh Duong;Thanh Hoa;27;30;3,0667;20;30;2,7;0,9;0,6667;1,5667;5,7667
143;01/06/2023;09:15;VIETNAM;V.LEAGUE 1 - ROUND 10;Viettel;Song Lam Nghe An;18;30;2,1667;23;30;2,4667;0,6;0,7667;1,3667;4,6334
