Nº;Date;Time;Country;League;Home;Away;o15Home;totalHome;AvgHome;o15Away;totalAway;AvgAway;pHome;pAway;pSum;avgSum
27;05/08/2023;08:30;GERMANY;OBERLIGA SCHLESWIG-HOLSTEIN - ROUND 2;SC Weiche-08 II;Flensburg;15;15;4,4;14;15;3,8;1,0;0,9333;1,9333;8,2
28;05/08/2023;12:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 1;Predni Kopanina;Branik;14;15;4,2667;15;15;5,0667;0,9333;1,0;1,9333;9,3334
29;05/08/2023;13:00;GERMANY;OBERLIGA SCHLESWIG-HOLSTEIN - ROUND 2;Oldenburger;Preussen Reinfeld;14;15;3,8;15;15;3,8667;0,9333;1,0;1,9333;7,6667
30;05/08/2023;05:15;CZECH REPUBLIC;CFL - GROUP B - ROUND 1;Jablonec B;Usti nad Labem;14;15;3,4667;15;15;4,1333;0,9333;1,0;1,9333;7,6
31;05/08/2023;11:00;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Berkenye;Senyo Carnifex;7;7;5,5714;14;15;3,2;1,0;0,9333;1,9333;8,7714
32;05/08/2023;11:00;SWITZERLAND;PROMOTION LEAGUE;Bruhl;Young Boys II;15;15;3,8667;14;15;4,5333;1,0;0,9333;1,9333;8,4
33;05/08/2023;14:30;SWITZERLAND;PROMOTION LEAGUE;Delemont;St. Gallen II;14;15;3,4;15;15;4,5333;0,9333;1,0;1,9333;7,9333
34;05/08/2023;12:00;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Echallens;Monthey;14;15;3,9333;15;15;4,4;0,9333;1,0;1,9333;8,3333
35;05/08/2023;08:30;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 3;Worms;Baumholder;14;15;3,4667;2;2;2,5;0,9333;1,0;1,9333;5,9667
36;05/08/2023;09:00;GERMANY;OBERLIGA HAMBURG - ROUND 2;Duneberg;SC Victoria Hamburg;1;1;4,0;14;15;5,1333;1,0;0,9333;1,9333;9,1333
37;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Runcorn Linnets (Eng);Ashton Utd (Eng);14;15;3,4667;15;15;3,5333;0,9333;1,0;1,9333;7,0
38;05/08/2023;11:00;GERMANY;OBERLIGA HESSEN - ROUND 2;Alzenau;Hanauer SC;14;15;3,6667;2;2;2,5;0,9333;1,0;1,9333;6,1667
39;05/08/2023;06:30;MALAYSIA;MALAYSIA CUP - 1/8-FINALS;Kelantan United;Negeri Sembilan;14;15;3,6;15;15;3,0;0,9333;1,0;1,9333;6,6
40;05/08/2023;10:00;GERMANY;OBERLIGA HESSEN - ROUND 2;Hanau;Hunfelder;15;15;4,2;14;15;3,0;1,0;0,9333;1,9333;7,2
41;05/08/2023;07:00;SINGAPORE;PREMIER LEAGUE;Tanjong Pagar;Young Lions;15;15;4,6;14;15;4,5333;1,0;0,9333;1,9333;9,1333
42;05/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;FK Jesenske;Slovenska Lupca;11;12;4,25;4;4;4,25;0,9167;1,0;1,9167;8,5
43;05/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;Or. Jasenica;Tatran Turzovka;8;9;3,6667;5;5;4,0;0,8889;1,0;1,8889;7,6667
44;05/08/2023;18:00;NORTH & CENTRAL AMERICA;CONCACAF CARIBBEAN SHIELD;South East (Dom);Golden Lion (Mar);3;3;3,3333;7;8;4,75;1,0;0,875;1,875;8,0833
45;05/08/2023;17:30;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 2;Santa Ana;Guadalupe;13;15;3,4;15;15;3,6;0,8667;1,0;1,8667;7,0
46;05/08/2023;10:00;BELARUS;VYSSHAYA LIGA RESERVE - ROUND 16;Slavia Mozyr 2;Minsk 2;15;15;4,0;13;15;2,9333;1,0;0,8667;1,8667;6,9333
47;05/08/2023;11:00;SWITZERLAND;1.LIGA CLASSIC GROUP 3;Gossau;Grasshopper II;15;15;3,5333;13;15;3,4;1,0;0,8667;1,8667;6,9333
48;05/08/2023;10:30;SWITZERLAND;PROMOTION LEAGUE;Basel II;Breitenrain;13;15;3,8;15;15;4,0667;0,8667;1,0;1,8667;7,8667
49;05/08/2023;11:00;SWITZERLAND;1.LIGA CLASSIC GROUP 3;Balzers;Kosova;15;15;4,5333;13;15;3,4;1,0;0,8667;1,8667;7,9333
50;05/08/2023;02:00;MONGOLIA;PREMIER LEAGUE - ROUND 1;Deren;Tuv Buganuud;13;15;3,7333;15;15;6,0667;0,8667;1,0;1,8667;9,8
51;05/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 20;Cangzhou;Shenzhen;13;15;3,1333;15;15;4,0;0,8667;1,0;1,8667;7,1333
52;05/08/2023;14:30;BELGIUM;BELGIAN CUP - QUALIFICATION - 1/16-FINALS;K. FC Turnhout;Wijnegem;13;15;3,8667;1;1;3,0;0,8667;1,0;1,8667;6,8667
53;05/08/2023;13:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 3;Hradec Kralove;Ceske Budejovice;13;15;2,9333;15;15;4,4667;0,8667;1,0;1,8667;7,4
54;05/08/2023;10:00;POLAND;III LIGA - GROUP II - ROUND 1;Notec Czarnkow;Vineta W.;1;1;4,0;13;15;3,2667;1,0;0,8667;1,8667;7,2667
55;05/08/2023;12:00;CZECH REPUBLIC;DIVISION B - ROUND 1;Ostrov;Steti;15;15;6,4667;13;15;3,8667;1,0;0,8667;1,8667;10,3334
56;05/08/2023;14:00;SWITZERLAND;PROMOTION LEAGUE;Biel;Luzern II;13;15;2,7333;15;15;4,9333;0,8667;1,0;1,8667;7,6666
57;05/08/2023;11:00;SWITZERLAND;1.LIGA CLASSIC GROUP 2;Black Stars;Muttenz;13;15;3,4667;15;15;4,0;0,8667;1,0;1,8667;7,4667
58;05/08/2023;10:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 14;Kvik Halden;Baerum Sportsklubb;13;15;3,6;15;15;4,0667;0,8667;1,0;1,8667;7,6667
59;05/08/2023;12:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 1;Stresovice;Zlicin;1;1;4,0;13;15;2,5333;1,0;0,8667;1,8667;6,5333
60;05/08/2023;11:00;SCOTLAND;CHAMPIONSHIP - ROUND 1;Partick Thistle;Raith;15;15;3,6667;13;15;3,2;1,0;0,8667;1,8667;6,8667
61;05/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 1;Star Starachowice;Podhale Nowy Targ;5;5;4,6;13;15;3,7333;1,0;0,8667;1,8667;8,3333
62;05/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 6 - ROUND 14;Mjolner;Floya;15;15;4,4667;13;15;3,6;1,0;0,8667;1,8667;8,0667
63;05/08/2023;13:30;WORLD;CLUB FRIENDLY;Strasbourg (Fra);Werder Bremen (Ger);15;15;3,1333;13;15;3,2;1,0;0,8667;1,8667;6,3333
64;05/08/2023;11:00;ENGLAND;LEAGUE TWO - ROUND 1;Crewe;Mansfield;15;15;3,4;13;15;3,6;1,0;0,8667;1,8667;7,0
65;05/08/2023;09:00;NORWAY;DIVISION 3 - GROUP 4 - ROUND 14;Donn;Halsen;15;15;4,4667;13;15;4,2;1,0;0,8667;1,8667;8,6667
66;05/08/2023;11:00;SWEDEN;DIVISION 2 - NORRA SVEALAND - ROUND 15;Osteraker IFK;Hudiksvall;13;15;3,6;15;15;3,4;0,8667;1,0;1,8667;7,0
67;05/08/2023;09:00;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 1;Backnang;Pforzheim;15;15;3,4;13;15;3,4667;1,0;0,8667;1,8667;6,8667
68;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Andrashida;Esztergom;13;15;5,5333;1;1;7,0;0,8667;1,0;1,8667;12,5333
69;05/08/2023;13:00;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Pestszentimrei;FC Dabas;1;1;5,0;13;15;3,8667;1,0;0,8667;1,8667;8,8667
70;05/08/2023;12:00;AUSTRIA;BUNDESLIGA - ROUND 2;A. Klagenfurt;Wolfsberger AC;15;15;4,6667;13;15;3,0;1,0;0,8667;1,8667;7,6667
71;05/08/2023;10:30;WORLD;CLUB FRIENDLY;Strasbourg (Fra);Werder Bremen (Ger);15;15;3,1333;13;15;3,2;1,0;0,8667;1,8667;6,3333
72;05/08/2023;10:30;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 3;Karbach;Bitburg;13;15;3,9333;2;2;5,0;0,8667;1,0;1,8667;8,9333
73;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Zwolle (Ned);Groningen (Ned);15;15;3,4667;13;15;3,8;1,0;0,8667;1,8667;7,2667
74;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Csesztreg;Haladas;3;3;5,6667;13;15;3,1333;1,0;0,8667;1,8667;8,8
75;05/08/2023;05:15;CZECH REPUBLIC;DIVISION B - ROUND 1;Hrebec;Nespeky;14;15;3,8;14;15;3,1333;0,9333;0,9333;1,8666;6,9333
76;05/08/2023;02:45;AUSTRALIA;NPL TASMANIA - ROUND 16;Launceston United;Devonport;14;15;5,0667;14;15;4,1333;0,9333;0,9333;1,8666;9,2
77;05/08/2023;12:30;POLAND;DIVISION 1 - ROUND 3;Wisla;S. Rzeszow;14;15;3,4;14;15;3,2;0,9333;0,9333;1,8666;6,6
78;05/08/2023;10:00;FAROE ISLANDS;1. DEILD - ROUND 17;Sandur;Hoyvik;14;15;3,8;14;15;3,7333;0,9333;0,9333;1,8666;7,5333
79;05/08/2023;10:00;NORWAY;OBOS-LIGAEN - ROUND 16;Kristiansund;Start;14;15;3,2667;14;15;3,7333;0,9333;0,9333;1,8666;7,0
80;05/08/2023;12:00;CZECH REPUBLIC;DIVISION C - ROUND 1;Benesov;Novy Bydzov;14;15;3,8;14;15;3,8667;0,9333;0,9333;1,8666;7,6667
81;05/08/2023;01:30;AUSTRALIA;NPL TASMANIA - ROUND 16;Clarence Zebras;South Hobart;14;15;4,9333;14;15;4,2667;0,9333;0,9333;1,8666;9,2
82;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Clitheroe (Eng);Lancaster (Eng);14;15;3,3333;14;15;2,8667;0,9333;0,9333;1,8666;6,2
83;05/08/2023;09:00;DENMARK;3RD DIVISION;SfB-Oure;Holbaek;14;15;4,0667;14;15;3,2667;0,9333;0,9333;1,8666;7,3334
84;05/08/2023;12:00;CZECH REPUBLIC;DIVISION E - ROUND 1;Prerov;Skastice;14;15;3,0667;14;15;3,2667;0,9333;0,9333;1,8666;6,3334
85;05/08/2023;08:30;GERMANY;OBERLIGA SCHLESWIG-HOLSTEIN - ROUND 2;Bordesholm;Inter Turkspor Kiel;14;15;4,1333;14;15;5,8667;0,9333;0,9333;1,8666;10,0
86;05/08/2023;20:30;USA;USL LEAGUE ONE;Tormenta;North Carolina;14;15;3,4667;14;15;3,1333;0,9333;0,9333;1,8666;6,6
87;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Wick Academy;Deveronvale;14;15;4,6;14;15;3,8;0,9333;0,9333;1,8666;8,4
88;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Beveren (Bel);Willem II (Ned);14;15;3,8;14;15;4,2667;0,9333;0,9333;1,8666;8,0667
89;05/08/2023;10:00;NORWAY;DIVISION 2 - GROUP 2 - ROUND 14;Stjordals Blink;Strommen;14;15;3,9333;14;15;3,4;0,9333;0,9333;1,8666;7,3333
90;05/08/2023;09:00;GERMANY;REGIONALLIGA WEST - ROUND 2;Ahlen;Koln II;14;15;4,1333;14;15;3,3333;0,9333;0,9333;1,8666;7,4666
91;05/08/2023;05:15;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 1;Kolovraty;Motorlet Prague B;14;15;4,2;14;15;3,3333;0,9333;0,9333;1,8666;7,5333
92;05/08/2023;10:30;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 1;Villingen;VfR Mannheim;14;15;4,3333;14;15;4,0;0,9333;0,9333;1,8666;8,3333
93;05/08/2023;09:00;LITHUANIA;I LYGA - ROUND 17;Jonava;Transinvest;14;15;3,1333;14;15;3,5333;0,9333;0,9333;1,8666;6,6666
94;05/08/2023;12:15;WORLD;CLUB FRIENDLY;D. Zagreb U19 (Cro);Manchester Utd U19 (Eng);14;15;4,0;14;15;4,0667;0,9333;0,9333;1,8666;8,0667
95;05/08/2023;08:00;SWEDEN;DIVISION 2 - NORRA SVEALAND - ROUND 15;Uppsala;Karlbergs;14;15;3,6667;14;15;3,5333;0,9333;0,9333;1,8666;7,2
96;05/08/2023;14:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 19;Dinamo Batumi;Shukura;14;15;2,8;14;15;3,8667;0,9333;0,9333;1,8666;6,6667
97;05/08/2023;11:30;WORLD;CLUB FRIENDLY;Newcastle (Eng);Fiorentina (Ita);14;15;3,6;14;15;3,3333;0,9333;0,9333;1,8666;6,9333
98;05/08/2023;12:00;BELARUS;VYSSHAYA LIGA WOMEN - ROUND 21;Minsk FK W;Din. Minsk W;14;15;6,7333;14;15;8,5333;0,9333;0,9333;1,8666;15,2666
99;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Nagybajom;Siklos;5;5;4,6;6;7;5,5714;1,0;0,8571;1,8571;10,1714
100;05/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 14;Tronder-Lyn;Kolstad;12;14;4,2143;15;15;5,0667;0,8571;1,0;1,8571;9,281
101;05/08/2023;12:45;HUNGARY;OTP BANK LIGA - ROUND 2;Mezokovesd-Zsory;DVTK;14;15;3,8;13;15;2,8667;0,9333;0,8667;1,8;6,6667
102;05/08/2023;11:00;SWEDEN;DIVISION 1 - NORRA - ROUND 16;Pitea;Sandviken;12;15;2,8;15;15;4,0;0,8;1,0;1,8;6,8
103;05/08/2023;05:15;CZECH REPUBLIC;DIVISION F - ROUND 1;Vratimov;Jesenik;13;15;4,5333;14;15;3,2;0,8667;0,9333;1,8;7,7333
104;05/08/2023;12:00;CZECH REPUBLIC;DIVISION E - ROUND 1;Kostelec na Hane;Rymarov;13;15;3,1333;14;15;3,8;0,8667;0,9333;1,8;6,9333
105;05/08/2023;09:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 1;Jicin;Ceska Skalice;12;15;3,6;1;1;4,0;0,8;1,0;1,8;7,6
106;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Lossiemouth;Forres Mechanics;13;15;3,2;14;15;3,4667;0,8667;0,9333;1,8;6,6667
107;05/08/2023;12:00;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 1;Orlova;Koberice;13;15;4,1333;14;15;3,6667;0,8667;0,9333;1,8;7,8
108;05/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;SK Selce;Badin;9;9;4,1111;12;15;3,8;1,0;0,8;1,8;7,9111
109;05/08/2023;12:00;SLOVAKIA;3. LIGA - EAST - ROUND 1;Bardejov;Slavia TU Kosice;14;15;3,3333;13;15;3,8667;0,9333;0,8667;1,8;7,2
110;05/08/2023;10:00;GERMANY;OBERLIGA NIEDERSACHSEN - ROUND 1;Delmenhorst;Hildesheim;13;15;4,0;14;15;3,9333;0,8667;0,9333;1,8;7,9333
111;05/08/2023;12:00;CZECH REPUBLIC;MSFL - ROUND 1;Uhersky Brod;Unicov;12;15;3,1333;15;15;4,0;0,8;1,0;1,8;7,1333
112;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Harta SE;ESMTK Budapest;2;2;7,0;12;15;3,5333;1,0;0,8;1,8;10,5333
113;05/08/2023;12:00;CZECH REPUBLIC;DIVISION C - ROUND 1;Vysoke Myto;Chrudim B;13;15;3,5333;14;15;3,7333;0,8667;0,9333;1,8;7,2666
114;05/08/2023;11:00;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Csepel;Toponar;12;15;3,8667;1;1;7,0;0,8;1,0;1,8;10,8667
115;05/08/2023;10:00;GERMANY;OBERLIGA HESSEN - ROUND 2;Viktoria Griesheim;Fernwald;13;15;3,4;14;15;4,2;0,8667;0,9333;1,8;7,6
116;05/08/2023;09:00;GERMANY;OBERLIGA HESSEN - ROUND 2;Giessen;Eddersheim;13;15;3,6;14;15;3,8;0,8667;0,9333;1,8;7,4
117;05/08/2023;10:00;GERMANY;OBERLIGA HESSEN - ROUND 2;TUS Dietkirchen;Erlensee;14;15;3,0;13;15;3,0667;0,9333;0,8667;1,8;6,0667
118;05/08/2023;12:00;CZECH REPUBLIC;CFL - GROUP B - ROUND 1;Zivanice;Kolin;12;15;3,8;15;15;3,3333;0,8;1,0;1,8;7,1333
119;05/08/2023;12:00;CZECH REPUBLIC;MORAVSKOSLEZSKY KP - ROUND 1;Petrvald na Morave;Pusta Polom;13;15;4,8667;14;15;3,7333;0,8667;0,9333;1,8;8,6
120;05/08/2023;12:30;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 1;Domino;Vrakuna Bratislava;12;15;2,4667;15;15;4,2667;0,8;1,0;1,8;6,7334
121;05/08/2023;11:00;SCOTLAND;LOWLAND LEAGUE;East Kilbride;East Stirlingshire;15;15;4,2;12;15;3,0;1,0;0,8;1,8;7,2
122;05/08/2023;10:00;DENMARK;2ND DIVISION;Nykobing;AB Copenhagen;14;15;4,0;13;15;3,7333;0,9333;0,8667;1,8;7,7333
123;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Formartine Utd;Strathspey Thistle;13;15;2,8667;14;15;4,2667;0,8667;0,9333;1,8;7,1334
124;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE SOUTH - ROUND 1;Maidstone;Slough;14;15;3,2;13;15;2,7333;0,9333;0,8667;1,8;5,9333
125;05/08/2023;08:00;GERMANY;2. BUNDESLIGA - ROUND 2;Holstein Kiel;Greuther Furth;12;15;3,8667;15;15;4,4;0,8;1,0;1,8;8,2667
126;05/08/2023;11:00;ICELAND;BESTA DEILD KARLA - ROUND 18;Vestmannaeyjar;Stjarnan;13;15;3,1333;14;15;2,9333;0,8667;0,9333;1,8;6,0666
127;05/08/2023;13:00;ITALY;COPPA ITALIA - 1/64-FINALS;Catanzaro;Foggia;14;15;3,6667;13;15;3,4;0,9333;0,8667;1,8;7,0667
128;05/08/2023;08:00;MONGOLIA;PREMIER LEAGUE - ROUND 1;Khangarid;FC Ulaanbaatar;15;15;4,6667;12;15;4,6667;1,0;0,8;1,8;9,3334
129;05/08/2023;12:00;LATVIA;OPTIBET VIRSLIGA - ROUND 25;Tukums 2000;FK Liepaja;13;15;4,4667;14;15;3,1333;0,8667;0,9333;1,8;7,6
130;05/08/2023;11:30;FINLAND;SUOMEN CUP WOMEN - QUARTER-FINALS;JyPK W;Ilves W;13;15;3,9333;14;15;3,8;0,8667;0,9333;1,8;7,7333
131;05/08/2023;12:00;FINLAND;KAKKONEN GROUP C;Kuopion Elo;OTP;13;15;3,3333;14;15;3,6;0,8667;0,9333;1,8;6,9333
132;05/08/2023;11:00;LATVIA;1. LIGA - ROUND 14;FK Smiltene;Alberts JDFS;13;15;3,2667;14;15;4,6;0,8667;0,9333;1,8;7,8667
133;05/08/2023;12:00;MOLDOVA;SUPER LIGA - ROUND 1;Floresti;Sparta Selemet;13;15;3,2667;14;15;3,6667;0,8667;0,9333;1,8;6,9334
134;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE SOUTH DIVISION - ROUND 1;Hungerford;Plymouth Parkway;14;15;3,5333;13;15;2,6;0,9333;0,8667;1,8;6,1333
135;05/08/2023;10:00;FINLAND;KAKKONEN GROUP A;PK-35;PEPO;13;15;3,4;14;15;4,1333;0,8667;0,9333;1,8;7,5333
136;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE SOUTH DIVISION - ROUND 1;Salisbury;Beaconsfield Town;12;15;3,0667;15;15;4,4;0,8;1,0;1,8;7,4667
137;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE SOUTH DIVISION - ROUND 1;Swindon S;Poole;14;15;3,6;13;15;2,8667;0,9333;0,8667;1,8;6,4667
138;05/08/2023;22:00;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 4;Monterrey W;Atlas W;13;15;3,6;14;15;3,3333;0,8667;0,9333;1,8;6,9333
139;05/08/2023;10:00;FINLAND;KAKKONEN GROUP A;Keski-Uusimaa;TiPS;15;15;4,0;12;15;3,5333;1,0;0,8;1,8;7,5333
140;05/08/2023;11:00;NORTHERN IRELAND;NIFL CHAMPIONSHIP - ROUND 1;Ards;Newington;14;15;4,4;13;15;3,6;0,9333;0,8667;1,8;8,0
141;05/08/2023;11:15;GERMANY;3. LIGA - ROUND 1;SG Dynamo Dresden;Arminia Bielefeld;13;15;3,0667;14;15;3,4;0,8667;0,9333;1,8;6,4667
142;05/08/2023;05:15;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 1;Treboradice;Dukla JM;13;15;3,6;14;15;4,6;0,8667;0,9333;1,8;8,2
143;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE NORTH - ROUND 1;Southport;Warrington;13;15;3,0667;14;15;2,9333;0,8667;0,9333;1,8;6,0
144;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Marcali;Szentlorinc;3;3;8,0;12;15;2,9333;1,0;0,8;1,8;10,9333
145;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Buckie Thistle;Turriff Utd;13;15;3,3333;14;15;4,1333;0,8667;0,9333;1,8;7,4666
146;05/08/2023;12:00;CZECH REPUBLIC;ZLINSKY KP - ROUND 1;Osvetimany;Morkovice;13;15;4,2667;14;15;4,0667;0,8667;0,9333;1,8;8,3334
147;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Banks O' Dee;Nairn County;15;15;4,6;12;15;2,9333;1,0;0,8;1,8;7,5333
148;05/08/2023;13:00;LUXEMBOURG;NATIONAL DIVISION - ROUND 1;Schifflange;Union Titus Petange;13;15;4,4667;14;15;3,2667;0,8667;0,9333;1,8;7,7334
149;05/08/2023;08:00;DENMARK;3RD DIVISION;Lyseng;Ishoj IF;13;15;3,2667;14;15;3,1333;0,8667;0,9333;1,8;6,4
150;05/08/2023;09:15;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Bornholm;Bagsvaerd;12;15;3,3333;2;2;5,0;0,8;1,0;1,8;8,3333
151;05/08/2023;10:30;GERMANY;REGIONALLIGA BAYERN - ROUND 3;Nurnberg II;Augsburg II;13;15;4,2667;14;15;3,6;0,8667;0,9333;1,8;7,8667
