Nº;Date;Time;Country;League;Home;Away;o15Home;totalHome;AvgHome;o15Away;totalAway;AvgAway;pHome;pAway;pSum;avgSum
459;05/08/2023;17:00;NICARAGUA;LIGA PRIMERA U20 - APERTURA - ROUND 2;UNAN-Managua U20;Matagalpa U20;11;15;2,8;13;15;4,0;0,7333;0,8667;1,6;6,8
460;05/08/2023;09:00;WORLD;CLUB FRIENDLY;Bowers & Pitsea (Eng);Sittingbourne (Eng);12;15;2,6667;12;15;3,0;0,8;0,8;1,6;5,6667
461;05/08/2023;13:00;POLAND;III LIGA - GROUP I - ROUND 1;Legionowo;Concordia Elblag;13;15;3,2;11;15;2,8667;0,8667;0,7333;1,6;6,0667
462;05/08/2023;13:00;LATVIA;1. LIGA - ROUND 14;AFA Olaine;Skanste;12;15;3,3333;12;15;2,7333;0,8;0,8;1,6;6,0666
463;05/08/2023;20:00;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 2;UPNFM;Real Sociedad;13;15;2,9333;11;15;2,2667;0,8667;0,7333;1,6;5,2
464;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Tiszasziget;Korosladany MSK;4;5;4,0;12;15;3,0667;0,8;0,8;1,6;7,0667
465;05/08/2023;11:00;SCOTLAND;HIGHLAND LEAGUE - ROUND 2;Huntly;Brechin;13;15;2,8;11;15;3,0;0,8667;0,7333;1,6;5,8
466;05/08/2023;20:00;USA;USL CHAMPIONSHIP;Indy Eleven;Memphis;11;15;2,3333;13;15;3,6667;0,7333;0,8667;1,6;6,0
467;05/08/2023;10:30;WORLD;CLUB FRIENDLY;Union Berlin (Ger);Atalanta (Ita);10;15;2,6;14;15;4,1333;0,6667;0,9333;1,6;6,7333
468;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Szegedi;Szolnoki MAV;13;15;3,3333;11;15;3,1333;0,8667;0,7333;1,6;6,4666
469;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Szepetnek;Erdi;2;2;2,5;9;15;2,0667;1,0;0,6;1,6;4,5667
470;05/08/2023;23:30;USA;USL CHAMPIONSHIP;Las Vegas Lights;Rio Grande;11;15;2,6667;13;15;3,0;0,7333;0,8667;1,6;5,6667
471;05/08/2023;11:00;NORTHERN IRELAND;NIFL CHAMPIONSHIP - ROUND 1;Annagh;Dundela;12;15;2,6667;12;15;3,2;0,8;0,8;1,6;5,8667
472;05/08/2023;11:00;SCOTLAND;LEAGUE ONE - ROUND 1;Queen of South;Alloa;14;15;3,4667;10;15;3,0667;0,9333;0,6667;1,6;6,5334
473;05/08/2023;11:00;SCOTLAND;CHAMPIONSHIP - ROUND 1;Morton;Ayr;12;15;2,7333;12;15;2,4667;0,8;0,8;1,6;5,2
474;05/08/2023;10:30;WALES;LEAGUE CUP - 1/16-FINALS;Barry;Aberystwyth;12;15;3,4667;12;15;3,4;0,8;0,8;1,6;6,8667
475;05/08/2023;11:00;SCOTLAND;CHAMPIONSHIP - ROUND 1;Dunfermline;Airdrieonians;14;15;2,6667;10;15;3,0667;0,9333;0,6667;1,6;5,7334
476;05/08/2023;11:00;SCOTLAND;PREMIERSHIP - ROUND 1;Livingston;Aberdeen;13;15;2,3333;11;15;2,8667;0,8667;0,7333;1,6;5,2
477;05/08/2023;05:00;INDONESIA;LIGA 1 - ROUND 6;Arema FC;Barito Putera;10;15;2,8;14;15;2,8667;0,6667;0,9333;1,6;5,6667
478;05/08/2023;09:00;INDONESIA;LIGA 1 - ROUND 6;Madura United;PSIS Semarang;11;15;2,6;13;15;3,5333;0,7333;0,8667;1,6;6,1333
479;05/08/2023;07:00;JAPAN;J2 LEAGUE - ROUND 29;Okayama;Machida;10;15;2,2;14;15;3,2667;0,6667;0,9333;1,6;5,4667
480;05/08/2023;09:30;KYRGYZSTAN;PREMIER LIGA - ROUND 16;Dordoi Bishkek;Muras United;14;15;2,9333;10;15;2,3333;0,9333;0,6667;1,6;5,2666
481;05/08/2023;12:00;POLAND;III LIGA - GROUP IV - ROUND 1;Chelmianka Chelm;Ostrowiec Swietokrzyski;11;15;2,5333;13;15;2,9333;0,7333;0,8667;1,6;5,4666
482;05/08/2023;12:00;POLAND;III LIGA - GROUP III - ROUND 1;Stilon Gorzow;Rakow 2;13;15;3,3333;11;15;3,3333;0,8667;0,7333;1,6;6,6666
483;05/08/2023;21:00;USA;USL LEAGUE ONE;Union Omaha;One Knoxville;13;15;3,0;11;15;2,6;0,8667;0,7333;1,6;5,6
484;05/08/2023;02:00;WORLD;WORLD CUP WOMEN - PLAY OFFS - 1/8-FINALS;Switzerland W;Spain W;10;15;2,9333;14;15;4,1333;0,6667;0,9333;1,6;7,0666
485;05/08/2023;10:00;FINLAND;KAKKONEN GROUP C;Rovaniemi;Vaajakoski;15;15;3,6667;9;15;2,2;1,0;0,6;1,6;5,8667
486;05/08/2023;09:00;ESTONIA;ESILIIGA - ROUND 22;FC Alliance;Paide Linnameeskond U21;13;15;5,2;11;15;3,3333;0,8667;0,7333;1,6;8,5333
487;05/08/2023;05:30;CZECH REPUBLIC;DIVISION A - ROUND 1;Klatovy;Katovice;13;15;3,6;11;15;3,7333;0,8667;0,7333;1,6;7,3333
488;05/08/2023;05:15;CZECH REPUBLIC;DIVISION A - ROUND 1;Petrin Plzen;Rokycany;14;15;3,6667;10;15;2,6667;0,9333;0,6667;1,6;6,3334
489;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE SOUTH DIVISION - ROUND 1;Didcot;Hayes & Yeading;13;15;3,3333;11;15;2,8;0,8667;0,7333;1,6;6,1333
490;05/08/2023;12:00;CZECH REPUBLIC;MSFL - ROUND 1;Frydlant n. O.;FK Frydek-Mistek;14;15;3,7333;10;15;2,6667;0,9333;0,6667;1,6;6,4
491;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE SOUTH DIVISION - ROUND 1;Hanwell Town;Chesham;12;15;2,6;12;15;3,4;0,8;0,8;1,6;6,0
492;05/08/2023;05:15;CZECH REPUBLIC;MSFL - ROUND 1;Trinec;Hodonin;11;15;2,5333;13;15;3,3333;0,7333;0,8667;1,6;5,8666
493;05/08/2023;05:15;CZECH REPUBLIC;MSFL - ROUND 1;Bohunice;Hlucin;14;15;3,8667;10;15;3,1333;0,9333;0,6667;1,6;7,0
494;05/08/2023;05:30;CZECH REPUBLIC;CFL - GROUP B - ROUND 1;Banik Most - Sous;Pardubice B;13;15;2,5333;11;15;3,0;0,8667;0,7333;1,6;5,5333
495;05/08/2023;06:00;ESTONIA;ESILIIGA - ROUND 22;Legion;Flora U21;12;15;3,6;12;15;2,9333;0,8;0,8;1,6;6,5333
496;05/08/2023;10:00;FINLAND;KAKKONEN GROUP A;JIPPO;Futura;11;15;3,0;13;15;3,9333;0,7333;0,8667;1,6;6,9333
497;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE CENTRAL DIVISION - ROUND 1;Sudbury;Barwell;10;15;2,6667;14;15;3,1333;0,6667;0,9333;1,6;5,8
498;05/08/2023;08:00;CHINA;JIA LEAGUE - ROUND 17;Shenyang Urban FC;Suzhou Dongwu;14;15;2,7333;10;15;2,3333;0,9333;0,6667;1,6;5,0666
499;05/08/2023;12:00;FINLAND;KAKKONEN GROUP C;Hercules;KuPS Akatemia;12;15;3,4667;12;15;2,6;0,8;0,8;1,6;6,0667
500;05/08/2023;10:00;FRANCE;LIGUE 2 - ROUND 1;St Etienne;Grenoble;15;15;3,8;9;15;1,8667;1,0;0,6;1,6;5,6667
501;05/08/2023;18:30;CHILE;PRIMERA B - ROUND 21;Cobreloa;La Serena;11;15;2,4;13;15;3,0;0,7333;0,8667;1,6;5,4
502;05/08/2023;16:00;CHILE;PRIMERA DIVISION - ROUND 20;Huachipato;Coquimbo;12;15;2,6667;12;15;2,6;0,8;0,8;1,6;5,2667
503;05/08/2023;13:30;CHILE;PRIMERA DIVISION - ROUND 20;Magallanes;U. Espanola;14;15;2,7333;10;15;2,3333;0,9333;0,6667;1,6;5,0666
504;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-WEST - ROUND 1;Botev Ihtiman;Kostinbrod;12;15;2,9333;12;15;2,9333;0,8;0,8;1,6;5,8666
505;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-WEST - ROUND 1;Bansko;Levski Sofia II;13;15;2,9333;11;15;3,5333;0,8667;0,7333;1,6;6,4666
506;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-EAST - ROUND 1;Gigant Saedinenie;Sliven;12;15;2,6;12;15;3,4667;0,8;0,8;1,6;6,0667
507;05/08/2023;05:15;CZECH REPUBLIC;DIVISION B - ROUND 1;Chomutov;Hvezda Cheb;10;15;2,4667;14;15;3,9333;0,6667;0,9333;1,6;6,4
508;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE CENTRAL DIVISION - ROUND 1;Stourbridge;Coalville;14;15;3,6667;10;15;2,6;0,9333;0,6667;1,6;6,2667
509;05/08/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;Brondby W (Den);B93 W (Den);12;15;2,9333;12;15;2,9333;0,8;0,8;1,6;5,8666
510;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE NORTH - ROUND 1;South Shields;Alfreton;11;15;3,2667;13;15;2,9333;0,7333;0,8667;1,6;6,2
511;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE - ROUND 1;Aldershot;Oxford City;11;15;2,6;13;15;3,1333;0,7333;0,8667;1,6;5,7333
512;05/08/2023;11:00;ENGLAND;LEAGUE TWO - ROUND 1;Crawley;Bradford City;12;15;2,4667;12;15;3,1333;0,8;0,8;1,6;5,6
513;05/08/2023;20:00;ECUADOR;LIGA PRO - SECOND STAGE - ROUND 16;EL Nacional;Aucas;14;15;3,8667;10;15;2,3333;0,9333;0,6667;1,6;6,2
514;05/08/2023;07:00;DENMARK;3RD DIVISION;VSK Aarhus;Young Boys FD;12;15;2,9333;12;15;2,9333;0,8;0,8;1,6;5,8666
515;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE NORTH - ROUND 1;Blyth;Gloucester;11;15;2,5333;13;15;3,0;0,7333;0,8667;1,6;5,5333
516;05/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 1;Rapid Plzen;Myto;12;15;3,2;12;15;3,0667;0,8;0,8;1,6;6,2667
517;05/08/2023;05:15;CZECH REPUBLIC;PLZENSKY KP - ROUND 1;Horni Briza;Holysov;10;15;3,0667;14;15;3,3333;0,6667;0,9333;1,6;6,4
518;05/08/2023;12:00;CZECH REPUBLIC;OLOMOUCKY KP - ROUND 1;Urcice;SK Lipova;11;15;2,4;13;15;3,4667;0,7333;0,8667;1,6;5,8667
519;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE NORTH - ROUND 1;Rushall;Farsley;10;15;2,7333;14;15;2,7333;0,6667;0,9333;1,6;5,4666
520;05/08/2023;06:00;WORLD;CLUB FRIENDLY WOMEN;Bayer Leverkusen W (Ger);Gutersloh W (Ger);11;15;2,6;13;15;2,7333;0,7333;0,8667;1,6;5,3333
521;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE CENTRAL DIVISION - ROUND 1;Leamington;Long Eaton;13;15;2,6;11;15;3,0;0,8667;0,7333;1,6;5,6
522;05/08/2023;06:00;WORLD;CLUB FRIENDLY WOMEN;MTK Hungaria W (Hun);Slovacko W (Cze);13;15;3,4;11;15;2,8667;0,8667;0,7333;1,6;6,2667
523;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE SOUTH - ROUND 1;Dover;Torquay;11;15;2,6667;13;15;3,1333;0,7333;0,8667;1,6;5,8
524;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE SOUTH - ROUND 1;Eastbourne Boro;Hampton & Richmond;11;15;2,6;13;15;2,4;0,7333;0,8667;1,6;5,0
525;05/08/2023;09:00;CZECH REPUBLIC;KRALOVEHRADECKY KP - ROUND 1;Dobruska;Dvur Kralove;11;15;3,5333;13;15;3,2667;0,7333;0,8667;1,6;6,8
526;05/08/2023;05:15;CZECH REPUBLIC;DIVISION F - ROUND 1;Opava B;Bohumin;13;15;3,0;11;15;3,2;0,8667;0,7333;1,6;6,2
527;05/08/2023;12:00;CZECH REPUBLIC;DIVISION E - ROUND 1;Vsetin;HFK Olomouc;13;15;3,8;11;15;2,9333;0,8667;0,7333;1,6;6,7333
528;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE SOUTH - ROUND 1;Worthing;Tonbridge;14;15;3,9333;10;15;2,8;0,9333;0,6667;1,6;6,7333
529;05/08/2023;12:00;CZECH REPUBLIC;DIVISION D - ROUND 1;Vrchovina;Zdar na Sazavou;10;15;2,7333;14;15;4,2;0,6667;0,9333;1,6;6,9333
530;05/08/2023;12:00;CZECH REPUBLIC;DIVISION D - ROUND 1;Breclav;Brno B;12;15;4,0;12;15;3,0;0,8;0,8;1,6;7,0
531;05/08/2023;15:15;BULGARIA;PARVA LIGA - ROUND 4;Lok. Sofia;Pirin Blagoevgrad;13;15;3,3333;11;15;2,5333;0,8667;0,7333;1,6;5,8666
532;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE - ROUND 1;FC Halifax;Bromley;9;15;2,0667;15;15;3,1333;0,6;1,0;1,6;5,2
533;05/08/2023;03:00;AUSTRALIA;NPL NSW - ROUND 27;Sydney Olympic;APIA Leichhardt;11;15;3,3333;13;15;2,9333;0,7333;0,8667;1,6;6,2666
534;05/08/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 22;Nacional Potosi;Vaca Diez;11;15;3,7333;13;15;3,4667;0,7333;0,8667;1,6;7,2
535;05/08/2023;09:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 2;Halberstadt;Bischofswerdaer;13;15;3,0667;11;15;3,0667;0,8667;0,7333;1,6;6,1334
536;05/08/2023;11:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 2;Einheit Wernigerode;Auerbach;12;15;3,8667;12;15;3,4667;0,8;0,8;1,6;7,3334
537;05/08/2023;12:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 2;Ried (Am);Deutschlandsberger;12;15;3,6667;12;15;2,8;0,8;0,8;1,6;6,4667
538;05/08/2023;08:00;GERMANY;OBERLIGA NOFV- SUD - ROUND 2;Bautzen;Einheit Rudolstadt;13;15;4,4;11;15;2,8667;0,8667;0,7333;1,6;7,2667
539;05/08/2023;23:00;WORLD;WORLD CUP WOMEN - PLAY OFFS - 1/8-FINALS;Netherlands W;South Africa W;11;15;3,0667;13;15;3,4;0,7333;0,8667;1,6;6,4667
540;05/08/2023;09:05;GERMANY;REGIONALLIGA NORDOST - ROUND 2;Cottbus;Erfurt;11;15;2,4;13;15;3,1333;0,7333;0,8667;1,6;5,5333
541;05/08/2023;13:00;GERMANY;OBERLIGA NIEDERSACHSEN - ROUND 1;Arminia Hannover;Lupo-Martini Wolfsburg;11;15;3,1333;13;15;3,1333;0,7333;0,8667;1,6;6,2666
542;05/08/2023;12:00;GERMANY;OBERLIGA HESSEN - ROUND 2;RW Walldorf;Waldgirmes;14;15;4,6667;10;15;3,3333;0,9333;0,6667;1,6;8,0
543;05/08/2023;12:00;WORLD;CLUB FRIENDLY WOMEN;Granadilla Tenerife W (Esp);Celtic W (Sco);11;15;2,8;13;15;3,0;0,7333;0,8667;1,6;5,8
544;05/08/2023;09:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 1;Freiberg;Eintracht Frankfurt II;12;15;3,2;12;15;3,9333;0,8;0,8;1,6;7,1333
545;05/08/2023;09:00;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 3;Eintracht Trier;Pfeddersheim;12;15;3,1333;12;15;3,6;0,8;0,8;1,6;6,7333
546;05/08/2023;09:00;BELARUS;PERSHAYA LIGA - ROUND 17;Petrikov;Lida;14;15;3,7333;10;15;2,6;0,9333;0,6667;1,6;6,3333
547;05/08/2023;09:00;GERMANY;REGIONALLIGA BAYERN - ROUND 3;Schweinfurt;Buchbach;14;15;3,7333;10;15;3,1333;0,9333;0,6667;1,6;6,8666
548;05/08/2023;10:30;ARMENIA;FIRST LEAGUE - ROUND 2;Mika Jerevan;Pyunik Yerevan 2;13;15;3,2;11;15;3,4;0,8667;0,7333;1,6;6,6
549;05/08/2023;08:00;GERMANY;2. BUNDESLIGA - ROUND 2;St. Pauli;Dusseldorf;13;15;3,7333;11;15;3,2;0,8667;0,7333;1,6;6,9333
550;05/08/2023;10:00;BELARUS;VYSSHAYA LIGA - ROUND 16;Belshina;Smorgon;11;15;2,9333;13;15;3,2667;0,7333;0,8667;1,6;6,2
551;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Dunaharaszti MTK;Sarreti;12;15;3,2;3;4;4,25;0,8;0,75;1,55;7,45
552;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Algyo SK;Fuzesgyarmati SK;3;4;5,5;12;15;3,4667;0,75;0,8;1,55;8,9667
553;05/08/2023;10:00;CZECH REPUBLIC;FORTUNA:LIGA - ROUND 3;Slovacko;Sigma Olomouc;10;15;2,6667;13;15;3,3333;0,6667;0,8667;1,5334;6,0
554;05/08/2023;23:15;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 3;Sporting San Jose;Alajuelense;13;15;2,4667;10;15;2,9333;0,8667;0,6667;1,5334;5,4
555;05/08/2023;11:00;GERMANY;REGIONALLIGA BAYERN - ROUND 3;Schalding;Vilzing;13;15;3,1333;10;15;2,5333;0,8667;0,6667;1,5334;5,6666
556;05/08/2023;08:00;SWEDEN;SUPERETTAN - ROUND 17;AFC Eskilstuna;Oster;10;15;2,0667;13;15;3,2;0,6667;0,8667;1,5334;5,2667
557;05/08/2023;11:00;ENGLAND;SOUTHERN LEAGUE SOUTH DIVISION - ROUND 1;Tiverton;Basingstoke;10;15;3,4667;13;15;4,6667;0,6667;0,8667;1,5334;8,1334
558;05/08/2023;12:00;SLOVAKIA;2. LIGA - ROUND 2;Presov;L. Mikulas;10;15;2,2;13;15;3,0667;0,6667;0,8667;1,5334;5,2667
559;05/08/2023;10:00;NORWAY;DIVISION 3 - GROUP 5 - ROUND 14;Verdal;Tiller;10;15;3,3333;13;15;3,2667;0,6667;0,8667;1,5334;6,6
560;05/08/2023;14:00;WORLD;CLUB FRIENDLY;R. Union (Esp);Sestao (Esp);10;15;2,4;13;15;2,4;0,6667;0,8667;1,5334;4,8
561;05/08/2023;12:30;AUSTRIA;REGIONALLIGA EAST - ROUND 2;Leobendorf;Drassburg;10;15;2,5333;13;15;3,4;0,6667;0,8667;1,5334;5,9333
562;05/08/2023;12:00;WORLD;CLUB FRIENDLY;Wolfsburg (Ger);Celta Vigo (Esp);13;15;3,0667;10;15;2,4667;0,8667;0,6667;1,5334;5,5334
563;05/08/2023;11:00;GERMANY;OBERLIGA BAYERN NORD - ROUND 4;Regensburg II;Kornburg;13;15;4,2667;10;15;2,5333;0,8667;0,6667;1,5334;6,8
564;05/08/2023;11:30;HUNGARY;HUNGARIAN CUP - 1/128-FINALS;Felsozsolca;Tiszafuredi;8;12;4,0;13;15;3,4;0,6667;0,8667;1,5334;7,4
565;05/08/2023;11:00;SCOTLAND;LOWLAND LEAGUE;Cumbernauld Colts;Tranent;10;15;2,4;13;15;3,3333;0,6667;0,8667;1,5334;5,7333
566;05/08/2023;11:00;WORLD;CLUB FRIENDLY;Mossley (Eng);Hyde (Eng);13;15;3,3333;10;15;2,3333;0,8667;0,6667;1,5334;5,6666
567;05/08/2023;11:00;SCOTLAND;LOWLAND LEAGUE;Caledonian Braves;Linlithgow Rose;10;15;3,2;13;15;4,2;0,6667;0,8667;1,5334;7,4
568;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE SOUTH - ROUND 1;St. Albans;Weymouth;13;15;2,9333;10;15;2,7333;0,8667;0,6667;1,5334;5,6666
569;05/08/2023;11:00;SCOTLAND;LOWLAND LEAGUE;Berwick;Stirling University;10;15;2,7333;13;15;3,2667;0,6667;0,8667;1,5334;6,0
570;05/08/2023;08:00;SWEDEN;DIVISION 1 - SÖDRA - ROUND 16;Tvaaker;Olympic;10;15;2,6667;13;15;3,7333;0,6667;0,8667;1,5334;6,4
571;05/08/2023;08:30;WORLD;CLUB FRIENDLY;Bayer Leverkusen (Ger);West Ham (Eng);10;15;2,2;13;15;3,7333;0,6667;0,8667;1,5334;5,9333
572;05/08/2023;10:00;SWEDEN;DIVISION 2 - NORRLAND - ROUND 15;Gottne IF;Bergnasets AIK;13;15;3,0667;10;15;2,4;0,8667;0,6667;1,5334;5,4667
573;05/08/2023;09:00;GERMANY;REGIONALLIGA NORTH - ROUND 2;Drochtersen/Assel;SC Weiche-08;10;15;2,5333;13;15;2,7333;0,6667;0,8667;1,5334;5,2666
574;05/08/2023;08:45;WORLD;CLUB FRIENDLY;Manchester Utd (Eng);Lens (Fra);10;15;2,4667;13;15;3,1333;0,6667;0,8667;1,5334;5,6
575;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-EAST - ROUND 1;Asenovets;Dimitrovgrad;13;15;3,1333;10;15;2,7333;0,8667;0,6667;1,5334;5,8666
576;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE - ROUND 1;Southend;Oldham;10;15;2,2;13;15;2,8667;0,6667;0,8667;1,5334;5,0667
577;05/08/2023;07:00;JAPAN;J3 LEAGUE - ROUND 21;Gainare Tottori;Yamaga;10;15;2,6;13;15;3,4667;0,6667;0,8667;1,5334;6,0667
578;05/08/2023;11:00;ENGLAND;LEAGUE ONE - ROUND 1;Cambridge Utd;Oxford Utd;13;15;2,4667;10;15;2,2667;0,8667;0,6667;1,5334;4,7334
579;05/08/2023;08:00;SWEDEN;DIVISION 2 - NORRA GÖTALAND - ROUND 15;Stenungsunds;IFK Skovde;10;15;2,6667;13;15;3,6667;0,6667;0,8667;1,5334;6,3334
580;05/08/2023;09:00;GERMANY;REGIONALLIGA WEST - ROUND 2;Fortuna Koln;Wegberg-Beeck;13;15;3,3333;10;15;2,4;0,8667;0,6667;1,5334;5,7333
581;05/08/2023;12:00;BOSNIA AND HERZEGOVINA;PREMIJER LIGA BIH - ROUND 2;Zvijezda 09;Igman K.;13;15;3,1333;10;15;2,4667;0,8667;0,6667;1,5334;5,6
582;05/08/2023;11:00;SWITZERLAND;PROMOTION LEAGUE;Zurich II;Lugano II;13;15;3,6;10;15;2,2667;0,8667;0,6667;1,5334;5,8667
583;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE - ROUND 1;Maidenhead;AFC Fylde;10;15;2,2;13;15;2,8667;0,6667;0,8667;1,5334;5,0667
584;05/08/2023;05:00;ROMANIA;LIGA 2 - ROUND 1;Csikszereda M. Ciuc;Concordia;13;15;2,8;10;15;2,6;0,8667;0,6667;1,5334;5,4
585;05/08/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-EAST - ROUND 1;Beroe II;Karnobat;13;15;3,0;10;15;2,6;0,8667;0,6667;1,5334;5,6
586;05/08/2023;10:00;POLAND;III LIGA - GROUP II - ROUND 1;Luzino;Zawisza;2;3;3,3333;13;15;2,9333;0,6667;0,8667;1,5334;6,2666
587;05/08/2023;13:00;WORLD;CLUB FRIENDLY;Bournemouth (Eng);Lorient (Fra);10;15;2,8667;13;15;3,0;0,6667;0,8667;1,5334;5,8667
588;05/08/2023;12:00;POLAND;DIVISION 2 - ROUND 3;Stomil Olsztyn;Pogon Siedlce;13;15;2,4667;10;15;1,9333;0,8667;0,6667;1,5334;4,4
589;05/08/2023;11:00;ENGLAND;CHAMPIONSHIP - ROUND 1;Blackburn;West Brom;10;15;3,0667;13;15;3,2;0,6667;0,8667;1,5334;6,2667
590;05/08/2023;09:00;GERMANY;REGIONALLIGA BAYERN - ROUND 3;Furth II;Aschaffenburg;13;15;3,0;10;15;2,4;0,8667;0,6667;1,5334;5,4
591;05/08/2023;08:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 15;Osterlen FF;Balkan;13;15;3,3333;10;15;2,8;0,8667;0,6667;1,5334;6,1333
592;05/08/2023;11:00;SWEDEN;DIVISION 2 - NORRA SVEALAND - ROUND 15;Gute;Skiljebo;10;15;2,5333;13;15;3,4667;0,6667;0,8667;1,5334;6,0
593;05/08/2023;07:00;VIETNAM;V.LEAGUE 1 - RELEGATION GROUP - ROUND 4;Binh Duong;Khanh Hoa;13;15;2,4667;10;15;2,0667;0,8667;0,6667;1,5334;4,5334
594;05/08/2023;11:00;ENGLAND;LEAGUE TWO - ROUND 1;Stockport County;Gillingham;12;15;2,9333;11;15;2,5333;0,8;0,7333;1,5333;5,4666
595;05/08/2023;12:00;WORLD;CLUB FRIENDLY WOMEN;Dep. La Coruna W (Esp);Alaves W (Esp);11;15;2,6;12;15;3,2667;0,7333;0,8;1,5333;5,8667
596;05/08/2023;11:00;ENGLAND;NATIONAL LEAGUE - ROUND 1;Barnet;Hartlepool;9;15;1,8667;14;15;2,8667;0,6;0,9333;1,5333;4,7334
597;05/08/2023;11:00;ENGLAND;LEAGUE TWO - ROUND 1;Forest Green;Salford;11;15;2,5333;12;15;3,2667;0,7333;0,8;1,5333;5,8
598;05/08/2023;12:00;ARMENIA;FIRST LEAGUE - ROUND 2;Lernayin Artsakh;Urartu 2;11;15;2,4667;12;15;3,5333;0,7333;0,8;1,5333;6,0
599;05/08/2023;10:00;POLAND;III LIGA - GROUP III - ROUND 1;Goczalkowice Zdroj;Bytom Odrzanski;8;15;2,4;2;2;2,0;0,5333;1,0;1,5333;4,4
600;05/08/2023;13:00;WORLD;CLUB FRIENDLY WOMEN;Levante W (Esp);Rangers W (Sco);12;15;3,3333;11;15;2,8667;0,8;0,7333;1,5333;6,2
601;05/08/2023;15:00;WORLD;ARAB CLUB CHAMPIONS CUP - PLAY OFFS - QUARTER-FINALS;Al-Ittihad FC;Al-Hilal;12;15;2,8667;11;15;2,7333;0,8;0,7333;1,5333;5,6
602;05/08/2023;09:00;DENMARK;1ST DIVISION - ROUND 3;Vendsyssel;Helsingor;11;15;2,8;12;15;3,1333;0,7333;0,8;1,5333;5,9333
603;05/08/2023;11:00;ENGLAND;LEAGUE ONE - ROUND 1;Barnsley;Port Vale;11;15;2,9333;12;15;2,6667;0,7333;0,8;1,5333;5,6
604;05/08/2023;11:00;ENGLAND;CHAMPIONSHIP - ROUND 1;Watford;QPR;11;15;2,3333;12;15;2,4667;0,7333;0,8;1,5333;4,8
605;05/08/2023;11:00;SCOTLAND;PREMIERSHIP - ROUND 1;St Johnstone;Hearts;11;15;2,4;12;15;2,8667;0,7333;0,8;1,5333;5,2667
606;05/08/2023;11:00;SCOTLAND;CHAMPIONSHIP - ROUND 1;Inverness;Queen's Park;14;15;3,2;9;15;2,9333;0,9333;0,6;1,5333;6,1333
607;05/08/2023;12:00;WORLD;CLUB FRIENDLY;Heracles (Ned);Helmond (Ned);12;15;3,7333;11;15;2,6;0,8;0,7333;1,5333;6,3333
608;05/08/2023;11:00;SCOTLAND;LEAGUE TWO - ROUND 1;East Fife;Peterhead;9;15;2,6;14;15;2,9333;0,6;0,9333;1,5333;5,5333
609;05/08/2023;13:00;WORLD;CLUB FRIENDLY;Sertanense (Por);Vitoria Sernache (Por);12;15;2,6;11;15;2,2;0,8;0,7333;1,5333;4,8
610;05/08/2023;15:30;ROMANIA;LIGA 1 - ROUND 4;U. Cluj;Din. Bucuresti;11;15;2,5333;12;15;3,2;0,7333;0,8;1,5333;5,7333
611;05/08/2023;11:00;WORLD;CLUB FRIENDLY WOMEN;Le Havre W (Fra);Le Mans W (Fra);14;15;3,6;9;15;2,6;0,9333;0,6;1,5333;6,2
