Nº;Date;Time;Country;League;Home;Away;jogosHome;totalHome;jogosAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
12;19/08/2023;05:00;WORLD;CLUB FRIENDLY;Tres Cantos (Esp);Marchamalo (Esp);19;30;18;30;0,6333;0,6;1,2333;2,4;1,7814;2,3667;1,6829;4,7667
13;19/08/2023;18:00;BRAZIL;SERIE B - ROUND 24;Juventude;Sampaio Correa;18;30;19;30;0,6;0,6333;1,2333;2,1667;1,2671;2,1333;1,4772;4,3
14;19/08/2023;19:00;ARGENTINA;COPA DE LA LIGA PROFESIONAL - ROUND 1;Gimnasia L.P.;Talleres Cordoba;19;30;17;30;0,6333;0,5667;1,2;2,1667;1,4851;2,3667;1,4941;4,5334
15;19/08/2023;19:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 18;AE Altos;Operario;17;30;19;30;0,5667;0,6333;1,2;2,1667;1,4625;2,1;1,2207;4,2667
16;19/08/2023;18:30;EL SALVADOR;PRIMERA DIVISION - APERTURA - ROUND 2;Jocoro;Luis Angel Firpo;14;30;22;30;0,4667;0,7333;1,2;3,0667;1,8062;1,8333;1,5074;4,9
17;19/08/2023;20:00;CANADA;CANADIAN PREMIER LEAGUE;Forge;HFX Wanderers;19;30;17;30;0,6333;0,5667;1,2;2,4667;1,4996;2,3;1,3699;4,7667
18;19/08/2023;09:00;TAJIKISTAN;VYSSHAYA LIGA - ROUND 18;Khatlon;Regar-TadAZ;18;30;18;30;0,6;0,6;1,2;2,2667;1,5261;2,3667;1,663;4,6334
19;19/08/2023;14:00;WORLD;CLUB FRIENDLY;Arosa SC (Esp);Racing Club Villalbes (Esp);16;30;20;30;0,5333;0,6667;1,2;2,4667;1,668;2,0333;1,3536;4,5
20;19/08/2023;20:30;USA;USL CHAMPIONSHIP;Detroit;Las Vegas Lights;23;30;12;30;0,7667;0,4;1,1667;1,8333;1,5723;2,8333;1,4851;4,6666
21;19/08/2023;21:20;VENEZUELA;LIGA FUTVE - ROUND 24;Zamora;La Guaira;15;30;20;30;0,5;0,6667;1,1667;2,6;1,4967;2,2;1,6207;4,8
22;19/08/2023;19:00;DOMINICAN REPUBLIC;LDF - WINNERS STAGE - ROUND 7;Cibao;Moca;14;30;20;30;0,4667;0,6667;1,1334;2,4;1,6042;2,0333;1,538;4,4333
23;19/08/2023;20:30;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 7;Libertad Asuncion;Sportivo Trinidense;17;30;17;30;0,5667;0,5667;1,1334;2,4667;1,6275;2,6;1,2806;5,0667
24;19/08/2023;18:00;BRAZIL;SERIE D - PLAY OFFS - 1/8-FINALS;Retro;Maranhao;17;30;17;30;0,5667;0,5667;1,1334;2,3;1,2949;2,3667;1,6017;4,6667
25;19/08/2023;19:45;PERU;LIGA 1 - CLAUSURA - ROUND 10;Sport Huancayo;Carlos Mannucci;16;30;18;30;0,5333;0,6;1,1333;2,7333;1,7689;2,1;1,1648;4,8333
26;19/08/2023;22:30;PANAMA;LPF - CLAUSURA - ROUND 5;Independiente;UMECIT;13;30;14;20;0,4333;0,7;1,1333;2,7333;1,5478;1,95;1,4992;4,6833
27;19/08/2023;20:15;PANAMA;LPF - CLAUSURA - ROUND 5;Chiriqui;Herrera;15;30;19;30;0,5;0,6333;1,1333;2,4667;1,9619;2,2667;1,6519;4,7334
28;19/08/2023;18:30;BRAZIL;SERIE A - ROUND 20;Cuiaba;Palmeiras;19;30;15;30;0,6333;0,5;1,1333;2,2;1,1662;2,5667;1,6059;4,7667
29;19/08/2023;19:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 18;EC Sao Jose;Amazonas;16;30;18;30;0,5333;0,6;1,1333;2,5667;1,4533;2,2;1,7963;4,7667
30;19/08/2023;20:10;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 6;U. Magdalena;Santa Fe;16;30;17;30;0,5333;0,5667;1,1;2,1667;1,5293;2,3667;1,3034;4,5334
31;19/08/2023;13:15;WORLD;CLUB FRIENDLY WOMEN;La Roche W (Fra);Bordeaux W (Fra);16;30;17;30;0,5333;0,5667;1,1;2,6667;1,4907;2,9333;2,2351;5,6
32;19/08/2023;20:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 2;Celaya;Tepatitlan de Morelos;15;30;18;30;0,5;0,6;1,1;2,6;1,4742;2,3667;1,5808;4,9667
33;19/08/2023;18:00;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 4;Marathon;Real Espana;20;30;13;30;0,6667;0,4333;1,1;2,0667;1,2092;2,8667;1,5434;4,9334
34;19/08/2023;14:00;HUNGARY;MERKANTIL BANK LIGA - ROUND 5;Kozarmisleny SE;Soroksar;14;30;18;30;0,4667;0,6;1,0667;2,6;1,2543;2,5;1,3844;5,1
35;19/08/2023;14:00;WORLD;CLUB FRIENDLY;Paris 13 Atl. (Fra);Racing Club de France (Fra);20;30;12;30;0,6667;0,4;1,0667;2,1667;1,4162;3,1667;1,9847;5,3334
36;19/08/2023;13:30;WORLD;CLUB FRIENDLY;Arzua (Esp);Polvorin (Esp);14;30;18;30;0,4667;0,6;1,0667;2,5333;1,4772;2,2667;1,8245;4,8
37;19/08/2023;21:00;USA;NWSL WOMEN;San Diego Wave W;Gotham W;14;30;18;30;0,4667;0,6;1,0667;2,6333;1,6017;2,4;1,4742;5,0333
38;19/08/2023;19:00;GUATEMALA;LIGA NACIONAL - APERTURA - ROUND 4;Deportivo Achuapa;Guastatoya;14;30;18;30;0,4667;0,6;1,0667;3,2;2,3721;2,1667;1,3924;5,3667
39;19/08/2023;21:00;CHILE;PRIMERA B - ROUND 23;San Luis;D. Puerto Montt;16;30;16;30;0,5333;0,5333;1,0666;2,2667;1,5478;2,2;1,249;4,4667
40;19/08/2023;22:00;EL SALVADOR;PRIMERA DIVISION - APERTURA - ROUND 2;Metapan;Santa Tecla;16;30;16;30;0,5333;0,5333;1,0666;2,3333;1,6799;2,5333;1,7461;4,8666
41;19/08/2023;15:30;WORLD;CLUB FRIENDLY WOMEN;Bordeaux W (Fra);Nantes W (Fra);17;30;14;30;0,5667;0,4667;1,0334;2,9333;2,2351;2,7333;1,672;5,6666
42;19/08/2023;19:10;ARGENTINA;PRIMERA NACIONAL - ROUND 26;Ferro;Ind. Rivadavia;18;30;13;30;0,6;0,4333;1,0333;2,2333;1,3828;2,5667;1,3337;4,8
43;19/08/2023;21:00;USA;USL LEAGUE ONE;Union Omaha;Chattanooga Red Wolves;16;30;15;30;0,5333;0,5;1,0333;2,8667;1,6479;2,8333;1,655;5,7
44;19/08/2023;18:00;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 7;Guarani;Ameliano;15;30;16;30;0,5;0,5333;1,0333;2,9333;2,594;2,6333;1,4256;5,5666
45;19/08/2023;23:00;USA;USL CHAMPIONSHIP;Oakland Roots;Colorado Springs;15;30;15;30;0,5;0,5;1,0;2,5;1,3354;2,4333;1,3085;4,9333
46;19/08/2023;18:30;BRAZIL;SERIE A - ROUND 20;Fluminense;America MG;20;30;9;30;0,6667;0,3;0,9667;2,2667;1,34;3,5333;1,4996;5,8
47;19/08/2023;23:30;USA;USL LEAGUE ONE;Central Valley Fuego;Charlotte Independ.;17;30;12;30;0,5667;0,4;0,9667;2,3333;1,2472;2,7667;1,6265;5,1
48;19/08/2023;23:00;GUATEMALA;LIGA NACIONAL - APERTURA - ROUND 4;Malacateco;Xinabajul;13;30;16;30;0,4333;0,5333;0,9666;2,5333;1,4314;2,4667;1,6879;5,0
49;19/08/2023;20:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 5;Zeledon;AD Santos;13;30;16;30;0,4333;0,5333;0,9666;2,9;1,578;2,7333;1,7499;5,6333
50;19/08/2023;18:00;URUGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 1;Wanderers;La Luz;19;30;10;30;0,6333;0,3333;0,9666;2,2;1,3013;3,1667;1,7143;5,3667
51;19/08/2023;23:00;USA;USL CHAMPIONSHIP;Orange County SC;Charleston;13;30;16;30;0,4333;0,5333;0,9666;2,7333;1,5478;2,6333;1,7792;5,3666
52;19/08/2023;18:40;VENEZUELA;LIGA FUTVE - ROUND 24;Puerto Cabello;Mineros;17;30;11;30;0,5667;0,3667;0,9334;2,3667;1,1968;3,5;1,7654;5,8667
53;19/08/2023;22:00;USA;USL LEAGUE ONE;Northern Colorado;Greenville;12;30;16;30;0,4;0,5333;0,9333;3,1667;1,7904;2,6667;1,4907;5,8334
54;19/08/2023;21:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 24;Independiente Petrolero;Vaca Diez;19;30;9;30;0,6333;0,3;0,9333;2,4;1,4283;3,3667;1,6428;5,7667
55;19/08/2023;21:30;USA;NWSL WOMEN;Houston Dash W;Washington Spirit W;18;30;10;30;0,6;0,3333;0,9333;2,1667;1,3683;3,3;1,7916;5,4667
56;19/08/2023;20:30;USA;USL LEAGUE ONE;Tormenta;Forward Madison;12;30;16;30;0,4;0,5333;0,9333;3,1667;1,5074;2,4667;1,6879;5,6334
57;19/08/2023;20:30;USA;NWSL WOMEN;Racing Louisville W;Angel City W;15;30;13;30;0,5;0,4333;0,9333;2,5333;1,4545;2,6;1,562;5,1333
58;19/08/2023;17:00;CANADA;CSL;Toronto Falcons;Scarborough B.;8;19;15;30;0,4211;0,5;0,9211;2,9474;1,605;3,2;2,3861;6,1474
59;19/08/2023;20:00;USA;NISA;Savannah Clovers;Club de Lyon;8;15;6;16;0,5333;0,375;0,9083;2,8667;1,6275;2,9375;1,7128;5,8042
60;19/08/2023;23:00;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 5;Saprissa;Cartagines;12;30;15;30;0,4;0,5;0,9;3,0667;1,8245;3,0;1,8439;6,0667
61;19/08/2023;20:00;MEXICO;LIGA PREMIER SERIE A - ROUND 2;Irapuato;Lobos ULMX;12;30;15;30;0,4;0,5;0,9;3,1;2,0873;3,0333;2,1367;6,1333
62;19/08/2023;20:30;USA;USL CHAMPIONSHIP;Loudoun;Sacramento Republic;10;30;17;30;0,3333;0,5667;0,9;2,9667;1,4256;2,8;2,0067;5,7667
63;19/08/2023;20:00;USA;USL CHAMPIONSHIP;Hartford Athletic;Miami FC;12;30;15;30;0,4;0,5;0,9;3,4;1,8547;2,7667;1,7829;6,1667
64;19/08/2023;20:30;USA;NISA;Chattanooga;Flower City Union;15;30;12;30;0,5;0,4;0,9;2,5667;1,6469;2,9667;1,4488;5,5334
65;19/08/2023;21:30;PERU;LIGA 1 - CLAUSURA - ROUND 10;U. de Deportes;Deportivo Garcilaso;18;30;9;30;0,6;0,3;0,9;2,1667;1,2671;3,3;1,9348;5,4667
66;19/08/2023;22:00;NICARAGUA;LIGA PRIMERA - APERTURA - ROUND 4;Ocotal;Masachapa;12;30;14;30;0,4;0,4667;0,8667;3,2333;1,9947;2,6667;1,66;5,9
67;19/08/2023;15:00;MEXICO;LIGA PREMIER SERIE B - ROUND 2;Chilpancingo;Uruapan;11;22;11;30;0,5;0,3667;0,8667;2,5909;1,4972;3,3667;2,008;5,9576
68;19/08/2023;18:30;CHILE;PRIMERA B - ROUND 23;La Serena;San Marcos de Arica;14;30;12;30;0,4667;0,4;0,8667;2,5667;1,3828;3,0333;1,4488;5,6
69;19/08/2023;15:00;PERU;LIGA WOMEN - PLAY OFFS - SEMI-FINALS;Alianza Lima W;Carlos Mannucci W;11;30;15;30;0,3667;0,5;0,8667;3,6333;2,523;2,8667;1,7839;6,5
70;19/08/2023;19:00;MEXICO;LIGA PREMIER SERIE A - ROUND 2;Inter de Queretaro;Escorpiones;12;30;14;30;0,4;0,4667;0,8667;3,2;1,7776;3,2667;2,4622;6,4667
71;19/08/2023;22:30;USA;USL CHAMPIONSHIP;El Paso;Indy Eleven;11;30;15;30;0,3667;0,5;0,8667;3,0333;1,5596;2,6;1,5406;5,6333
72;19/08/2023;18:30;USA;USL CHAMPIONSHIP;Birmingham;Louisville City;9;30;17;30;0,3;0,5667;0,8667;3,1;1,3748;2,1333;1,4545;5,2333
73;19/08/2023;13:00;BELGIUM;BELGIAN CUP - QUALIFICATION - QUARTER-FINALS;Bocholter;Virton;11;30;14;30;0,3667;0,4667;0,8334;2,9667;1,538;2,7667;1,961;5,7334
74;19/08/2023;22:00;USA;USL CHAMPIONSHIP;San Antonio;Monterey Bay;11;30;14;30;0,3667;0,4667;0,8334;3,0333;1,663;2,9;2,0551;5,9333
75;19/08/2023;21:00;USA;USL CHAMPIONSHIP;Rio Grande;Phoenix Rising;14;30;11;30;0,4667;0,3667;0,8334;2,8667;1,4996;3,1333;1,4314;6,0
76;19/08/2023;14:00;BELGIUM;BELGIAN CUP - QUALIFICATION - QUARTER-FINALS;Dikkelvenne;KRC Harelbeke;11;30;14;30;0,3667;0,4667;0,8334;3,1667;1,5723;3,1333;1,9276;6,3
77;19/08/2023;20:00;USA;USL LEAGUE ONE;Richmond Kickers;North Carolina;15;30;10;30;0,5;0,3333;0,8333;2,6;1,5832;3,0;1,3166;5,6
78;19/08/2023;22:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - FINAL;Nashville SC;Inter Miami;15;30;10;30;0,5;0,3333;0,8333;2,6667;1,4453;3,1;1,7578;5,7667
79;19/08/2023;19:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 3RD PLACE;Philadelphia Union;Monterrey;10;30;15;30;0,3333;0,5;0,8333;3,0333;1,7221;2,6;1,4048;5,6333
80;19/08/2023;15:00;BELGIUM;BELGIAN CUP - QUALIFICATION - QUARTER-FINALS;Hoogstraten;Ostiches;15;30;5;16;0,5;0,3125;0,8125;3,0;2,0494;3,5;1,6956;6,5
81;19/08/2023;21:00;GUATEMALA;LIGA NACIONAL - APERTURA - ROUND 4;Antigua;Zacapa;9;30;15;30;0,3;0,5;0,8;2,9667;1,6224;2,7333;1,8062;5,7
82;19/08/2023;11:00;WORLD;CLUB FRIENDLY WOMEN;Le Havre W (Fra);Waregem W (Bel);10;30;14;30;0,3333;0,4667;0,8;3,5667;1,8741;2,8667;1,7651;6,4334
83;19/08/2023;14:00;WORLD;CLUB FRIENDLY WOMEN;Yverdon W (Sui);Thonon Evian W (Fra);11;30;13;30;0,3667;0,4333;0,8;3,2667;1,9653;3,0333;1,9576;6,3
84;19/08/2023;19:30;MEXICO;LIGA PREMIER SERIE A - ROUND 2;Gavilanes de Matamoros;Correcaminos 2;15;30;9;30;0,5;0,3;0,8;2,7667;1,961;3,9;1,9035;6,6667
85;19/08/2023;14:00;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Chenois;Sion II;12;30;12;30;0,4;0,4;0,8;3,1667;1,7337;3,4;1,9933;6,5667
86;19/08/2023;16:30;PERU;LIGA WOMEN - RELEGATION GROUP - ROUND 6;FBC Melgar W;Ayacucho W;5;18;15;30;0,2778;0,5;0,7778;3,8333;2,5221;3,3;2,1932;7,1333
87;19/08/2023;14:30;BELGIUM;BELGIAN CUP - QUALIFICATION - QUARTER-FINALS;Dessel;Wetteren;12;30;11;30;0,4;0,3667;0,7667;2,8;1,8511;3,1333;1,2841;5,9333
88;19/08/2023;09:00;WORLD;CLUB FRIENDLY WOMEN;SGS Essen W (Ger);PEC Zwolle W (Ned);13;30;10;30;0,4333;0,3333;0,7666;3,5667;2,9741;3,3667;1,7604;6,9334
89;19/08/2023;14:00;WORLD;CLUB FRIENDLY WOMEN;Levante W (Esp);Sevilla FC W (Esp);7;30;16;30;0,2333;0,5333;0,7666;3,8333;1,8988;2,9333;1,6918;6,7666
90;19/08/2023;20:00;MEXICO;LIGA PREMIER SERIE A - ROUND 2;Canamy;Halcones de Zapopan;10;30;13;30;0,3333;0,4333;0,7666;3,5;2,0125;2,7;1,4177;6,2
91;19/08/2023;16:30;PERU;LIGA WOMEN - RELEGATION GROUP - ROUND 6;Killas W;U. San Martin W;14;30;8;30;0,4667;0,2667;0,7334;2,9;2,1346;3,8333;2,1461;6,7333
92;19/08/2023;22:30;USA;MLS NEXT PRO;Colorado Rapids 2;Los Angeles FC II;7;30;11;22;0,2333;0,5;0,7333;3,8667;2,045;2,8636;1,8413;6,7303
93;19/08/2023;13:00;WORLD;CLUB FRIENDLY WOMEN;Austria Vienna W (Aut);Graz W (Aut);10;30;11;30;0,3333;0,3667;0,7;3,3667;1,7221;3,8667;2,7777;7,2334
94;19/08/2023;23:00;USA;MLS NEXT PRO;San Jose Earthquakes II;Houston Dynamo 2;11;30;10;30;0,3667;0,3333;0,7;3,0;1,5706;3,1;1,7388;6,1
95;19/08/2023;22:30;USA;USL CHAMPIONSHIP;San Diego Loyal;New Mexico;11;30;9;30;0,3667;0,3;0,6667;3,2333;1,7829;3,1333;1,6069;6,3666
96;19/08/2023;21:30;USA;MLS NEXT PRO;North Texas;Tacoma Defiance;9;30;9;30;0,3;0,3;0,6;3,3333;1,6799;3,0;1,6125;6,3333
97;19/08/2023;18:00;COSTA RICA;LIGA DE ASCENSO - APERTURA - ROUND 5;AD Sarchi;Puerto Golfito FC;12;30;6;30;0,4;0,2;0,6;3,2;1,99;4,2;2,0881;7,4
98;19/08/2023;21:00;USA;MLS NEXT PRO;Huntsville;Philadelphia Union II;8;22;7;30;0,3636;0,2333;0,5969;3,3636;2,2268;3,8667;1,9619;7,2303
99;19/08/2023;14:00;BELGIUM;BELGIAN CUP - QUALIFICATION - QUARTER-FINALS;Elene-Grotenberge;Petegem;3;17;12;30;0,1765;0,4;0,5765;4,0588;2,0428;3,4333;1,9439;7,4921
100;19/08/2023;15:00;FAROE ISLANDS;1. DEILD - ROUND 19;Skala Itrottarfelag;Hoyvik;11;30;6;30;0,3667;0,2;0,5667;3,4667;1,8927;4,0667;1,9653;7,5334
101;19/08/2023;14:30;BELGIUM;BELGIAN CUP - QUALIFICATION - QUARTER-FINALS;Lenaarts;KRC Gent;6;30;10;30;0,2;0,3333;0,5333;3,8333;1,6347;3,2;1,7963;7,0333
102;19/08/2023;23:30;USA;MLS NEXT PRO;LA Galaxy 2;Real Monarchs;6;30;9;30;0,2;0,3;0,5;4,0667;1,7499;3,3667;1,9232;7,4334
103;19/08/2023;19:00;USA;MLS NEXT PRO;Columbus Crew 2;Cincinnati 2;9;30;6;30;0,3;0,2;0,5;3,8333;2,0669;4,0667;2,3371;7,9
104;19/08/2023;19:00;USA;MLS NEXT PRO;Inter Miami II;Crown Legacy;7;30;5;22;0,2333;0,2273;0,4606;3,7667;1,7641;3,4545;1,616;7,2212
105;19/08/2023;21:00;USA;MLS NEXT PRO;Sporting Kansas City II;Minnesota 2;4;30;7;30;0,1333;0,2333;0,3666;3,6667;1,4907;3,8667;2,0122;7,5334
