Nº;Date;Time;Country;League;Home;Away;o15Home;totalHome;AvgHome;o15Away;totalAway;AvgAway;pHome;pAway;pSum;avgSum
150;02/06/2023;07:00;BANGLADESH;PREMIER LEAGUE - ROUND 19;Azampur Uttara;Sheikh Russel;12;15;3,8667;10;15;3,2;0,8;0,6667;1,4667;7,0667
151;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;El Khemis;Hussein Dey;12;15;2,8667;10;15;2,5333;0,8;0,6667;1,4667;5,4
152;02/06/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 6;America RN;Operario;10;15;2,0667;12;15;2,4;0,6667;0,8;1,4667;4,4667
153;02/06/2023;14:30;AUSTRIA;BUNDESLIGA - RELEGATION GROUP - ROUND 32;A. Lustenau;Hartberg;10;15;3,0667;12;15;2,8;0,6667;0,8;1,4667;5,8667
154;02/06/2023;14:00;TURKEY;SUPER LIG WOMEN - PLAY OFFS - FINAL;Fomget GSK W;Fenerbahce W;11;15;3,3333;11;15;3,8;0,7333;0,7333;1,4666;7,1333
155;02/06/2023;21:00;CHILE;SEGUNDA DIVISION - ROUND 13;Limache;Trasandino;11;15;2,2;11;15;2,2;0,7333;0,7333;1,4666;4,4
156;02/06/2023;14:30;AUSTRIA;BUNDESLIGA - RELEGATION GROUP - ROUND 32;Ried;Wolfsberger AC;11;15;2,6;11;15;2,4;0,7333;0,7333;1,4666;5,0
157;02/06/2023;15:00;URUGUAY;PRIMERA DIVISION - TORNEO INTERMEDIO - ROUND 1;Liverpool M.;Racing Montevideo;11;15;2,8;11;15;2,0;0,7333;0,7333;1,4666;4,8
158;02/06/2023;15:00;ICELAND;BESTA-DEILD KARLA - ROUND 10;Stjarnan;KA Akureyri;11;15;3,2667;11;15;3,0;0,7333;0,7333;1,4666;6,2667
159;02/06/2023;07:00;SOUTH KOREA;WK LEAGUE WOMEN - ROUND 14;Gyeongju W;Boeun Sangmu W;11;15;1,8667;11;15;2,8667;0,7333;0,7333;1,4666;4,7334
160;02/06/2023;16:15;ICELAND;LENGJUDEILDIN - ROUND 5;Grotta;Leiknir;11;15;3,0667;11;15;3,0;0,7333;0,7333;1,4666;6,0667
161;02/06/2023;06:15;MYANMAR;NATIONAL LEAGUE - ROUND 7;Shan Utd;Rakhine United;11;15;2,3333;11;15;3,4;0,7333;0,7333;1,4666;5,7333
162;02/06/2023;20:30;USA;NISA;Club de Lyon;Albion San Diego;5;7;3,0;11;15;2,6667;0,7143;0,7333;1,4476;5,6667
163;02/06/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 10;Arys;Taraz;7;11;3,4545;12;15;3,2;0,6364;0,8;1,4364;6,6545
164;02/06/2023;07:30;AUSTRALIA;NPL VICTORIA - ROUND 16;Heidelberg Utd;St Albans;10;15;2,9333;11;15;3,2;0,6667;0,7333;1,4;6,1333
165;02/06/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 18;Drogheda;Cork City;10;15;2,4;11;15;3,2;0,6667;0,7333;1,4;5,6
166;02/06/2023;14:30;AUSTRIA;BUNDESLIGA - RELEGATION GROUP - ROUND 32;Tirol;Altach;13;15;2,9333;8;15;1,7333;0,8667;0,5333;1,4;4,6666
167;02/06/2023;14:00;DENMARK;1ST DIVISION - RELEGATION GROUP - ROUND 32;Koge;F. Amager;11;15;3,5333;10;15;2,8;0,7333;0,6667;1,4;6,3333
168;02/06/2023;12:30;CZECH REPUBLIC;MSFL - ROUND 31;Velke Mezirici;Vrchovina;14;15;3,4;7;15;1,9333;0,9333;0,4667;1,4;5,3333
169;02/06/2023;07:00;SOUTH KOREA;K3 LEAGUE - ROUND 13;Busan Kyotong;Changwon;12;15;2,8;9;15;2,0;0,8;0,6;1,4;4,8
170;02/06/2023;20:30;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 21;Sp. Luqueno;Sportivo Trinidense;10;15;2,4;11;15;2,2667;0,6667;0,7333;1,4;4,6667
171;02/06/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 32;Ol. Grudziadz;Sroda;8;15;1,9333;13;15;3,7333;0,5333;0,8667;1,4;5,6666
172;02/06/2023;13:30;GERMANY;REGIONALLIGA BAYERN - RELEGATION - FINAL;Eichstatt;Memmingen;11;15;3,2667;10;15;1,9333;0,7333;0,6667;1,4;5,2
173;02/06/2023;21:30;BRAZIL;SERIE B - ROUND 10;Criciuma;Atletico GO;7;15;1,6;14;15;3,3333;0,4667;0,9333;1,4;4,9333
174;02/06/2023;15:00;ARGENTINA;PRIMERA A WOMEN - APERTURA - ROUND 15;Ferro W;Platense W;10;15;2,2667;11;15;2,1333;0,6667;0,7333;1,4;4,4
175;02/06/2023;15:45;IRELAND;DIVISION 1 - ROUND 17;Athlone;Longford;12;15;3,4;9;15;2,0;0,8;0,6;1,4;5,4
176;02/06/2023;15:30;ARGENTINA;PRIMERA C - ROUND 20;Yupanqui;Deportivo Espanol;12;15;2,4667;9;15;2,1333;0,8;0,6;1,4;4,6
177;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Nimes;Sochaux;12;15;3,1333;9;15;2,3333;0,8;0,6;1,4;5,4666
178;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Niort;Quevilly Rouen;12;15;2,8;9;15;2,5333;0,8;0,6;1,4;5,3333
179;02/06/2023;06:45;AUSTRALIA;NPL NSW - ROUND 18;Sutherland Sharks;Central Coast U21;8;15;1,6667;13;15;3,1333;0,5333;0,8667;1,4;4,8
180;02/06/2023;22:00;USA;MLS NEXT PRO;Austin FC II;Real Monarchs;8;11;2,2727;10;15;3,0667;0,7273;0,6667;1,394;5,3394
181;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Bordeaux;Rodez;10;15;2,0667;10;15;2,8667;0,6667;0,6667;1,3334;4,9334
182;02/06/2023;06:00;UKRAINE;YOUTH LEAGUE - ROUND 30;Kolos Kovalivka U19;Lviv U19;13;15;2,7333;7;15;1,6667;0,8667;0,4667;1,3334;4,4
183;02/06/2023;12:00;JORDAN;SHIELD CUP - ROUND 4;Shabab Al Ordon;Al Hussein;10;15;2,4667;10;15;2,6;0,6667;0,6667;1,3334;5,0667
184;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;Oued Sly;SC Mecheria;10;15;2,8;10;15;2,3333;0,6667;0,6667;1,3334;5,1333
185;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Mahalla Tripoli;Asswehly;10;15;1,8;10;15;2,2667;0,6667;0,6667;1,3334;4,0667
186;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;Ben Aknoun;Mostaganem;10;15;3,2;10;15;2,6;0,6667;0,6667;1,3334;5,8
187;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;RC Kouba;JSM Tiaret;9;15;2,3333;11;15;2,7333;0,6;0,7333;1,3333;5,0666
188;02/06/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 29;Vocklamarkt;Union Gurten;8;15;1,8667;12;15;3,2;0,5333;0,8;1,3333;5,0667
189;02/06/2023;19:00;ARGENTINA;PRIMERA NACIONAL - ROUND 17;Chacarita Juniors;Atl. Rafaela;12;15;2,3333;8;15;1,8667;0,8;0,5333;1,3333;4,2
190;02/06/2023;13:30;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 28;MSK Senec;Rohoznik;8;15;1,7333;12;15;3,0667;0,5333;0,8;1,3333;4,8
191;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;GC Mascara;Widad Adabi de Boufarik;9;15;2,4;11;15;2,4;0,6;0,7333;1,3333;4,8
192;02/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 19;Barracas Central 2;Estudiantes L.P. 2;11;15;2,6;9;15;2,2;0,7333;0,6;1,3333;4,8
193;02/06/2023;21:30;ARGENTINA;LIGA PROFESIONAL - ROUND 19;Tigre;Talleres Cordoba;9;15;1,8;11;15;2,7333;0,6;0,7333;1,3333;4,5333
194;02/06/2023;22:00;USA;USL CHAMPIONSHIP;Colorado Springs;Oakland Roots;9;15;2,2667;11;15;2,5333;0,6;0,7333;1,3333;4,8
195;02/06/2023;09:00;RUSSIA;SUPREME DIVISION WOMEN - ROUND 12;FK Yenisey W;Lokomotiv Moscow W;11;15;2,9333;9;15;2,3333;0,7333;0,6;1,3333;5,2666
196;02/06/2023;20:30;PARAGUAY;PRIMERA DIVISION - APERTURA - ROUND 21;Guarani;Olimpia Asuncion;12;15;2,6667;8;15;2,0;0,8;0,5333;1,3333;4,6667
197;02/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Brikama U.;Hawks;9;15;2,0667;11;15;2,6;0,6;0,7333;1,3333;4,6667
198;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al Sadaqa;Al Hilal;9;15;1,8667;11;15;2,3333;0,6;0,7333;1,3333;4,2
199;02/06/2023;19:00;ECUADOR;LIGA PRO - FIRST STAGE - ROUND 13;Ind. del Valle;Aucas;9;15;2,5333;11;15;2,8;0,6;0,7333;1,3333;5,3333
200;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Grenoble;Guingamp;8;15;1,8;12;15;2,5333;0,5333;0,8;1,3333;4,3333
201;02/06/2023;12:00;BULGARIA;THIRD LEAGUE - SOUTH-EAST - ROUND 38;Dimitrovgrad;Gigant Saedinenie;9;15;2,4;11;15;2,3333;0,6;0,7333;1,3333;4,7333
202;02/06/2023;12:30;ALGERIA;LIGUE 2 - ROUND 30;Relizane;ASM Oran;12;15;3,8667;7;15;1,8;0,8;0,4667;1,2667;5,6667
203;02/06/2023;20:30;USA;USL CHAMPIONSHIP;Charleston;Indy Eleven;10;15;2,6;9;15;2,4667;0,6667;0,6;1,2667;5,0667
204;02/06/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 18;Bohemians;Sligo Rovers;10;15;2,3333;9;15;2,2;0,6667;0,6;1,2667;4,5333
205;02/06/2023;11:00;GREECE;SUPER LEAGUE 2 - ROUND 28;PAE Chania;AEK Athens FC B;9;15;1,8;10;15;2,4;0,6;0,6667;1,2667;4,2
206;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Petrojet;Eastern Company;7;15;1,9333;12;15;2,1333;0,4667;0,8;1,2667;4,0666
207;02/06/2023;13:15;SIERRA LEONE;PREMIER LEAGUE - ROUND 29;Old Edwardians;Diamond Stars;12;15;3,0;7;15;1,9333;0,8;0,4667;1,2667;4,9333
208;02/06/2023;11:00;GREECE;SUPER LEAGUE 2 - ROUND 28;Kalamata;O.F. Ierapetra;9;15;1,8;10;15;2,0;0,6;0,6667;1,2667;3,8
209;02/06/2023;13:15;SIERRA LEONE;PREMIER LEAGUE - ROUND 29;SLIFA;Wusum Stars;8;15;2,0667;11;15;3,1333;0,5333;0,7333;1,2666;5,2
210;02/06/2023;14:30;BELARUS;VYSSHAYA LIGA - ROUND 11;Dynamo Brest;FC Minsk;9;15;2,3333;9;15;1,7333;0,6;0,6;1,2;4,0666
211;02/06/2023;15:30;IVORY COAST;LIGUE 1 - ROUND 29;Stade d Abidjan;Stella Adjame;10;15;2,3333;8;15;1,8667;0,6667;0,5333;1,2;4,2
212;02/06/2023;15:45;FRANCE;LIGUE 2 - ROUND 38;Le Havre;Dijon;7;15;1,5333;11;15;2,1333;0,4667;0,7333;1,2;3,6666
213;02/06/2023;10:30;CROATIA;PRVA NL - ROUND 33;Jarun;Cibalia;9;15;2,6667;9;15;1,7333;0,6;0,6;1,2;4,4
214;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Shabaab Al Jabal;Al Nasr;9;15;2,0;9;15;1,8667;0,6;0,6;1,2;3,8667
215;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Telecom Egypt;Mostaqbal;9;15;2,4667;9;15;2,2667;0,6;0,6;1,2;4,7334
216;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Kahrabaa Ismailia;Shabab Al Obour;11;15;2,5333;7;15;1,8;0,7333;0,4667;1,2;4,3333
217;02/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;SOAR;Sequence;7;15;2,1333;11;15;2,6;0,4667;0,7333;1,2;4,7333
218;02/06/2023;23:00;CANADA;CANADIAN PREMIER LEAGUE;Vancouver FC;Pacific FC;4;8;1,75;10;15;2,2;0,5;0,6667;1,1667;3,95
219;02/06/2023;13:15;SIERRA LEONE;PREMIER LEAGUE - ROUND 29;East End Lions;FC Johansen;7;15;1,9333;10;15;2,4;0,4667;0,6667;1,1334;4,3333
220;02/06/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 30;Pyramids;Future FC;10;15;2,0667;7;15;1,8;0,6667;0,4667;1,1334;3,8667
221;02/06/2023;12:00;GUINEA;LIGUE 1 - ROUND 23;Renaissance;Flamme Olympique;6;15;1,4667;11;15;2,6667;0,4;0,7333;1,1333;4,1334
222;02/06/2023;12:20;BELARUS;VYSSHAYA LIGA - ROUND 11;Slavia Mozyr;Naftan;8;15;1,7333;9;15;2,4;0,5333;0,6;1,1333;4,1333
223;02/06/2023;21:30;ARGENTINA;LIGA PROFESIONAL - ROUND 19;Argentinos Jrs;Platense;7;15;2,1333;9;15;2,1333;0,4667;0,6;1,0667;4,2666
224;02/06/2023;11:00;ARGENTINA;RESERVE LEAGUE - FIRST STAGE - ROUND 19;Colon Santa Fe 2;San Lorenzo 2;9;15;2,3333;7;15;1,9333;0,6;0,4667;1,0667;4,2666
225;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;El Alameen;Tersana;9;15;2,3333;7;15;1,4667;0,6;0,4667;1,0667;3,8
226;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al Taawun;Al-Suqoor;9;15;2,0667;7;15;2,0667;0,6;0,4667;1,0667;4,1334
227;02/06/2023;15:30;JORDAN;SHIELD CUP - ROUND 4;Aqaba;Al Ramtha;5;15;1,6;11;15;2,4667;0,3333;0,7333;1,0666;4,0667
228;02/06/2023;19:00;ARGENTINA;LIGA PROFESIONAL - ROUND 19;Estudiantes L.P.;Barracas Central;8;15;1,8667;8;15;1,7333;0,5333;0,5333;1,0666;3,6
229;02/06/2023;07:00;ETHIOPIA;PREMIER LEAGUE - ROUND 27;Hawassa;Welayta Dicha;8;15;1,7333;8;15;1,8667;0,5333;0,5333;1,0666;3,6
230;02/06/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 18;Derry City;Shelbourne;8;15;2,1333;8;15;1,7333;0,5333;0,5333;1,0666;3,8666
231;02/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;WAA Banjul;Wallidan;8;15;1,4;7;15;1,6;0,5333;0,4667;1,0;3,0
232;02/06/2023;15:30;ITALY;SERIE B - PLAY OFFS - SEMI-FINALS;Bari;Sudtirol;8;15;2,0;7;15;1,4;0,5333;0,4667;1,0;3,4
233;02/06/2023;13:00;GAMBIA;GFA LEAGUE - ROUND 26;Marimoo;Steve Biko;8;15;2,0;7;15;1,5333;0,5333;0,4667;1,0;3,5333
234;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Wadi Degla;Porto Suez;9;15;2,2667;6;15;1,7333;0,6;0,4;1,0;4,0
235;02/06/2023;22:15;ARGENTINA;TORNEO FEDERAL - ROUND 14;Antoniana;Boca Unidos;7;15;1,4;8;15;1,9333;0,4667;0,5333;1,0;3,3333
236;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al Ahly Benghazi;Al Tahaddi;7;15;2,2;7;15;1,4;0,4667;0,4667;0,9334;3,6
237;02/06/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 30;Ceramica Cleopatra;Pharco;7;15;1,7333;7;15;2,0;0,4667;0,4667;0,9334;3,7333
238;02/06/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 17;Al-Ittihad;Al-Athad;8;15;2,0;6;15;1,2;0,5333;0,4;0,9333;3,2
239;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Al-Sekka;El-Entag El-Harby;8;15;2,0;6;15;1,6;0,5333;0,4;0,9333;3,6
240;02/06/2023;11:00;EGYPT;DIVISION 2 - GROUP B - ROUND 28;Al Nasr;Al Qanah;6;15;2,2;8;15;1,9333;0,4;0,5333;0,9333;4,1333
241;02/06/2023;10:00;ZIMBABWE;PREMIER SOCCER LEAGUE - ROUND 12;Simba Bhora;Triangle;5;11;1,3636;6;15;1,2;0,4545;0,4;0,8545;2,5636
