Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum;Times
14;23/05/2023;21:30;AUSTRALIA & OCEANIA;OFC CHAMPIONS LEAGUE - PLAY OFFS - SEMI-FINALS;Auckland City (Nzl);Ifira Black Bird (Van);32;41;1,2927;3;5;0,6;0,7805;0,6;1,3805;0,4683
15;23/05/2023;06:15;BANGLADESH;FEDERATION CUP - PLAY OFFS - 3RD PLACE;Bashundara Kings;Sheikh Russel;35;43;1,5349;31;43;1,2326;0,814;0,7209;1,5349;0,5868
16;23/05/2023;19:00;BRAZIL;SERIE B - ROUND 8;Botafogo SP;Mirassol;35;43;1,3023;31;43;1,186;0,814;0,7209;1,5349;0,5868
17;23/05/2023;21:30;BRAZIL;SERIE B - ROUND 8;ABC;Tombense;22;43;0,9767;28;43;1,1628;0,5116;0,6512;1,1628;0,3332
18;23/05/2023;21:30;BRAZIL;SERIE B - ROUND 8;Novorizontino;Avai;29;43;1,1628;24;43;0,7907;0,6744;0,5581;1,2325;0,3764
19;23/05/2023;11:30;BULGARIA;PARVA LIGA - CONFERENCE LEAGUE GROUP - ROUND 33;Lok. Sofia;Slavia Sofia;28;42;1,2619;29;43;0,9302;0,6667;0,6744;1,3411;0,4496
20;23/05/2023;14:00;BULGARIA;PARVA LIGA - CONFERENCE LEAGUE GROUP - ROUND 33;Arda;Botev Plovdiv;28;43;0,9302;28;42;1,2857;0,6512;0,6667;1,3179;0,4342
21;23/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 9;Beijing Guoan;Cangzhou;31;41;1,3659;36;42;1,4762;0,7561;0,8571;1,6132;0,6481
22;23/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 9;Changchun Yatai;Qingdao Hainiu;35;43;1,3953;32;43;1,6047;0,814;0,7442;1,5582;0,6058
23;23/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 9;Chengdu Rongcheng;Shanghai Shenhua;32;43;1,1163;27;42;0,8571;0,7442;0,6429;1,3871;0,4784
24;23/05/2023;08:35;CHINA;SUPER LEAGUE - ROUND 9;Nantong Zhiyun;Wuhan Three Towns;31;43;1,0698;34;41;1,4634;0,7209;0,8293;1,5502;0,5978
25;23/05/2023;13:00;CYPRUS;FIRST DIVISION - RELEGATION GROUP - ROUND 39;Doxa;Nea Salamis;28;43;1,093;32;43;1,3023;0,6512;0,7442;1,3954;0,4846
26;23/05/2023;13:00;CYPRUS;FIRST DIVISION - RELEGATION GROUP - ROUND 39;Karmiotissa;Anorthosis;34;42;1,2619;31;42;1,119;0,8095;0,7381;1,5476;0,5975
27;23/05/2023;14:00;CZECH REPUBLIC;1. LIGA - CHAMPIONSHIP GROUP - ROUND 4;Plzen;Bohemians;32;43;1,2093;34;43;1,3023;0,7442;0,7907;1,5349;0,5884
28;23/05/2023;14:00;CZECH REPUBLIC;1. LIGA - CHAMPIONSHIP GROUP - ROUND 4;Sigma Olomouc;Slavia Prague;37;43;1,3953;34;43;1,5814;0,8605;0,7907;1,6512;0,6804
29;23/05/2023;14:00;CZECH REPUBLIC;1. LIGA - CHAMPIONSHIP GROUP - ROUND 4;Slovacko;Sparta Prague;29;43;0,907;39;43;1,7209;0,6744;0,907;1,5814;0,6117
30;23/05/2023;13:00;EGYPT;PREMIER LEAGUE - ROUND 29;Aswan SC;National Bank Egypt;28;39;1,2821;34;43;1,3256;0,7179;0,7907;1,5086;0,5676
31;23/05/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 29;Al Ahly;Enppi;29;42;1,1429;30;43;1,093;0,6905;0,6977;1,3882;0,4818
32;23/05/2023;15:30;EGYPT;PREMIER LEAGUE - ROUND 29;Pharco;Smouha;26;43;0,8605;30;43;1,2326;0,6047;0,6977;1,3024;0,4219
33;23/05/2023;12:00;ESTONIA;MEISTRILIIGA - ROUND 14;Narva;Flora;29;43;1,2791;35;42;1,6429;0,6744;0,8333;1,5077;0,562
34;23/05/2023;14:00;ESTONIA;MEISTRILIIGA - ROUND 14;Harju JK Laagri;Kuressaare;36;43;1,6977;28;40;1,4;0,8372;0,7;1,5372;0,586
35;23/05/2023;09:00;ETHIOPIA;PREMIER LEAGUE - ROUND 25;Hawassa;Ethiopian Insurance;30;43;1,1163;18;26;1,3077;0,6977;0,6923;1,39;0,483
36;23/05/2023;12:00;ETHIOPIA;PREMIER LEAGUE - ROUND 25;Ethio Electric;Defence Force;15;28;0,8214;23;43;0,9302;0,5357;0,5349;1,0706;0,2865
37;23/05/2023;10:00;EUROPE;EURO U17 - ROUND 3;France U17;Portugal U17;35;42;1,5238;35;43;1,5349;0,8333;0,814;1,6473;0,6783
38;23/05/2023;10:00;EUROPE;EURO U17 - ROUND 3;Germany U17;Scotland U17;32;39;1,7436;34;42;1,4524;0,8205;0,8095;1,63;0,6642
39;23/05/2023;15:00;EUROPE;EURO U17 - ROUND 3;Ireland U17;Hungary U17;30;42;1,3333;28;43;1,093;0,7143;0,6512;1,3655;0,4652
40;23/05/2023;15:00;EUROPE;EURO U17 - ROUND 3;Wales U17;Poland U17;33;43;1,2791;32;42;1,881;0,7674;0,7619;1,5293;0,5847
41;23/05/2023;15:00;EUROPE;PREMIER LEAGUE INTERNATIONAL CUP - PLAY OFFS - FINAL;Crystal Palace U21;Jong PSV;33;43;1,5581;33;43;1,3953;0,7674;0,7674;1,5348;0,5889
42;23/05/2023;11:00;EUROPE;EURO U17 WOMEN - PLAY OFFS - SEMI-FINALS;France U17 W;Switzerland U17 W;38;43;2,1628;39;43;2,0465;0,8837;0,907;1,7907;0,8015
43;23/05/2023;13:00;EUROPE;EURO U17 WOMEN - PLAY OFFS - SEMI-FINALS;Spain U17 W;England U17 W;32;43;1,4186;35;43;1,814;0,7442;0,814;1,5582;0,6058
44;23/05/2023;16:15;ICELAND;URVALSDEILD WOMEN - ROUND 5;Breidablik W;Hafnarfjordur W;37;43;1,6279;28;31;1,7097;0,8605;0,9032;1,7637;0,7772
45;23/05/2023;11:00;IRAQ;SUPER LEAGUE - ROUND 30;Naft Missan;Al Najaf;25;42;0,9286;29;43;1,0698;0,5952;0,6744;1,2696;0,4014
46;23/05/2023;13:30;IRAQ;SUPER LEAGUE - ROUND 30;Al Kahraba;Al-Qassim;30;43;1,0;34;43;1,1163;0,6977;0,7907;1,4884;0,5517
47;23/05/2023;14:30;ISRAEL;STATE CUP - FINAL;Netanya;Beitar Jerusalem;28;43;1,3721;30;43;1,4186;0,6512;0,6977;1,3489;0,4543
48;23/05/2023;12:30;JORDAN;SHIELD CUP - ROUND 3;Al Ahli;Al Ramtha;27;43;0,9767;31;43;1,2326;0,6279;0,7209;1,3488;0,4527
49;23/05/2023;15:30;JORDAN;SHIELD CUP - ROUND 3;Al Wehdat;Al Jalil;31;43;1,2558;26;39;1,0513;0,7209;0,6667;1,3876;0,4806
50;23/05/2023;12:00;LATVIA;OPTIBET VIRSLIGA - ROUND 14;Metta/LU;Super Nova;30;38;1,6842;33;42;1,4524;0,7895;0,7857;1,5752;0,6203
51;23/05/2023;11:30;LIBYA;PREMIER LEAGUE - ROUND 16;Al-Khmes;Al Ahly Tripoli;9;22;0,5909;23;38;1,1053;0,4091;0,6053;1,0144;0,2476
52;23/05/2023;11:00;LITHUANIA;LITHUANIAN CUP - 1/8-FINALS;Marijampole City;Banga;31;41;1,2683;27;41;1,1707;0,7561;0,6585;1,4146;0,4979
53;23/05/2023;09:15;MALAYSIA;SUPER LEAGUE - ROUND 12;Sabah;Perak;34;43;1,2093;29;43;1,186;0,7907;0,6744;1,4651;0,5332
54;23/05/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 12;Kelantan;PDRM FC;33;42;1,6667;25;43;1,0;0,7857;0,5814;1,3671;0,4568
55;23/05/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 12;Negeri Sembilan;Kelantan United;27;42;1,119;29;42;1,2619;0,6429;0,6905;1,3334;0,4439
56;23/05/2023;13:15;MALI;PREMIERE DIVISION - ROUND 19;Korofina;CO Bamako;13;25;0,92;14;28;0,8571;0,52;0,5;1,02;0,26
57;23/05/2023;13:15;MALI;PREMIERE DIVISION - ROUND 19;LC Bamako;US Bougouni;8;21;0,5714;15;26;0,9231;0,381;0,5769;0,9579;0,2198
58;23/05/2023;15:15;MALI;PREMIERE DIVISION - ROUND 19;Foot Elite;AS Police;10;23;0,4783;12;23;0,8261;0,4348;0,5217;0,9565;0,2268
59;23/05/2023;00:00;MEXICO;LIGA MX WOMEN - CLAUSURA - PLAY OFFS - QUARTER-FINALS;Monterrey W;Club Tijuana W;36;43;1,7442;33;43;1,5581;0,8372;0,7674;1,6046;0,6425
60;23/05/2023;12:30;NIGER;LIGUE 1 - ROUND 19;ASGNN;Police;8;14;0,9286;6;17;0,4118;0,5714;0,3529;0,9243;0,2016
61;23/05/2023;12:30;NIGER;LIGUE 1 - ROUND 19;Nigelec;Liberte;7;22;0,4545;4;6;0,8333;0,3182;0,6667;0,9849;0,2121
62;23/05/2023;13:00;NORWAY;NM CUP - 1/64-FINALS;Alta;Bossekop;36;43;1,6047;36;42;1,7619;0,8372;0,8571;1,6943;0,7176
63;23/05/2023;13:00;NORWAY;NM CUP - 1/64-FINALS;Lysekloster;OS TF;34;42;1,9048;39;43;2,2326;0,8095;0,907;1,7165;0,7342
64;23/05/2023;14:00;NORWAY;NM CUP - 1/64-FINALS;Nordstrand;Lyn;37;43;1,4651;35;42;1,881;0,8605;0,8333;1,6938;0,7171
65;23/05/2023;14:30;NORWAY;NM CUP - 1/64-FINALS;Finnsnes;Skjervoy;35;43;1,7907;30;43;1,6047;0,814;0,6977;1,5117;0,5679
66;23/05/2023;12:30;OMAN;PROFESSIONAL LEAGUE - ROUND 26;Al Nasr;Bahla;24;42;0,7619;26;43;1,0;0,5714;0,6047;1,1761;0,3455
67;23/05/2023;12:30;OMAN;PROFESSIONAL LEAGUE - ROUND 26;Al Suwaiq;Sohar;25;43;1,0;22;42;0,6667;0,5814;0,5238;1,1052;0,3045
68;23/05/2023;12:30;OMAN;PROFESSIONAL LEAGUE - ROUND 26;Al-Msnaa;Al-Bashaeer;24;42;0,7619;28;39;0,9487;0,5714;0,7179;1,2893;0,4102
69;23/05/2023;12:30;OMAN;PROFESSIONAL LEAGUE - ROUND 26;Al-Rustaq;Al Seeb;16;43;0,4186;21;42;0,8571;0,3721;0,5;0,8721;0,186
70;23/05/2023;12:30;OMAN;PROFESSIONAL LEAGUE - ROUND 26;Dhofar;Al-Ittihad;23;43;0,8837;24;43;0,7907;0,5349;0,5581;1,093;0,2985
71;23/05/2023;12:30;OMAN;PROFESSIONAL LEAGUE - ROUND 26;Oman Club;Al Orouba;21;43;0,7209;26;39;1,1538;0,4884;0,6667;1,1551;0,3256
72;23/05/2023;12:30;OMAN;PROFESSIONAL LEAGUE - ROUND 26;Sur Club;Al Nahda;27;42;1,0238;27;41;0,9268;0,6429;0,6585;1,3014;0,4233
73;23/05/2023;13:00;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 28;Al Adalh;Al-Hilal;29;43;1,0;31;43;1,2791;0,6744;0,7209;1,3953;0,4862
74;23/05/2023;15:30;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 28;Al-Ittihad FC;Al Batin;29;43;1,186;29;43;1,3023;0,6744;0,6744;1,3488;0,4548
75;23/05/2023;15:30;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 28;Al-Nassr;Al-Shabab;32;43;1,1628;35;43;1,3488;0,7442;0,814;1,5582;0,6058
76;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Al Ahli SC;Al Qadisiya;27;43;0,9302;27;43;0,814;0,6279;0,6279;1,2558;0,3943
77;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Al Arabi;Al-Hazem;23;35;1,2286;30;43;1,0698;0,6571;0,6977;1,3548;0,4585
78;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Al Jabalain;Jeddah;33;43;1,186;25;43;0,8372;0,7674;0,5814;1,3488;0,4462
79;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Al Kholood;Al-Qaisumah;25;43;0,8372;29;42;1,0476;0,5814;0,6905;1,2719;0,4015
80;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Al Riyadh;Al-Shoalah;23;38;1,0263;19;42;0,619;0,6053;0,4524;1,0577;0,2738
81;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Al-Faisaly;Al Ain;25;43;0,814;27;43;1,0698;0,5814;0,6279;1,2093;0,3651
82;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Al-Sahel;Al Akhdoud;27;43;0,907;29;43;1,093;0,6279;0,6744;1,3023;0,4235
83;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Najran;Hajer;27;43;1,0465;25;43;0,7674;0,6279;0,5814;1,2093;0,3651
84;23/05/2023;15:00;SAUDI ARABIA;DIVISION 1 - ROUND 33;Ohod;Al Orubah;28;43;0,9535;25;42;1,0714;0,6512;0,5952;1,2464;0,3876
85;23/05/2023;09:00;SEYCHELLES;FIRST DIVISION LEAGUE - RELEGATION GROUP;Lightstars;Revengers;2;4;1,5;8;10;1,2;0,5;0,8;1,3;0,4
86;23/05/2023;10:30;SLOVAKIA;FORTUNA LIGA - RELEGATION - FINAL;Presov;Z. Moravce-Vrable;35;43;1,5814;30;43;1,0465;0,814;0,6977;1,5117;0,5679
87;23/05/2023;12:30;SLOVAKIA;FORTUNA LIGA - CONFERENCE LEAGUE - PLAY OFFS - SEMI-FINALS;Banska Bystrica;Zilina;36;43;1,4884;35;43;1,5116;0,8372;0,814;1,6512;0,6815
88;23/05/2023;12:30;SLOVAKIA;FORTUNA LIGA - CONFERENCE LEAGUE - PLAY OFFS - SEMI-FINALS;Podbrezova;Ruzomberok;36;43;1,3488;28;43;1,0;0,8372;0,6512;1,4884;0,5452
89;23/05/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 4;Atletico-MG (Bra);Athletico-PR (Bra);27;43;1,0233;30;43;1,2326;0,6279;0,6977;1,3256;0,4381
90;23/05/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 4;Monagas (Ven);Colo Colo (Chi);28;43;1,0;29;43;1,2558;0,6512;0,6744;1,3256;0,4392
91;23/05/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 4;Aucas (Ecu);Racing Club (Arg);28;43;1,0233;28;43;1,2326;0,6512;0,6512;1,3024;0,4241
92;23/05/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 4;Bolivar (Bol);Barcelona SC (Ecu);37;43;1,5581;31;42;1,3095;0,8605;0,7381;1,5986;0,6351
93;23/05/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 4;Ind. Medellin (Col);Nacional (Uru);28;43;1,0698;27;43;1,1163;0,6512;0,6279;1,2791;0,4089
94;23/05/2023;23:00;SOUTH AMERICA;COPA LIBERTADORES - GROUP STAGE - ROUND 4;Alianza Lima (Per);Libertad Asuncion (Par);24;42;0,9048;29;43;1,3256;0,5714;0,6744;1,2458;0,3854
95;23/05/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 4;Gimnasia L.P. (Arg);Santa Fe (Col);26;43;0,7674;29;43;1,1628;0,6047;0,6744;1,2791;0,4078
96;23/05/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 4;Goias (Bra);U. de Deportes (Per);27;43;1,0698;28;43;0,9302;0,6279;0,6512;1,2791;0,4089
97;23/05/2023;21:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 4;America MG (Bra);Defensa y Justicia (Arg);32;43;1,2791;27;43;1,1395;0,7442;0,6279;1,3721;0,4673
98;23/05/2023;21:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 4;Magallanes (Chi);LDU Quito (Ecu);30;43;1,2791;30;43;1,2326;0,6977;0,6977;1,3954;0,4868
99;23/05/2023;21:30;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 4;Puerto Cabello (Ven);Sao Paulo (Bra);26;43;0,907;29;43;1,0233;0,6047;0,6744;1,2791;0,4078
100;23/05/2023;23:00;SOUTH AMERICA;COPA SUDAMERICANA - GROUP STAGE - ROUND 4;Millonarios (Col);Penarol (Uru);27;43;1,0465;25;43;0,9767;0,6279;0,5814;1,2093;0,3651
101;23/05/2023;16:00;SPAIN;COPA DE LA REINA WOMEN - SEMI-FINALS;Alhama W;Atl. Madrid W;30;42;1,2381;32;43;1,093;0,7143;0,7442;1,4585;0,5316
102;23/05/2023;14:00;SWEDEN;SUPERETTAN - ROUND 8;Orgryte;Sundsvall;32;43;1,2093;37;43;1,7442;0,7442;0,8605;1,6047;0,6404
103;23/05/2023;15:15;SWITZERLAND;CHALLENGE LEAGUE - ROUND 35;Bellinzona;Thun;29;43;1,2093;33;43;1,2558;0,6744;0,7674;1,4418;0,5175
104;23/05/2023;15:15;SWITZERLAND;CHALLENGE LEAGUE - ROUND 35;Lausanne;Wil;31;43;1,3256;28;41;1,3171;0,7209;0,6829;1,4038;0,4923
105;23/05/2023;15:15;SWITZERLAND;CHALLENGE LEAGUE - ROUND 35;Schaffhausen;Xamax;32;42;1,6667;33;43;1,3256;0,7619;0,7674;1,5293;0,5847
106;23/05/2023;15:15;SWITZERLAND;CHALLENGE LEAGUE - ROUND 35;Vaduz;Lausanne Ouchy;26;43;1,3488;32;43;1,6744;0,6047;0,7442;1,3489;0,45
107;23/05/2023;15:15;SWITZERLAND;CHALLENGE LEAGUE - ROUND 35;Yverdon;Aarau;31;41;1,4634;33;41;1,6341;0,7561;0,8049;1,561;0,6086
108;23/05/2023;09:00;SYRIA;PREMIER LEAGUE - ROUND 18;Tishreen;Wathbah;25;42;1,0476;28;43;0,8837;0,5952;0,6512;1,2464;0,3876
109;23/05/2023;09:30;TAJIKISTAN;VYSSHAYA LIGA - ROUND 11;Faizkand;Eskhata;24;40;0,95;23;42;0,8095;0,6;0,5476;1,1476;0,3286
110;23/05/2023;09:30;TAJIKISTAN;VYSSHAYA LIGA - ROUND 11;Kuktosh;Regar-TadAZ;39;42;1,6429;22;38;0,9474;0,9286;0,5789;1,5075;0,5376
111;23/05/2023;13:00;TUNISIA;LIGUE PROFESSIONNELLE 1 - CHAMPIONSHIP GROUP - ROUND 7;Esperance Tunis;US Tataouine;28;43;1,0698;26;43;0,8837;0,6512;0,6047;1,2559;0,3938
112;23/05/2023;09:30;TURKMENISTAN;YOKARY LIGA - ROUND 8;Kopetdag Asgabat;Nebitci;17;26;0,9231;25;27;1,8519;0,6538;0,9259;1,5797;0,6054
113;23/05/2023;10:00;UGANDA;PREMIER LEAGUE - ROUND 29;Bright Stars;Arua Hill;27;43;0,8837;29;43;1,1628;0,6279;0,6744;1,3023;0,4235
114;23/05/2023;10:00;UGANDA;PREMIER LEAGUE - ROUND 29;BUL;Vipers;26;43;1,0;30;43;1,0465;0,6047;0,6977;1,3024;0,4219
115;23/05/2023;10:00;UGANDA;PREMIER LEAGUE - ROUND 29;Busoga;Kampala City;22;42;0,9286;28;43;1,0;0,5238;0,6512;1,175;0,3411
116;23/05/2023;10:00;UGANDA;PREMIER LEAGUE - ROUND 30;URA SC;Gadaffi;29;43;1,093;24;43;0,8372;0,6744;0,5581;1,2325;0,3764
117;23/05/2023;10:00;UGANDA;PREMIER LEAGUE - ROUND 27;Villa;Blacks Power;23;43;0,7907;17;26;1,2308;0,5349;0,6538;1,1887;0,3497
118;23/05/2023;20:30;USA;US OPEN CUP - 1/8-FINALS;Inter Miami;Nashville SC;30;40;1,375;27;41;1,0488;0,75;0,6585;1,4085;0,4939
119;23/05/2023;20:30;USA;US OPEN CUP - 1/8-FINALS;New York Red Bulls;FC Cincinnati;26;43;0,9535;27;39;1,5641;0,6047;0,6923;1,297;0,4186
120;23/05/2023;21:30;USA;US OPEN CUP - 1/8-FINALS;Houston Dynamo;Minnesota United;28;40;1,1;27;43;1,1395;0,7;0,6279;1,3279;0,4395
121;23/05/2023;23:30;USA;US OPEN CUP - 1/8-FINALS;Los Angeles FC;Los Angeles Galaxy;30;43;1,1163;34;42;1,4286;0,6977;0,8095;1,5072;0,5648
