Nº;Date;Time;Country;League;Home;Away;jogosHome;totalHome;jogosAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
18;11/08/2023;09:30;UKRAINE;PERSHA LIGA - ROUND 3;Nyva Buzova;Nyva Ternopil;11;23;22;30;0,4783;0,7333;1,2116;2,6522;1,4628;1,9333;1,2893;4,5855
19;11/08/2023;07:00;VIETNAM;V.LEAGUE 1 - RELEGATION GROUP - ROUND 5;Khanh Hoa;Da Nang;15;30;21;30;0,5;0,7;1,2;2,3;1,5308;1,8667;1,6275;4,1667
20;11/08/2023;22:30;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 5;Deportes Tolima;Huila;19;30;17;30;0,6333;0,5667;1,2;2,3;1,4177;2,2667;1,3646;4,5667
21;11/08/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 27;Shelbourne;Shamrock Rovers;22;30;14;30;0,7333;0,4667;1,2;1,8;1,2754;2,7;1,5737;4,5
22;11/08/2023;13:00;LITHUANIA;A LYGA - ROUND 26;Siauliai FA;Dziugas Telsiai;20;30;16;30;0,6667;0,5333;1,2;2,2333;1,4761;2,6333;1,6017;4,8666
23;11/08/2023;22:00;PANAMA;LPF - CLAUSURA - ROUND 4;Alianza;Potros del Este;22;30;14;30;0,7333;0,4667;1,2;1,7333;1,1235;2,8667;1,1175;4,6
24;11/08/2023;20:00;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 6;Ameliano;Nacional Asuncion;16;30;20;30;0,5333;0,6667;1,2;2,6;1,4514;2,1667;1,4162;4,7667
25;11/08/2023;15:30;POLAND;DIVISION 1 - ROUND 4;GKS Katowice;Wisla Plock;15;30;20;30;0,5;0,6667;1,1667;2,5667;1,3585;2,3667;1,378;4,9334
26;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Orleans;GOAL FC;18;30;17;30;0,6;0,5667;1,1667;2,2;1,4236;2,3;1,5308;4,5
27;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Marignane;Le Mans;17;30;18;30;0,5667;0,6;1,1667;2,1;1,3748;2,6;1,6042;4,7
28;11/08/2023;07:00;SOUTH KOREA;K3 LEAGUE - ROUND 21;Changwon;Daejeon Korail;17;30;18;30;0,5667;0,6;1,1667;1,9667;1,1397;2,0333;1,2776;4,0
29;11/08/2023;14:00;SPAIN;LALIGA2 - ROUND 1;Amorebieta;Levante;17;30;18;30;0,5667;0,6;1,1667;2,1;1,2477;2,0333;1,4256;4,1333
30;11/08/2023;15:00;WORLD;CLUB FRIENDLY WOMEN;Alhama W (Esp);La Solana W (Esp);14;30;21;30;0,4667;0,7;1,1667;2,8667;2,1561;2,3;1,9175;5,1667
31;11/08/2023;07:00;VIETNAM;V.LEAGUE 1 - RELEGATION GROUP - ROUND 5;Song Lam Nghe An;Gia Lai;15;30;20;30;0,5;0,6667;1,1667;2,4667;1,2579;2,2;1,3013;4,6667
32;11/08/2023;16:00;ITALY;COPPA ITALIA - 1/32-FINALS;Genoa;Modena;19;30;16;30;0,6333;0,5333;1,1666;2,1;1,7195;2,7667;1,9267;4,8667
33;11/08/2023;15:15;BULGARIA;PARVA LIGA - ROUND 5;Pirin Blagoevgrad;Lok. Plovdiv;19;30;16;30;0,6333;0,5333;1,1666;2,3;1,3454;2,4667;1,4996;4,7667
34;11/08/2023;12:00;ARMENIA;PREMIER LEAGUE - ROUND 3;Shirak Gyumri;BKMA;16;30;19;30;0,5333;0,6333;1,1666;2,4667;1,5861;2,1333;1,5434;4,6
35;11/08/2023;15:30;POLAND;EKSTRAKLASA - ROUND 4;Piast Gliwice;Rakow;20;30;14;30;0,6667;0,4667;1,1334;1,9;1,3988;2,6;1,3808;4,5
36;11/08/2023;13:00;POLAND;EKSTRAKLASA - ROUND 4;Cracovia;Zaglebie;17;30;17;30;0,5667;0,5667;1,1334;2,3667;1,4488;2,2667;0,9978;4,6334
37;11/08/2023;14:30;WORLD;CLUB FRIENDLY;Xerez D.F.C. (Esp);Ceuta (Esp);20;30;14;30;0,6667;0,4667;1,1334;1,9333;1,1813;2,8333;1,6948;4,7666
38;11/08/2023;05:00;WORLD;CLUB FRIENDLY;Seleccion AFE (Esp);Hercules (Esp);10;20;19;30;0,5;0,6333;1,1333;2,4;1,8276;2,2;1,4922;4,6
39;11/08/2023;13:00;POLAND;DIVISION 1 - ROUND 4;Leczna;Chrobry Glogow;19;30;15;30;0,6333;0,5;1,1333;2,1;1,8138;3,0667;2,205;5,1667
40;11/08/2023;13:30;WORLD;CLUB FRIENDLY;Napoli (Ita);Apollon (Cyp);18;30;16;30;0,6;0,5333;1,1333;2,5;1,3102;2,5333;1,5649;5,0333
41;11/08/2023;20:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 21;2 de Mayo;Recoleta;18;30;16;30;0,6;0,5333;1,1333;2,2667;1,8962;2,9667;2,2728;5,2334
42;11/08/2023;11:00;LEBANON;PREMIER LEAGUE - ROUND 2;Tadamon;Racing;15;30;19;30;0,5;0,6333;1,1333;2,6667;1,6799;2,6667;1,6398;5,3334
43;11/08/2023;09:00;UKRAINE;PERSHA LIGA - ROUND 3;FSC Mariupol;SC Poltava;19;30;15;30;0,6333;0,5;1,1333;2,4667;1,7461;2,7333;1,672;5,2
44;11/08/2023;10:00;UKRAINE;PERSHA LIGA - ROUND 3;Prykarpattya;Karpaty Lviv;19;30;15;30;0,6333;0,5;1,1333;2,3667;1,378;2,5667;1,2828;4,9334
45;11/08/2023;15:45;BELGIUM;JUPILER PRO LEAGUE - ROUND 3;Antwerp;Kortrijk;21;30;13;30;0,7;0,4333;1,1333;2,1333;1,3098;3,0333;2,041;5,1666
46;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Cholet;Chateauroux;18;30;16;30;0,6;0,5333;1,1333;2,3667;1,8883;2,8667;1,7651;5,2334
47;11/08/2023;12:00;UZBEKISTAN;SUPER LEAGUE - ROUND 16;Neftchi Fargona;Sogdiana;15;30;18;30;0,5;0,6;1,1;2,2667;1,3888;2,2333;1,2828;4,5
48;11/08/2023;15:30;JORDAN;PREMIER LEAGUE - ROUND 2;Al Ramtha;Al-Faisaly Amman;21;30;12;30;0,7;0,4;1,1;2,2;1,5362;3,0333;1,5162;5,2333
49;11/08/2023;16:30;SPAIN;LALIGA2 - ROUND 1;Valladolid;Gijon;14;30;19;30;0,4667;0,6333;1,1;2,7333;1,9137;2,2333;1,585;4,9666
50;11/08/2023;14:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 6;Erlbach;Heimstetten;21;30;12;30;0,7;0,4;1,1;2,1667;1,4625;3,2;2,104;5,3667
51;11/08/2023;21:30;BRAZIL;SERIE B - ROUND 23;Tombense;Sport Recife;16;30;17;30;0,5333;0,5667;1,1;2,6;1,6452;2,5;1,4083;5,1
52;11/08/2023;17:00;ECUADOR;SERIE B - ROUND 24;Nueve de Octubre;Macara;15;30;18;30;0,5;0,6;1,1;2,8;1,5578;2,4333;1,7259;5,2333
53;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Versailles;Sochaux;18;30;15;30;0,6;0,5;1,1;2,1667;1,5723;2,5333;1,5861;4,7
54;11/08/2023;12:45;ITALY;COPPA ITALIA - 1/32-FINALS;Frosinone;Pisa;15;30;17;30;0,5;0,5667;1,0667;2,9667;2,3164;2,2;1,3013;5,1667
55;11/08/2023;12:30;FINLAND;KAKKONEN GROUP A;Klubi 04;Kiffen;16;30;16;30;0,5333;0,5333;1,0666;3,3333;2,4944;2,5667;1,4533;5,9
56;11/08/2023;15:00;SAUDI ARABIA;SAUDI PROFESSIONAL LEAGUE - ROUND 1;Al Ahli SC;Al Hazem;16;30;16;30;0,5333;0,5333;1,0666;2,3333;1,3744;2,3;1,464;4,6333
57;11/08/2023;20:20;COLOMBIA;PRIMERA A - CLAUSURA - ROUND 5;Aguilas;Dep. Cali;14;30;17;30;0,4667;0,5667;1,0334;2,5333;1,7075;2,7667;2,0279;5,3
58;11/08/2023;14:30;ROMANIA;LIGA 1 - ROUND 5;U Craiova 1948;FC Voluntari;17;30;14;30;0,5667;0,4667;1,0334;2,6;2,2598;2,8;1,6411;5,4
59;11/08/2023;14:30;WORLD;CLUB FRIENDLY;Sirens (Mlt);Sliema (Mlt);19;30;12;30;0,6333;0,4;1,0333;2,1333;1,6275;2,8667;1,5217;5,0
60;11/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 2;Stolem Gniewino;Swinoujscie;16;30;15;30;0,5333;0,5;1,0333;2,4;1,7049;2,7;1,8646;5,1
61;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Nancy;Villefranche;16;30;15;30;0,5333;0,5;1,0333;2,4667;1,6879;2,7667;1,585;5,2334
62;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Dijon;Rouen;19;30;12;30;0,6333;0,4;1,0333;2,1667;1,2671;2,9333;1,5902;5,1
63;11/08/2023;14:00;WORLD;CLUB FRIENDLY;Pena (Esp);Mutilvera (Esp);15;30;16;30;0,5;0,5333;1,0333;2,8667;1,8391;2,5;1,7078;5,3667
64;11/08/2023;23:00;GUATEMALA;LIGA NACIONAL - APERTURA - ROUND 3;Zacapa;Deportivo Achuapa;16;30;15;30;0,5333;0,5;1,0333;2,6333;1,7604;3,1;2,3573;5,7333
65;11/08/2023;16:00;FRANCE;LIGUE 1 - ROUND 1;Nice;Lille;16;30;15;30;0,5333;0,5;1,0333;2,4667;1,5861;2,9;2,1346;5,3667
66;11/08/2023;16:15;ITALY;COPPA ITALIA - 1/32-FINALS;Bologna;Cesena;15;30;16;30;0,5;0,5333;1,0333;2,5;1,4776;2,6;1,8;5,1
67;11/08/2023;12:30;CZECH REPUBLIC;DIVISION 2 - ROUND 5;Opava;Lisen;16;30;15;30;0,5333;0,5;1,0333;2,7;1,9519;2,5667;1,9439;5,2667
68;11/08/2023;11:00;UKRAINE;PERSHA LIGA - ROUND 3;Livyi Bereg;FC Chernihiv;11;27;18;30;0,4074;0,6;1,0074;3,2593;2,0833;2,4;1,0832;5,6593
69;11/08/2023;22:00;PERU;LIGA 1 - CLAUSURA - ROUND 8;Cesar Vallejo;FBC Melgar;14;30;16;30;0,4667;0,5333;1,0;2,9333;1,0934;2,7333;1,6918;5,6666
70;11/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 4;Aschaffenburg;Bamberg;14;30;16;30;0,4667;0,5333;1,0;2,9;1,9382;2,8667;1,9448;5,7667
71;11/08/2023;05:00;UKRAINE;YOUTH LEAGUE - ROUND 3;Shakhtar Donetsk U19;Oleksandriya U19;16;30;14;30;0,5333;0,4667;1,0;2,7;1,6961;2,8667;1,8209;5,5667
72;11/08/2023;17:00;SPAIN;LALIGA - ROUND 1;Sevilla;Valencia;13;30;17;30;0,4333;0,5667;1,0;2,8333;1,5074;2,2667;1,0934;5,1
73;11/08/2023;06:00;UKRAINE;YOUTH LEAGUE - ROUND 3;Kolos Kovalivka U19;Veres Rivne U19;15;30;15;30;0,5;0,5;1,0;2,6;1,4514;2,6;1,4514;5,2
74;11/08/2023;22:06;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 5;Club Leon W;Club Tijuana W;12;30;18;30;0,4;0,6;1,0;3,0;1,4606;3,1;2,2561;6,1
75;11/08/2023;14:15;RUSSIA;SUPREME DIVISION WOMEN - ROUND 16;Lokomotiv Moscow W;Zenit W;15;30;15;30;0,5;0,5;1,0;2,5667;1,6265;2,6333;1,8526;5,2
76;11/08/2023;13:00;SLOVENIA;3. SNL - WEST - ROUND 1;Sencur;Ziri;14;30;16;30;0,4667;0,5333;1,0;2,5333;1,5434;2,6;1,3808;5,1333
77;11/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 1;Roda;Helmond;12;30;18;30;0,4;0,6;1,0;2,9;1,3748;2,4;1,4514;5,3
78;11/08/2023;20:30;CHILE;PRIMERA B - ROUND 22;U. De Concepcion;La Serena;16;30;14;30;0,5333;0,4667;1,0;2,7667;1,4985;2,5333;1,4079;5,3
79;11/08/2023;06:00;UKRAINE;PERSHA LIGA - ROUND 3;Kremin;Viktoria;12;30;18;30;0,4;0,6;1,0;3,2333;1,7829;2,4333;1,5206;5,6666
80;11/08/2023;12:00;SERBIA;SRPSKA LIGA - BELGRADE - ROUND 1;BASK;Prva Iskra;16;30;14;30;0,5333;0,4667;1,0;2,6;1,5406;2,9667;1,8526;5,5667
81;11/08/2023;09:00;KYRGYZSTAN;PREMIER LIGA - ROUND 17;Alga;Ilbirs;13;30;17;30;0,4333;0,5667;1,0;3,2667;2,1437;2,4667;1,6479;5,7334
82;11/08/2023;14:00;POLAND;DIVISION 2 - ROUND 4;Skra;Olimpia Elblag;15;30;15;30;0,5;0,5;1,0;2,4667;1,7075;2,9333;2,1592;5,4
83;11/08/2023;08:30;UKRAINE;DRUHA LIGA - ROUND 2;Zvyagel;Trostyanets;12;22;11;25;0,5455;0,44;0,9855;3,0909;2,3724;2,88;1,883;5,9709
84;11/08/2023;09:00;KYRGYZSTAN;PREMIER LIGA - ROUND 17;Aldier;Dordoi Bishkek;7;16;16;30;0,4375;0,5333;0,9708;3,0625;2,2212;2,7;1,1874;5,7625
85;11/08/2023;22:30;COSTA RICA;PRIMERA DIVISION - APERTURA - ROUND 4;San Carlos;Cartagines;15;30;14;30;0,5;0,4667;0,9667;2,8333;1,8988;3,0667;1,8062;5,9
86;11/08/2023;22:00;ECUADOR;LIGA PRO - SECOND STAGE - ROUND 17;Gualaceo;Mushuc Runa;15;30;14;30;0,5;0,4667;0,9667;2,5333;1,6069;2,4667;1,7461;5,0
87;11/08/2023;14:00;DENMARK;1ST DIVISION - ROUND 4;Helsingor;Aalborg;15;30;14;30;0,5;0,4667;0,9667;2,9333;1,8785;2,7333;1,6918;5,6666
88;11/08/2023;13:00;WORLD;CLUB FRIENDLY;Chemie Leipzig (Ger);Sandersdorf (Ger);14;30;15;30;0,4667;0,5;0,9667;2,6;1,4283;2,7;1,8102;5,3
89;11/08/2023;09:30;INDIA;DURAND CUP;Odisha FC;Rajasthan United;12;30;17;30;0,4;0,5667;0,9667;2,9;1,4911;2,5333;1,6275;5,4333
90;11/08/2023;09:00;BELARUS;VYSSHAYA LIGA RESERVE - ROUND 17;Shakhter Soligorsk 2;Neman 2;13;30;16;30;0,4333;0,5333;0,9666;3,4;2,0753;3,0;1,8257;6,4
91;11/08/2023;13:00;BULGARIA;PARVA LIGA - ROUND 5;Arda;Lok. Sofia;16;30;13;30;0,5333;0,4333;0,9666;2,6;1,562;3,0333;1,6224;5,6333
92;11/08/2023;12:00;FINLAND;VEIKKAUSLIIGA;Haka;Mariehamn;13;30;16;30;0,4333;0,5333;0,9666;2,7667;1,4302;2,6667;1,8856;5,4334
93;11/08/2023;15:00;HUNGARY;OTP BANK LIGA - ROUND 3;MTK Budapest;Kisvarda;13;30;16;30;0,4333;0,5333;0,9666;2,8667;2,0122;2,3;1,2423;5,1667
94;11/08/2023;13:30;GERMANY;REGIONALLIGA BAYERN - ROUND 4;Spvgg Ansbach 09;Burghausen;14;30;14;30;0,4667;0,4667;0,9334;3,5333;2,5131;2,8;1,7397;6,3333
95;11/08/2023;14:30;SPAIN;LALIGA - ROUND 1;Almeria;Rayo Vallecano;14;30;14;30;0,4667;0,4667;0,9334;2,9667;1,9058;2,5333;1,0873;5,5
96;11/08/2023;22:05;MEXICO;LIGA DE EXPANSION MX - APERTURA - ROUND 4;Venados;Atletico La Paz;18;30;10;30;0,6;0,3333;0,9333;2,3333;1,3499;3,5667;1,7829;5,9
97;11/08/2023;13:00;ITALY;COPPA ITALIA - 1/32-FINALS;Udinese;Catanzaro;16;30;12;30;0,5333;0,4;0,9333;2,5;1,4083;3,0333;1,8345;5,5333
98;11/08/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 27;St. Patricks;Bohemians;12;30;16;30;0,4;0,5333;0,9333;3,0667;1,5902;2,6;1,5406;5,6667
99;11/08/2023;14:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 2;Aalen;Offenbach;12;30;16;30;0,4;0,5333;0,9333;3,1667;2,4777;2,3667;1,3287;5,5334
100;11/08/2023;13:00;JORDAN;PREMIER LEAGUE - ROUND 2;Al Salt;Al Hussein;12;30;16;30;0,4;0,5333;0,9333;2,7;1,3454;2,3667;1,5808;5,0667
101;11/08/2023;12:00;RUSSIA;PREMIER LEAGUE - ROUND 4;Ural;Spartak Moscow;16;30;12;30;0,5333;0,4;0,9333;2,2667;0,9978;3,3333;2,0055;5,6
102;11/08/2023;15:45;WALES;CYMRU PREMIER - ROUND 1;TNS;Connahs Q.;10;30;18;30;0,3333;0,6;0,9333;4,0;2,3381;2,3667;1,538;6,3667
103;11/08/2023;23:30;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - QUARTER-FINALS;Los Angeles FC;Monterrey;12;30;16;30;0,4;0,5333;0,9333;2,8;1,579;2,4;1,4283;5,2
104;11/08/2023;14:30;FRANCE;NATIONAL - ROUND 1;Epinal;Red Star;12;30;16;30;0,4;0,5333;0,9333;2,9333;1,4126;2,4;1,6852;5,3333
105;11/08/2023;12:00;UZBEKISTAN;SUPER LEAGUE - ROUND 16;OKMK;Olympic;12;30;16;30;0,4;0,5333;0,9333;2,9;1,3748;2,8667;2,0774;5,7667
106;11/08/2023;15:15;SWITZERLAND;1.LIGA CLASSIC GROUP 1;Vevey;Coffrane;16;30;12;30;0,5333;0,4;0,9333;2,8333;2,0014;3,1333;1,7651;5,9666
107;11/08/2023;19:30;ECUADOR;LIGA PRO - SECOND STAGE - ROUND 17;Guayaquil City;U. Catolica;13;30;15;30;0,4333;0,5;0,9333;2,8;1,4236;2,4333;1,6265;5,2333
108;11/08/2023;14:00;SERBIA;SRPSKA LIGA - EAST - ROUND 1;Trayal Krusevac;Mesevo;19;30;9;30;0,6333;0,3;0,9333;2,0333;1,378;3,1667;1,7717;5,2
109;11/08/2023;13:55;SERBIA;SUPER LIGA - ROUND 3;Mladost;Crvena zvezda;18;30;9;30;0,6;0,3;0,9;2,1;1,3503;3,3667;1,5162;5,4667
110;11/08/2023;11:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Fakel Voronezh U19;Akhmat Grozny U19;16;30;11;30;0,5333;0,3667;0,9;2,1667;1,6948;2,8333;1,8634;5,0
111;11/08/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 27;Cork City;UC Dublin;16;30;11;30;0,5333;0,3667;0,9;2,6333;1,5808;3,1;1,578;5,7333
112;11/08/2023;13:45;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 2;Normannia Gmund;FC Holzhausen;16;30;11;30;0,5333;0,3667;0,9;2,6;1,8903;3,4667;2,0287;6,0667
113;11/08/2023;12:00;BELARUS;PERSHAYA LIGA - ROUND 18;Baranovici;Ostrovets;13;30;14;30;0,4333;0,4667;0,9;3,1667;2,0669;3,0;1,7127;6,1667
114;11/08/2023;16:00;BOSNIA AND HERZEGOVINA;PREMIJER LIGA BIH - ROUND 3;FK Sarajevo;Posusje;11;30;16;30;0,3667;0,5333;0,9;3,1;1,7;2,5333;1,335;5,6333
115;11/08/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - QUARTER-FINALS;Philadelphia Union;Queretaro;10;30;17;30;0,3333;0,5667;0,9;3,0667;1,7308;2,7333;1,7114;5,8
116;11/08/2023;22:00;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 3;Real Espana;UPNFM;13;30;14;30;0,4333;0,4667;0,9;2,8333;1,5074;2,9;1,599;5,7333
117;11/08/2023;07:00;RUSSIA;YOUTH LEAGUE - ROUND 6;Nizhny Novgorod U19;Chertanovo M. U19;19;30;8;30;0,6333;0,2667;0,9;2,5;1,9621;3,6667;2,0055;6,1667
118;11/08/2023;14:00;DENMARK;2ND DIVISION;FA 2000;Nykobing;19;30;8;30;0,6333;0,2667;0,9;3,0333;2,2581;3,7667;2,0926;6,8
119;11/08/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 4;Memmingen;Schalding;16;30;11;30;0,5333;0,3667;0,9;2,7333;2,4074;3,0667;1,6316;5,8
120;11/08/2023;15:00;FAROE ISLANDS;PREMIER LEAGUE - ROUND 18;Vikingur;Klaksvik;14;30;13;30;0,4667;0,4333;0,9;2,7667;1,667;3,1333;2,3055;5,9
121;11/08/2023;12:30;FINLAND;YKKONEN;JaPS;Gnistan;12;30;15;30;0,4;0,5;0,9;2,9333;1,6316;2,8333;1,8273;5,7666
122;11/08/2023;21:30;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - QUARTER-FINALS;Nashville SC;Minnesota United;16;30;11;30;0,5333;0,3667;0,9;2,5;1,4549;3,1667;1,7337;5,6667
123;11/08/2023;15:30;PARAGUAY;DIVISION INTERMEDIA - ROUND 21;24 de Setiembre;Rubio Nu;9;21;14;30;0,4286;0,4667;0,8953;2,8571;2,1444;3,0667;1,6316;5,9238
124;11/08/2023;11:00;BELARUS;PERSHAYA LIGA - ROUND 18;Volna Pinsk;Zhodino Yuzhnoe;15;30;8;21;0,5;0,381;0,881;2,8667;1,9788;3,4286;2,0136;6,2953
125;11/08/2023;15:15;SWITZERLAND;CHALLENGE LEAGUE - ROUND 4;Wil;Sion;15;30;11;30;0,5;0,3667;0,8667;3,0;2,1292;3,1;1,3748;6,1
126;11/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 27;Waterford;Galway;12;30;14;30;0,4;0,4667;0,8667;3,4667;2,1561;3,0;2,0331;6,4667
127;11/08/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 27;Dundalk;Sligo Rovers;12;30;14;30;0,4;0,4667;0,8667;2,8;1,4236;2,5333;1,0562;5,3333
128;11/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 2;Glentoran;Larne;11;30;15;30;0,3667;0,5;0,8667;3,0;1,6533;2,7667;2,0279;5,7667
129;11/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 2;Ballymena;Crusaders;14;30;12;30;0,4667;0,4;0,8667;2,5;1,4549;2,9333;1,6316;5,4333
130;11/08/2023;07:00;VIETNAM;V.LEAGUE 1 - RELEGATION GROUP - ROUND 5;Ho Chi Minh;Binh Duong;14;30;12;30;0,4667;0,4;0,8667;2,9333;2,205;2,8;1,4;5,7333
131;11/08/2023;15:00;NETHERLANDS;EERSTE DIVISIE - ROUND 1;Groningen;Jong Ajax;15;30;11;30;0,5;0,3667;0,8667;3,1667;2,2816;3,7667;2,3192;6,9334
132;11/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 27;Cobh Ramblers;Bray;14;30;12;30;0,4667;0,4;0,8667;2,9333;1,6519;3,1333;1,7075;6,0666
133;11/08/2023;18:00;CHILE;PRIMERA DIVISION - ROUND 21;Cobresal;Magallanes;14;30;12;30;0,4667;0,4;0,8667;2,9333;1,8962;2,9;1,1358;5,8333
134;11/08/2023;12:50;CROATIA;PRVA NL - ROUND 1;Sibenik;Vukovar 1991;12;30;14;30;0,4;0,4667;0,8667;2,7;1,394;2,8;1,701;5,5
135;11/08/2023;13:15;GERMANY;REGIONALLIGA BAYERN - ROUND 4;Aubstadt;Turkgucu Munchen;15;30;11;30;0,5;0,3667;0,8667;3,1333;2,0774;3,3;1,9519;6,4333
136;11/08/2023;14:00;GERMANY;REGIONALLIGA NORTH - ROUND 3;SC Weiche-08;Holstein Kiel II;17;30;9;30;0,5667;0,3;0,8667;2,6333;1,5808;3,3333;1,8135;5,9666
137;11/08/2023;13:30;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 2;Hollenbach;Reutlingen;14;30;12;30;0,4667;0,4;0,8667;2,6333;1,5162;3,4;2,2891;6,0333
138;11/08/2023;16:00;BOLIVIA;DIVISION PROFESIONAL - ROUND 23;Vaca Diez;Universitario de Vinto;8;30;18;30;0,2667;0,6;0,8667;3,5333;1,5434;2,3333;1,3744;5,8666
139;11/08/2023;15:00;BELGIUM;CHALLENGER PRO LEAGUE - ROUND 1;Seraing;St. Liege U23;12;30;14;30;0,4;0,4667;0,8667;2,9667;1,2243;2,8;1,7397;5,7667
