Nº;Date;Time;Country;League;Home;Away;jogosHome;totalHome;jogosAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
277;11/08/2023;13:30;GERMANY;OBERLIGA BAYERN NORD - ROUND 5;Eichstatt;Gebenbach;7;30;6;30;0,2333;0,2;0,4333;3,6;1,7049;3,9667;2,0246;7,5667
278;11/08/2023;15:45;NORTHERN IRELAND;PREMIERSHIP WOMEN - ROUND 12;Mid-Ulster W;Cliftonville W;8;28;4;30;0,2857;0,1333;0,419;4,3929;2,3504;4,9;3,1342;9,2929
279;11/08/2023;13:00;CZECH REPUBLIC;ZLINSKY KP - ROUND 2;Luhacovice;Francova Lhota;10;30;2;26;0,3333;0,0769;0,4102;3,1;1,3988;4,5769;1,6681;7,6769
280;11/08/2023;14:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 1;Aston Villa U21;West Brom U21;6;30;6;30;0,2;0,2;0,4;4,0667;1,9989;3,7667;2,0605;7,8334
281;11/08/2023;14:26;POLAND;III LIGA - GROUP I - ROUND 2;Bron Radom;GKS Belchatow;8;30;4;30;0,2667;0,1333;0,4;3,8333;1,8812;3,2;1,0132;7,0333
282;11/08/2023;08:45;SINGAPORE;PREMIER LEAGUE;Tanjong Pagar;Albirex Niigata;3;30;9;30;0,1;0,3;0,4;4,5333;1,7839;4,2;2,1354;8,7333
283;11/08/2023;09:00;KAZAKHSTAN;FIRST DIVISION - ROUND 19;Akademiya Ontustik;Kairat Almaty 2;4;30;8;30;0,1333;0,2667;0,4;4,6;2,1071;3,8333;1,8634;8,4333
284;11/08/2023;18:00;WORLD;FRIENDLY INTERNATIONAL WOMEN;Honduras W;Guatemala W;4;16;4;30;0,25;0,1333;0,3833;3,75;2,1065;4,6667;2,521;8,4167
285;11/08/2023;13:00;FINLAND;KAKKONEN GROUP B;Ilves-Kissat;Honka Akatemia;6;30;5;30;0,2;0,1667;0,3667;4,7333;2,2794;3,9667;1,2512;8,7
286;11/08/2023;11:00;KAZAKHSTAN;FIRST DIVISION - ROUND 19;Zhenis;FC Astana 2;7;30;4;30;0,2333;0,1333;0,3666;3,5333;1,5217;4,2;1,8511;7,7333
287;11/08/2023;07:00;AUSTRALIA;NPL SOUTH AUSTRALIAN - ROUND 22;Modbury Jets;NE Metrostars;4;30;7;30;0,1333;0,2333;0,3666;4,3;1,6155;3,5333;1,7269;7,8333
288;11/08/2023;15:45;NORTHERN IRELAND;NIFL CHAMPIONSHIP - ROUND 2;Bangor FC;Ards;3;30;7;30;0,1;0,2333;0,3333;4,5;1,9279;4,1333;1,9956;8,6333
289;11/08/2023;13:30;GERMANY;REGIONALLIGA NORTH - ROUND 3;Kilia Kiel;Hannover II;4;30;6;30;0,1333;0,2;0,3333;4,5667;2,1554;4,3333;2,196;8,9
290;11/08/2023;15:00;ENGLAND;PREMIER LEAGUE 2 - ROUND 1;Brighton U21;Leeds U21;6;30;4;30;0,2;0,1333;0,3333;3,8667;1,668;4,2;2,0067;8,0667
291;11/08/2023;11:30;BELARUS;VYSSHAYA LIGA WOMEN - ROUND 22;Din. Minsk W;Vitebsk W;4;30;6;30;0,1333;0,2;0,3333;7,3333;5,1983;4,2333;2,6918;11,5666
292;11/08/2023;13:00;NORWAY;DIVISION 3 - GROUP 3 - ROUND 15;Loddefjord;Sandnes Ulf 2;1;17;6;30;0,0588;0,2;0,2588;4,1176;1,4905;4,4667;2,4322;8,5843
293;11/08/2023;13:00;CZECH REPUBLIC;USTECKY KP - ROUND 1;Modlany;Srbice;6;30;1;30;0,2;0,0333;0,2333;4,1333;1,8025;5,2333;1,7065;9,3666
294;11/08/2023;14:00;SLOVAKIA;1. LIGA WOMEN - ROUND 1;Myjava W;Trencin W;3;30;3;30;0,1;0,1;0,2;6,6;4,1921;5,1667;2,325;11,7667
