Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;sdHome;avgAway;sdAway;avgSum
137;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Forest Green;Portsmouth;22;30;18;30;0,7333;0,6;1,3333;1,2333;11,0807;0,8667;7,7477;2,1
138;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Harrogate;Carlisle;19;30;21;30;0,6333;0,7;1,3333;1,2;10,5285;1,1333;8,9577;2,3333
139;08/08/2023;10:30;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Merani Martvili;Spaeri;19;30;21;30;0,6333;0,7;1,3333;1,0667;9,9347;1,2333;11,2383;2,3
140;08/08/2023;15:00;ENGLAND;EFL CUP - 1/64-FINALS;Huddersfield;Middlesbrough;19;30;21;30;0,6333;0,7;1,3333;1,1667;9,4425;1,2333;11,5075;2,4
141;08/08/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 19;Kelantan United;Terengganu;21;30;19;30;0,7;0,6333;1,3333;1,3;12,0647;1,3;11,5693;2,6
142;08/08/2023;07:30;KYRGYZSTAN;PREMIER LIGA - ROUND 17;Kara Balta;Muras United;21;30;10;16;0,7;0,625;1,325;1,2;10,3002;1,5;6,6682;2,7
143;08/08/2023;21:30;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Newells Old Boys (Arg);Corinthians (Bra);21;30;18;30;0,7;0,6;1,3;1,0333;8,8028;0,8333;6,6417;1,8666
144;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Cheltenham;Birmingham;17;30;22;30;0,5667;0,7333;1,3;1,3;11,6343;1,4333;11,027;2,7333
145;08/08/2023;11:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 1;Mafra U23;SC Farense U23;21;30;18;30;0,7;0,6;1,3;1,2333;11,1188;1,1667;10,2842;2,4
146;08/08/2023;09:30;MALAWI;SUPER LEAGUE - ROUND 16;Mighty Tigers;Bangwe All Stars;19;30;10;15;0,6333;0,6667;1,3;0,8333;6,9933;1,0667;5,02;1,9
147;08/08/2023;16:30;PORTUGAL;LIGA 3 - ROUND 1;Caldas;Atletico CP;21;30;18;30;0,7;0,6;1,3;1,2;11,8953;1,0667;9,0787;2,2667
148;08/08/2023;11:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 1;Estrela U23;Benfica U23;14;30;25;30;0,4667;0,8333;1,3;0,8;7,9805;1,5;12,3037;2,3
149;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Bolton;Barrow;20;30;19;30;0,6667;0,6333;1,3;1,0333;8,8277;1,0667;8,0722;2,1
150;08/08/2023;12:00;BULGARIA;VTORA LIGA - ROUND 4;Chernomorets 1919;Spartak Varna;21;30;18;30;0,7;0,6;1,3;1,3667;11,613;0,9;9,1278;2,2667
151;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Gillingham;Southampton;17;30;22;30;0,5667;0,7333;1,3;0,9;6,6567;1,3;11,227;2,2
152;08/08/2023;10:30;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Bolnisi;FC Gareji Sagarejo;19;30;20;30;0,6333;0,6667;1,3;1,1333;10,5059;1,3333;11,5862;2,4666
153;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Trofense;Sanjoanense;22;30;17;30;0,7333;0,5667;1,3;1,0333;9,1378;0,8333;7,7657;1,8666
154;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Preston;Salford;17;30;21;30;0,5667;0,7;1,2667;0,9;7,4464;1,2;11,9657;2,1
155;08/08/2023;13:45;ISRAEL;TOTO CUP - ROUND 4;Maccabi Petah Tikva;Hapoel Jerusalem;20;30;18;30;0,6667;0,6;1,2667;1,3;12,2654;0,9667;8,0694;2,2667
156;08/08/2023;19:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Fortaleza (Bra);Libertad Asuncion (Par);16;30;22;30;0,5333;0,7333;1,2666;1,0333;8,8954;1,1;9,8087;2,1333
157;08/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 21;Qingdao Hainiu;Shanghai Port;19;30;19;30;0,6333;0,6333;1,2666;1,3;10,7186;1,0667;8,4159;2,3667
158;08/08/2023;13:30;SLOVAKIA;4. LIGA - BRATISLAVA - ROUND 1;MSK Senec;NSK 1922 Bratislava;16;30;22;30;0,5333;0,7333;1,2666;0,9667;8,485;1,3667;10,6512;2,3334
159;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Academica;1º Dezembro;19;30;19;30;0,6333;0,6333;1,2666;0,8333;7,8185;1,0;9,0567;1,8333
160;08/08/2023;06:00;VIETNAM;V.LEAGUE 2 - ROUND 15;Phu Tho;Hue;20;30;17;30;0,6667;0,5667;1,2334;0,9;8,0626;0,6;4,8131;1,5
161;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Compostela (Esp);Celta Vigo (Esp);17;30;20;30;0,5667;0,6667;1,2334;0,7;6,8832;1,0;9,9121;1,7
162;08/08/2023;21:00;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Defensa y Justicia (Arg);Emelec (Ecu);18;30;19;30;0,6;0,6333;1,2333;0,8667;8,6042;0,8667;7,6667;1,7334
163;08/08/2023;12:00;SOUTH AFRICA;PREMIER LEAGUE - ROUND 2;Richards Bay;Golden Arrows;15;30;22;30;0,5;0,7333;1,2333;0,7;6,6369;1,2667;11,872;1,9667
164;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Port Vale;Fleetwood;19;30;18;30;0,6333;0,6;1,2333;1,2;11,1286;1,0333;9,7116;2,2333
165;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Millwall;Reading;19;30;18;30;0,6333;0,6;1,2333;0,9667;7,8906;0,8;6,8944;1,7667
166;08/08/2023;19:00;BRAZIL;COPA PAULISTA - ROUND 6;Ponte Preta;Piracicaba;16;30;21;30;0,5333;0,7;1,2333;0,8;5,6785;1,0333;9,4366;1,8333
167;08/08/2023;14:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Thisted FC;Brabrand;21;30;15;30;0,7;0,5;1,2;1,0333;8,5697;1,0667;9,7616;2,1
168;08/08/2023;08:00;VIETNAM;V.LEAGUE 2 - ROUND 15;Ba Ria Vung Tau;PVF-CAND;20;30;16;30;0,6667;0,5333;1,2;1,0333;9,6572;0,8667;7,0225;1,9
169;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;BSF;Hillerod;19;30;17;30;0,6333;0,5667;1,2;1,3;11,9413;1,0;7,3738;2,3
170;08/08/2023;14:30;WORLD;CLUB FRIENDLY;Torrellano (Esp);Yeclano (Esp);17;30;18;30;0,5667;0,6;1,1667;0,8333;7,8991;0,8333;6,4288;1,6666
171;08/08/2023;21:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 2;Coban Imperial;Deportivo Universitario;14;30;21;30;0,4667;0,7;1,1667;0,6333;4,4772;1,0;9,0395;1,6333
172;08/08/2023;12:00;TAJIKISTAN;VYSSHAYA LIGA - ROUND 16;Istiqlol Dushanbe;Regar-TadAZ;21;30;14;30;0,7;0,4667;1,1667;1,0333;9,3548;0,7333;7,0554;1,7666
173;08/08/2023;19:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - 1/8-FINALS;Fluminense (Bra);Argentinos Jrs (Arg);22;30;13;30;0,7333;0,4333;1,1666;1,2;9,9757;0,6667;5,8818;1,8667
174;08/08/2023;09:00;TAJIKISTAN;VYSSHAYA LIGA - ROUND 16;Khatlon;Ravshan;19;30;16;30;0,6333;0,5333;1,1666;1,0333;9,7322;0,8;7,6991;1,8333
175;08/08/2023;14:30;WORLD;CLUB FRIENDLY;Coruxo FC (Esp);Dep. La Coruna (Esp);19;30;15;30;0,6333;0,5;1,1333;0,8667;7,5575;1,1;8,8157;1,9667
176;08/08/2023;20:00;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 3;Quindio;Cortulua;13;30;21;30;0,4333;0,7;1,1333;0,8;5,8637;1,1333;10,1308;1,9333
177;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Hull;Doncaster;18;30;16;30;0,6;0,5333;1,1333;0,9333;8,2289;0,9667;8,7595;1,9
178;08/08/2023;14:00;WORLD;CLUB FRIENDLY;UCAM Murcia (Esp);Melilla (Esp);18;30;15;30;0,6;0,5;1,1;0,9;6,4999;0,8;8,0413;1,7
179;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Blackburn;Walsall;17;30;16;30;0,5667;0,5333;1,1;1,0;8,7992;0,9;8,1162;1,9
180;08/08/2023;22:05;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 3;Tigres;Cucuta;14;30;18;30;0,4667;0,6;1,0667;0,7;5,7793;1,1;8,2054;1,8
181;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;AD Fafe;SC Vianense;16;30;16;30;0,5333;0,5333;1,0666;0,7667;7,139;0,8;6,7705;1,5667
182;08/08/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 15;Binh Phuoc;Hoa Binh;18;30;7;16;0,6;0,4375;1,0375;0,9;8,6529;0,625;2,645;1,525
183;08/08/2023;13:00;GEORGIA;CRYSTALBET EROVNULI LIGA - ROUND 19;Saburtalo Tbilisi;Torpedo Kutaisi;16;30;15;30;0,5333;0,5;1,0333;0,9333;9,2148;0,7333;6,0777;1,6666
184;08/08/2023;09:00;TAJIKISTAN;VYSSHAYA LIGA - ROUND 16;CSKA Pomir Dushanbe;Khosilot Parkhar;14;30;16;30;0,4667;0,5333;1,0;0,7667;7,6354;0,8333;7,0639;1,6
