Nº;Date;Time;Country;League;Home;Away;golsHome;jogosHome;AvgHome;golsAway;jogosAway;AvgAway;avgSum
24;07/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 26;Athlone;Finn Harps;42;25;1,68;29;25;1,16;2,84
25;07/08/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 15;Long An;Binh Thuan;21;14;1,5;18;14;1,2857;2,7857
26;07/08/2023;15:30;PARAGUAY;DIVISION INTERMEDIA - ROUND 20;24 de Setiembre;Fernando de la Mora;22;19;1,1579;29;19;1,5263;2,6842
27;07/08/2023;12:00;LITHUANIA;I LYGA - ROUND 17;Kauno Zalgiris 2;Ekranas;18;16;1,125;24;16;1,5;2,625
28;07/08/2023;07:00;VIETNAM;V.LEAGUE 2 - ROUND 15;BHTS Quang Nam;TTBD Phu Dong;23;14;1,6429;13;14;0,9286;2,5715
29;07/08/2023;20:00;BRAZIL;SERIE B - ROUND 22;Londrina;Vitoria;18;21;0,8571;33;21;1,5714;2,4285
30;07/08/2023;15:30;ARGENTINA;PRIMERA NACIONAL - ROUND 28;Agropecuario;Temperley;34;26;1,3077;28;25;1,12;2,4277
31;07/08/2023;14:00;SWEDEN;ALLSVENSKAN - ROUND 18;Norrkoping;Goteborg;25;17;1,4706;15;17;0,8824;2,353
32;07/08/2023;18:00;ARGENTINA;PRIMERA NACIONAL - ROUND 25;Aldosivi;CA Estudiantes;30;24;1,25;25;24;1,0417;2,2917
33;07/08/2023;20:00;BRAZIL;SERIE B - ROUND 22;Atletico GO;Tombense;28;21;1,3333;20;21;0,9524;2,2857
34;07/08/2023;11:00;IRELAND;DIVISION 1 - ROUND 26;Bray;Longford;30;25;1,2;27;25;1,08;2,28
35;07/08/2023;15:45;IRELAND;DIVISION 1 - ROUND 26;Kerry;Cobh Ramblers;18;25;0,72;39;25;1,56;2,28
36;07/08/2023;18:00;BRAZIL;SERIE B - ROUND 22;Juventude;Vila Nova FC;24;21;1,1429;23;21;1,0952;2,2381
37;07/08/2023;14:00;SWEDEN;SUPERETTAN - ROUND 17;Trelleborg;Orebro;21;16;1,3125;14;16;0,875;2,1875
38;07/08/2023;21:00;CHILE;PRIMERA DIVISION - ROUND 20;U. De Chile;O'Higgins;21;19;1,1053;20;19;1,0526;2,1579
39;07/08/2023;12:00;FINLAND;VEIKKAUSLIIGA;KTP;Inter Turku;13;17;0,7647;22;16;1,375;2,1397
40;07/08/2023;15:00;ARGENTINA;TORNEO FEDERAL - ROUND 25;Sol de Mayo;Santamarina;23;21;1,0952;21;21;1,0;2,0952
41;07/08/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 25;Ansan Greeners;Cheongju;21;22;0,9545;25;22;1,1364;2,0909
42;07/08/2023;21:10;ARGENTINA;PRIMERA NACIONAL - ROUND 28;Gimnasia Mendoza;Almirante Brown;25;25;1,0;28;26;1,0769;2,0769
43;07/08/2023;12:00;LITHUANIA;I LYGA - ROUND 17;Zalgiris 2;BFA Vilnius;16;16;1,0;16;16;1,0;2,0
44;07/08/2023;15:30;ARGENTINA;PRIMERA NACIONAL - ROUND 28;Flandria;Estudiantes Rio Cuarto;25;25;1,0;23;26;0,8846;1,8846
45;07/08/2023;14:00;SWEDEN;ALLSVENSKAN - ROUND 18;Varberg;Mjallby;16;17;0,9412;16;17;0,9412;1,8824
46;07/08/2023;12:00;FINLAND;VEIKKAUSLIIGA;Lahti;Honka;14;16;0,875;17;17;1,0;1,875
47;07/08/2023;21:00;ARGENTINA;PRIMERA NACIONAL - ROUND 25;Chaco For Ever;Racing Cordoba;16;24;0,6667;28;24;1,1667;1,8334
48;07/08/2023;20:00;BRAZIL;SERIE C - FIRST STAGE - ROUND 16;Confianca;Floresta EC;16;15;1,0667;10;15;0,6667;1,7334
