Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;AvgHome;golshtAway;totalAway;AvgAway;pHome;pAway;Sum
163;28/07/2023;10:00;WORLD;CLUB FRIENDLY;Rizespor (Tur);Umraniyespor (Tur);18;30;1,3667;24;30;1,4667;0,6;0,8;1,4
164;28/07/2023;12:30;WORLD;CLUB FRIENDLY;Arda (Bul);Etar (Bul);21;30;1,0667;21;30;1,0;0,7;0,7;1,4
165;28/07/2023;10:00;WORLD;CLUB FRIENDLY;Beerschot VA (Bel);Den Bosch (Ned);22;30;1,2333;20;30;1,4;0,7333;0,6667;1,4
166;28/07/2023;13:00;POLAND;DIVISION 1 - ROUND 2;Leczna;Arka Gdynia;17;30;0,9333;25;30;1,7;0,5667;0,8333;1,4
167;28/07/2023;14:00;GERMANY;REGIONALLIGA BAYERN - ROUND 2;Memmingen;Nurnberg II;19;30;1,1333;23;30;1,4667;0,6333;0,7667;1,4
168;28/07/2023;14:30;GERMANY;REGIONALLIGA NORTH - ROUND 1;Meppen;Drochtersen/Assel;23;30;1,4667;19;30;1,3;0,7667;0,6333;1,4
169;28/07/2023;12:30;ROMANIA;LIGA 1 - ROUND 3;U Craiova 1948;U. Cluj;18;30;1,0;24;30;1,4667;0,6;0,8;1,4
170;28/07/2023;14:30;NORWAY;DIVISION 3 - GROUP 6 - ROUND 13;Floya;Skjervoy;21;30;1,4;21;30;1,8;0,7;0,7;1,4
171;28/07/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 1;Kremser;SK Rapid Vienna (Am);23;30;1,4333;19;30;1,0333;0,7667;0,6333;1,4
172;28/07/2023;18:00;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 4;General Caballero JLM;Sp. Luqueno;21;30;1,1;21;30;1,2;0,7;0,7;1,4
173;28/07/2023;12:30;BULGARIA;VTORA LIGA - ROUND 3;Septemvri Sofia;Spartak Pleven;26;30;1,2667;16;30;1,2;0,8667;0,5333;1,4
174;28/07/2023;11:00;UKRAINE;PERSHA LIGA - ROUND 1;Livyi Bereg;Hirnyk-Sport;19;24;1,5;18;30;0,9333;0,7917;0,6;1,3917
175;28/07/2023;15:00;WORLD;CLUB FRIENDLY;Hebburn Town (Eng);Sunderland U21 (Eng);17;26;1,3462;22;30;1,6;0,6538;0,7333;1,3871
176;28/07/2023;22:05;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 2;Cortulua;Llaneros;20;30;1,1;21;30;1,0;0,6667;0,7;1,3667
177;28/07/2023;19:15;VENEZUELA;LIGA FUTVE - ROUND 21;Monagas;Zamora;20;30;1,1;21;30;1,1;0,6667;0,7;1,3667
178;28/07/2023;17:00;PERU;LIGA 1 - CLAUSURA - ROUND 6;Cusco;AD Cantolao;21;30;0,9667;20;30;1,1;0,7;0,6667;1,3667
179;28/07/2023;13:00;WORLD;CLUB FRIENDLY;Levante (Esp);Qatar SC (Qat);18;30;1,0667;23;30;1,2667;0,6;0,7667;1,3667
180;28/07/2023;13:00;WORLD;CLUB FRIENDLY;GOAL FC (Fra);Martigues (Fra);20;30;1,0;21;30;1,2;0,6667;0,7;1,3667
181;28/07/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 25;Drogheda;Sligo Rovers;17;30;1,1;24;30;1,2667;0,5667;0,8;1,3667
182;28/07/2023;14:30;AUSTRIA;REGIONALLIGA EAST - ROUND 1;SV Oberwart;Wiener Sport-Club;22;30;1,4333;19;30;1,1667;0,7333;0,6333;1,3666
183;28/07/2023;14:00;GERMANY;REGIONALLIGA NORDOST - ROUND 1;Lokomotive Leipzig;Altglienicke;19;30;0,9;22;30;1,5;0,6333;0,7333;1,3666
184;28/07/2023;14:00;AUSTRIA;REGIONALLIGA EAST - ROUND 1;Neusiedl;TWL Elektra;22;30;1,2667;19;30;1,2667;0,7333;0,6333;1,3666
185;28/07/2023;15:00;BRAZIL;BRASILEIRO U20 - PLAY OFFS - QUARTER-FINALS;Corinthians U20;Gremio U20;19;30;1,1333;22;30;1,2333;0,6333;0,7333;1,3666
186;28/07/2023;23:00;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 1;Real Espana;Victoria;19;30;1,2;22;30;1,3333;0,6333;0,7333;1,3666
187;28/07/2023;15:15;BULGARIA;PARVA LIGA - ROUND 3;Krumovgrad;Cherno More;20;30;1,1;20;30;1,1667;0,6667;0,6667;1,3334
188;28/07/2023;14:00;DENMARK;SUPERLIGA - ROUND 2;Viborg;Lyngby;23;30;1,4;17;30;1,2333;0,7667;0,5667;1,3334
189;28/07/2023;14:00;WORLD;CLUB FRIENDLY;Al Ain (Uae);CF Intercity (Esp);20;30;1,1333;20;30;1,0333;0,6667;0,6667;1,3334
190;28/07/2023;20:30;BOLIVIA;DIVISION PROFESIONAL - ROUND 21;Royal Pari;Tomayapo;23;30;1,2667;17;30;0,8667;0,7667;0,5667;1,3334
191;28/07/2023;10:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 1;CR Belouizdad;Raja Casablanca;22;30;1,1333;18;30;0,9;0,7333;0,6;1,3333
192;28/07/2023;13:00;AUSTRIA;REGIONALLIGA EAST - ROUND 1;Donaufeld Wien;Leobendorf;22;30;1,5667;18;30;1,0667;0,7333;0,6;1,3333
193;28/07/2023;15:30;WORLD;CLUB FRIENDLY;Blyth (Eng);Whitby (Eng);21;30;1,1333;19;30;1,1;0,7;0,6333;1,3333
194;28/07/2023;15:00;WORLD;CLUB FRIENDLY;Tranmere (Eng);Wigan (Eng);21;30;1,1;19;30;0,8;0,7;0,6333;1,3333
195;28/07/2023;19:00;CHILE;PRIMERA DIVISION - ROUND 19;O'Higgins;Nublense;18;30;0,9333;22;30;1,1;0,6;0,7333;1,3333
196;28/07/2023;13:00;ESTONIA;MEISTRILIIGA - ROUND 23;Flora;Parnu JK Vaprus;21;30;1,4333;19;30;1,0667;0,7;0,6333;1,3333
197;28/07/2023;15:30;POLAND;DIVISION 1 - ROUND 2;Lechia Gdansk;Motor Lublin;19;30;1,0;21;30;1,2;0,6333;0,7;1,3333
198;28/07/2023;15:00;SLOVENIA;2. SNL - ROUND 1;Nafta;NK Krka;22;30;1,2667;18;30;1,1333;0,7333;0,6;1,3333
199;28/07/2023;22:00;GUATEMALA;LIGA NACIONAL - APERTURA - ROUND 1;Malacateco;Xelaju;21;30;1,0333;19;30;0,9667;0,7;0,6333;1,3333
200;28/07/2023;14:00;SWEDEN;DIVISION 2 - SÖDRA GÖTALAND - ROUND 14;Hassleholms IF;Osterlen FF;19;30;1,5333;21;30;1,3667;0,6333;0,7;1,3333
201;28/07/2023;11:00;RUSSIA;YOUTH LEAGUE - ROUND 4;Fakel Voronezh U19;FK Rostov U19;18;30;0,8333;22;30;1,4;0,6;0,7333;1,3333
202;28/07/2023;18:00;PARAGUAY;DIVISION INTERMEDIA - ROUND 19;Independiente FBC;Deportivo Santani;19;30;0,9333;21;30;1,2;0,6333;0,7;1,3333
203;28/07/2023;20:00;CANADA;CANADIAN PREMIER LEAGUE;Forge;Vancouver FC;18;30;0,9;12;17;1,6471;0,6;0,7059;1,3059
204;28/07/2023;11:00;WORLD;CLUB FRIENDLY WOMEN;Sparta Prague W (Cze);Austria Vienna W (Aut);17;30;1,0667;22;30;1,4667;0,5667;0,7333;1,3
205;28/07/2023;11:00;BELARUS;BELARUSIAN CUP - 1/8-FINALS;FC Minsk;Dnepr Mogilev;17;30;0,9333;22;30;1,5;0,5667;0,7333;1,3
206;28/07/2023;13:00;LITHUANIA;A LYGA - ROUND 24;Dainava Alytus;Siauliai FA;19;30;1,0;20;30;1,2;0,6333;0,6667;1,3
207;28/07/2023;11:00;WORLD;CLUB FRIENDLY;Bordeaux (Fra);Osasuna (Esp);25;30;1,2333;14;30;0,8;0,8333;0,4667;1,3
208;28/07/2023;21:30;CHILE;PRIMERA B - ROUND 20;San Marcos de Arica;Recoleta;21;30;1,2333;18;30;0,9667;0,7;0,6;1,3
209;28/07/2023;14:00;SWEDEN;SUPERETTAN - ROUND 16;AFC Eskilstuna;Skovde AIK;21;30;1,1;18;30;1,1;0,7;0,6;1,3
210;28/07/2023;23:00;USA;MLS NEXT PRO;Real Monarchs;Houston Dynamo 2;21;30;1,1667;18;30;1,2;0,7;0,6;1,3
211;28/07/2023;14:00;POLAND;DIVISION 2 - ROUND 2;Skra;Sandecja Nowy S.;18;30;0,8667;21;30;1,1333;0,6;0,7;1,3
212;28/07/2023;19:00;ARGENTINA;LIGA PROFESIONAL - ROUND 27;Newells Old Boys;Talleres Cordoba;19;30;0,9333;20;30;1,1;0,6333;0,6667;1,3
213;28/07/2023;19:00;URUGUAY;SEGUNDA DIVISION - ROUND 13;Rentistas;Sud America;20;30;1,0333;18;30;1,1333;0,6667;0,6;1,2667
214;28/07/2023;19:30;BRAZIL;CAMPEONATO MINEIRO 2 - FINAL STAGE - ROUND 7;Boa;Betim;18;30;1,0333;20;30;1,1333;0,6;0,6667;1,2667
215;28/07/2023;12:30;WORLD;CLUB FRIENDLY;Freiburg II (Ger);Hoffenheim II (Ger);17;30;0,8;21;30;1,1667;0,5667;0,7;1,2667
216;28/07/2023;12:30;WORLD;CLUB FRIENDLY;Gubbio (Ita);Cosenza (Ita);20;30;0,9667;18;30;0,8667;0,6667;0,6;1,2667
217;28/07/2023;21:00;HONDURAS;LIGA NACIONAL - APERTURA - ROUND 1;Olancho;Marathon;20;30;1,1667;18;30;0,9667;0,6667;0,6;1,2667
218;28/07/2023;06:00;WORLD;CLUB FRIENDLY;Rad Beograd (Srb);Prva Iskra (Srb);18;30;1,0667;16;24;1,25;0,6;0,6667;1,2667
219;28/07/2023;12:00;FINLAND;VEIKKAUSLIIGA;Ilves;VPS;17;30;0,8667;20;30;1,2333;0,5667;0,6667;1,2334
220;28/07/2023;15:30;WORLD;CLUB FRIENDLY;Stockport County (Eng);Blackburn (Eng);20;30;1,0;17;30;0,9333;0,6667;0,5667;1,2334
221;28/07/2023;15:45;IRELAND;PREMIER DIVISION - ROUND 25;Cork City;Shelbourne;21;30;0,9667;16;30;0,6667;0,7;0,5333;1,2333
222;28/07/2023;20:15;PARAGUAY;DIVISION INTERMEDIA - ROUND 19;San Lorenzo;Pastoreo;16;30;0,9667;21;30;1,0333;0,5333;0,7;1,2333
223;28/07/2023;14:00;WORLD;CLUB FRIENDLY;Saumur Olympique (Fra);Cholet (Fra);22;30;1,2333;15;30;0,7667;0,7333;0,5;1,2333
224;28/07/2023;20:35;ARGENTINA;TORNEO FEDERAL - ROUND 23;Sportivo Belgrano;Gimnasia E.R.;21;30;0,9667;16;30;1,0;0,7;0,5333;1,2333
225;28/07/2023;13:30;WORLD;CLUB FRIENDLY;Rouen (Fra);Saint-Pryve (Fra);22;30;1,1;15;30;0,7;0,7333;0,5;1,2333
226;28/07/2023;17:00;VENEZUELA;LIGA FUTVE - ROUND 21;Universidad Central;Portuguesa;19;30;1,1667;17;30;0,8667;0,6333;0,5667;1,2
227;28/07/2023;12:00;WORLD;CLUB FRIENDLY;Cittadella (Ita);Trento (Ita);19;30;0,9667;17;30;0,8667;0,6333;0,5667;1,2
228;28/07/2023;12:00;WORLD;CLUB FRIENDLY;Padova (Ita);Torres (Ita);18;30;0,8667;18;30;0,9333;0,6;0,6;1,2
229;28/07/2023;21:00;CHILE;SEGUNDA DIVISION - ROUND 17;Limache;Melipilla;17;30;0,8333;19;30;1,0667;0,5667;0,6333;1,2
230;28/07/2023;14:00;WORLD;CLUB FRIENDLY;Villarreal B (Esp);Andorra (And);21;30;1,1;15;30;0,9333;0,7;0,5;1,2
231;28/07/2023;16:00;ARGENTINA;TORNEO FEDERAL - ROUND 23;Sportivo Estudiantes;Huracan Las Heras;18;30;1,0;17;30;0,9;0,6;0,5667;1,1667
232;28/07/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 18;Kelantan United;PDRM FC;20;30;1,2667;15;30;0,9;0,6667;0,5;1,1667
233;28/07/2023;12:00;UZBEKISTAN;SUPER LEAGUE - ROUND 14;Andijan;Nasaf Qarshi;17;30;0,9;18;30;0,7667;0,5667;0,6;1,1667
234;28/07/2023;21:30;VENEZUELA;LIGA FUTVE - ROUND 21;Hermanos Colmenarez;Puerto Cabello;19;30;1,1333;16;30;0,8;0,6333;0,5333;1,1666
235;28/07/2023;14:30;WORLD;CLUB FRIENDLY;Betis (Esp);Burnley (Eng);17;30;1,2333;17;30;0,9667;0,5667;0,5667;1,1334
236;28/07/2023;14:00;WORLD;ARAB CLUB CHAMPIONS CUP - ROUND 1;Al Kuwait;Al Wahda;18;30;1,2;16;30;0,9;0,6;0,5333;1,1333
237;28/07/2023;20:00;USA;NWSL CHALLENGE CUP WOMEN;Washington Spirit W;Gotham W;18;30;1,3333;16;30;0,9333;0,6;0,5333;1,1333
238;28/07/2023;15:00;WORLD;CLUB FRIENDLY;Zaragoza (Esp);FC Cartagena SAD (Esp);16;30;0,8;18;30;1,1;0,5333;0,6;1,1333
239;28/07/2023;12:30;WORLD;CLUB FRIENDLY;Bari (Ita);Juve Stabia (Ita);18;30;1,0;16;30;1,0333;0,6;0,5333;1,1333
240;28/07/2023;16:30;ARGENTINA;LIGA PROFESIONAL - ROUND 27;Union de Santa Fe;Defensa y Justicia;15;30;0,7333;19;30;1,0;0,5;0,6333;1,1333
241;28/07/2023;20:30;PARAGUAY;PRIMERA DIVISION - CLAUSURA - ROUND 4;Guarani;Nacional Asuncion;19;30;1,0667;15;30;0,7;0,6333;0,5;1,1333
242;28/07/2023;08:00;WORLD;CLUB FRIENDLY;Rayong FC (Tha);NagaWorld (Cam);13;30;0,7333;21;30;1,3333;0,4333;0,7;1,1333
243;28/07/2023;15:00;CROATIA;HNL - ROUND 2;Varazdin;Slaven Belupo;19;30;1,0667;15;30;1,1333;0,6333;0,5;1,1333
244;28/07/2023;20:00;COLOMBIA;PRIMERA B - CLAUSURA - ROUND 2;Patriotas;Cartagena;11;30;0,6667;22;30;1,3;0,3667;0,7333;1,1
245;28/07/2023;11:30;RUSSIA;SUPREME DIVISION WOMEN - ROUND 15;FK Rostov W;Lokomotiv Moscow W;17;30;0,8;16;30;1,1;0,5667;0,5333;1,1
246;28/07/2023;20:00;VENEZUELA;LIGA FUTVE 2 - CLAUSURA - ROUND 3;Fundacion AIFI;Maritimo;15;30;0,8;11;20;0,7;0,5;0,55;1,05
247;28/07/2023;16:30;ARGENTINA;LIGA PROFESIONAL - ROUND 27;Argentinos Jrs;Estudiantes L.P.;13;30;0,6667;16;30;1,0333;0,4333;0,5333;0,9666
248;28/07/2023;14:00;AUSTRIA;REGIONALLIGA WEST - TYROL - ROUND 1;Fugen;FC Volders;27;30;1,7;0;0;0;0,9;0;0,9
249;28/07/2023;14:00;GERMANY;OBERLIGA SCHLESWIG-HOLSTEIN - ROUND 1;Heider SV;Hohenwestedt;26;30;2,4667;0;0;0;0,8667;0;0,8667
250;28/07/2023;12:30;WORLD;CEE CUP;Slavia Prague U19;Al Ain U19;25;30;1,5667;0;0;0;0,8333;0;0,8333
251;28/07/2023;15:00;WORLD;COTIF TOURNAMENT;Saudi Arabia U20;Elche U20;25;30;1,7333;0;0;0;0,8333;0;0,8333
252;28/07/2023;10:00;WORLD;CEE CUP;Sparta Prague U19;West Ham U19;24;30;1,6333;0;0;0;0,8;0;0,8
253;28/07/2023;15:00;GERMANY;OBERLIGA RHEINLAND-PFALZ/SAAR - ROUND 1;Worms;Bitburg;23;30;1,4;0;0;0;0,7667;0;0,7667
254;28/07/2023;15:30;WALES;CYMRU SOUTH - ROUND 1;Afan Lido;Abertillery Bluebirds;21;30;1,5333;0;2;0,0;0,7;0,0;0,7
255;28/07/2023;17:30;WORLD;COTIF TOURNAMENT;Valencia U20;ADH Brasil;6;10;0,8;0;0;0;0,6;0;0,6
