Nº;Date;Time;Country;League;Home;Away;golsHome;jogosHome;AvgHome;golsAway;jogosAway;AvgAway;avgSum
184;04/08/2023;06:00;UKRAINE;YOUTH LEAGUE - ROUND 2;Minaj U19;LNZ Cherkasy U19;0;1;0,0;0;1;0,0;0,0
185;04/08/2023;13:00;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 1;Ravensburg;Grossaspach;0;0;0;0;0;0;0
186;04/08/2023;14:00;GERMANY;3. LIGA - ROUND 1;Hallescher;RW Essen;0;0;0;0;0;0;0
187;04/08/2023;14:00;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 1;Goppinger SV;Oberachern;0;0;0;0;0;0;0
188;04/08/2023;15:30;JORDAN;PREMIER LEAGUE - ROUND 1;Al Wehdat;Al Ahli;0;0;0;0;0;0;0
189;04/08/2023;13:00;AZERBAIJAN;PREMIER LEAGUE - ROUND 1;Araz;Turan;0;0;0;0;0;0;0
190;04/08/2023;13:30;GERMANY;OBERLIGA BADEN-WÜRTTEMBERG - ROUND 1;FC Holzhausen;Nottingen;0;0;0;0;0;0;0
191;04/08/2023;16:00;ENGLAND;CHAMPIONSHIP - ROUND 1;Sheffield Wed;Southampton;0;0;0;0;0;0;0
192;04/08/2023;21:00;ECUADOR;LIGA PRO - SECOND STAGE - ROUND 16;Libertad;Emelec;0;0;0;0;0;0;0
193;04/08/2023;14:30;DENMARK;3RD DIVISION;Holstebro;Vejgaard;0;0;0;0;0;0;0
194;04/08/2023;13:00;JORDAN;PREMIER LEAGUE - ROUND 1;Aqaba;Sahab;0;0;0;0;0;0;0
195;04/08/2023;11:00;LEBANON;PREMIER LEAGUE - ROUND 1;Al Hikma;Al Sahel;0;0;0;0;0;0;0
196;04/08/2023;16:00;BOSNIA AND HERZEGOVINA;PREMIJER LIGA BIH - ROUND 2;Posusje;Siroki Brijeg;0;0;0;0;0;0;0
197;04/08/2023;15:00;GERMANY;REGIONALLIGA SUDWEST - ROUND 1;Offenbach;Stutt. Kickers;0;0;0;0;0;0;0
198;04/08/2023;09:30;INDIA;DURAND CUP;North East Utd;Lajong;0;0;0;0;0;0;0
199;04/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 1;Chotikov;Vejprnice;0;0;0;0;0;0;0
200;04/08/2023;11:00;LEBANON;PREMIER LEAGUE - ROUND 1;Tadamon;Al Ghazieh;0;0;0;0;0;0;0
201;04/08/2023;13:00;CZECH REPUBLIC;MSFL - ROUND 1;Blansko;Rosice;0;0;0;0;0;0;0
202;04/08/2023;12:00;CZECH REPUBLIC;DIVISION F - ROUND 1;Valasske Mezirici;Repiste;0;0;0;0;0;0;0
203;04/08/2023;12:30;CZECH REPUBLIC;DIVISION B - ROUND 1;SK Kladno;Cesky Brod;0;0;0;0;0;0;0
204;04/08/2023;13:00;CZECH REPUBLIC;MSFL - ROUND 1;Start Brno;Zlinsko;0;0;0;0;0;0;0
205;04/08/2023;13:45;GERMANY;OBERLIGA NIEDERSACHSEN - ROUND 1;Ramlingen-Ehlershausen;Emden;0;0;0;0;0;0;0
206;04/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 1;Unia Swarzedz;Starogard Gdanski;0;0;0;0;0;0;0
207;04/08/2023;12:30;POLAND;III LIGA - GROUP IV - ROUND 1;Garbarnia;Unia Tarnow;0;0;0;0;0;0;0
208;04/08/2023;13:00;POLAND;III LIGA - GROUP IV - ROUND 1;Czarni Polaniec;Swidniczanka Swidnik;0;0;0;0;0;0;0
209;04/08/2023;14:00;POLAND;III LIGA - GROUP IV - ROUND 1;Karpaty Krosno;KS Wieczysta Krakow;0;0;0;0;0;0;0
210;04/08/2023;13:00;CZECH REPUBLIC;MSFL - ROUND 1;SK Hranice;Zlin B;0;0;0;0;0;0;0
211;04/08/2023;13:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 1;CAFC;Zizkov B;0;0;0;0;0;0;0
212;04/08/2023;13:00;CZECH REPUBLIC;PRAZSKY PREBOR - ROUND 1;Kralovice;Dolni Chabry;0;0;0;0;0;0;0
213;04/08/2023;06:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 1;FK Pardubice U19;Jihlava U19;0;0;0;0;0;0;0
214;04/08/2023;13:00;CZECH REPUBLIC;CFL - GROUP A - ROUND 1;Kraluv Dvur;Domazlice;0;0;0;0;0;0;0
215;04/08/2023;14:00;DENMARK;2ND DIVISION;Skive;Esbjerg;0;0;0;0;0;0;0
216;04/08/2023;13:00;CZECH REPUBLIC;CFL - GROUP A - ROUND 1;Hostoun;Ceske Budejovice B;0;0;0;0;0;0;0
217;04/08/2023;06:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 1;Karvina U19;Brno U19;0;0;0;0;0;0;0
218;04/08/2023;06:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 1;Plzen U19;Liberec U19;0;0;0;0;0;0;0
219;04/08/2023;15:45;NORTHERN IRELAND;NIFL PREMIERSHIP - ROUND 1;Coleraine;Ballymena;0;0;0;0;0;0;0
220;04/08/2023;06:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 1;Sigma Olomouc U19;Dukla Prague U19;0;0;0;0;0;0;0
221;04/08/2023;15:45;SCOTLAND;CHAMPIONSHIP - ROUND 1;Arbroath;Dundee Utd;0;0;0;0;0;0;0
222;04/08/2023;08:15;CZECH REPUBLIC;U19 LEAGUE - ROUND 1;Slovacko U19;Mlada Boleslav U19;0;0;0;0;0;0;0
223;04/08/2023;09:00;CZECH REPUBLIC;U19 LEAGUE - ROUND 1;Zlin U19;Ceske Budejovice U19;0;0;0;0;0;0;0
224;04/08/2023;13:45;DENMARK;2ND DIVISION;Middelfart;Aarhus Fremad;0;0;0;0;0;0;0
225;04/08/2023;13:00;CZECH REPUBLIC;PLZENSKY KP - ROUND 1;Petrin Plzen B;Zruc;0;0;0;0;0;0;0
226;04/08/2023;14:30;SOUTH AFRICA;PREMIER LEAGUE - ROUND 1;Sekhukhune;Mamelodi Sundowns;0;0;0;0;0;0;0
227;04/08/2023;14:00;DENMARK;2ND DIVISION;F. Amager;Hellerup;0;0;0;0;0;0;0
228;04/08/2023;13:00;POLAND;III LIGA - GROUP II - ROUND 1;Swit Skolwin;Kleczew;0;0;0;0;0;0;0
