Nº;Date;Time;Country;League;Home;Away;golshtHome;totalHome;golshtAway;totalAway;pHome;pAway;pSum;avgHome;avgAway;avgSum
16;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Katwijk (Ned);TOGB (Ned);24;30;26;30;0,8;0,8667;1,6667;1,6333;2,2667;3,9
17;08/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 21;Meizhou Hakka;Changchun Yatai;25;30;25;30;0,8333;0,8333;1,6666;1,4667;1,4667;2,9334
18;08/08/2023;15:30;WALES;CYMRU NORTH - ROUND 2;Denbigh;Caersws FC;23;30;17;19;0,7667;0,8947;1,6614;1,4;1,8421;3,2421
19;08/08/2023;07:00;AUSTRALIA;NPL VICTORIA - ROUND 25;North Geelong;Oakleigh Cannons;29;30;20;30;0,9667;0,6667;1,6334;1,9;1,2333;3,1333
20;08/08/2023;15:30;WALES;CYMRU NORTH - ROUND 2;Buckley;Airbus;26;30;23;30;0,8667;0,7667;1,6334;1,8333;1,5;3,3333
21;08/08/2023;12:30;FINLAND;KANSALLINEN LIIGA WOMEN;Aland Utd W;PK-35 Helsinki W;26;30;23;30;0,8667;0,7667;1,6334;1,8;1,6333;3,4333
22;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Hellerup;F. Amager;25;30;24;30;0,8333;0,8;1,6333;1,4667;1,7667;3,2334
23;08/08/2023;15:30;ENGLAND;EFL CUP - 1/64-FINALS;Newport;Charlton;24;30;25;30;0,8;0,8333;1,6333;1,2;1,5667;2,7667
24;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Notts Co;Lincoln;27;30;22;30;0,9;0,7333;1,6333;1,7;1,1;2,8
25;08/08/2023;15:00;ICELAND;DIVISION 1 - ROUND 11;Vestri;Selfoss;22;30;27;30;0,7333;0,9;1,6333;1,1333;1,6667;2,8
26;08/08/2023;06:30;INDIA;DURAND CUP;Goa;Lajong;25;30;24;30;0,8333;0,8;1,6333;1,6333;1,6333;3,2666
27;08/08/2023;16:00;BOLIVIA;LEAGUE CUP - ROUND 6;Vaca Diez;Blooming;27;30;22;30;0,9;0,7333;1,6333;1,5667;1,2;2,7667
28;08/08/2023;06:00;WORLD;FRIENDLY INTERNATIONAL;Finland U17;Denmark U17;25;30;24;30;0,8333;0,8;1,6333;1,8;1,8333;3,6333
29;08/08/2023;15:30;WALES;CYMRU NORTH - ROUND 2;Porthmadog;Chirk AAA FC;25;30;24;30;0,8333;0,8;1,6333;1,4667;1,5667;3,0334
30;08/08/2023;14:00;AUSTRIA;REGIONALLIGA CENTRAL - ROUND 2;SC Weiz;Wolfsberger AC (Am);24;30;25;30;0,8;0,8333;1,6333;1,5333;1,5;3,0333
31;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Derby;Blackpool;24;30;24;30;0,8;0,8;1,6;1,1667;1,3333;2,5
32;08/08/2023;15:30;WALES;CYMRU NORTH - ROUND 2;Prestatyn;Ruthin;25;30;23;30;0,8333;0,7667;1,6;1,7667;1,4;3,1667
33;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Llanelli;Goytre Utd;22;30;26;30;0,7333;0,8667;1,6;1,7333;2,1333;3,8666
34;08/08/2023;16:15;ICELAND;DIVISION 1 - ROUND 11;Grotta;Akranes;24;30;24;30;0,8;0,8;1,6;1,3667;1,6667;3,0334
35;08/08/2023;14:00;SWEDEN;DIVISION 1 - SÖDRA - ROUND 16;Angelholm;Eskilsminne;23;30;25;30;0,7667;0,8333;1,6;1,2667;1,2;2,4667
36;08/08/2023;13:30;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Roskilde KFUM's;Bronshoj;25;30;23;30;0,8333;0,7667;1,6;1,3;1,3667;2,6667
37;08/08/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - 1/8-FINALS;Athletico-PR (Bra);Bolivar (Bol);24;30;24;30;0,8;0,8;1,6;1,1333;1,4333;2,5666
38;08/08/2023;12:30;SLOVAKIA;4. LIGA - WEST - ROUND 1;Imel;Pata;23;30;25;30;0,7667;0,8333;1,6;1,4333;1,4333;2,8666
39;08/08/2023;22:06;MEXICO;LIGA MX WOMEN - APERTURA - ROUND 3;Club Tijuana W;Club America W;23;30;25;30;0,7667;0,8333;1,6;1,5;1,8;3,3
40;08/08/2023;13:00;CZECH REPUBLIC;MOL CUP - 1/64-FINALS;Bohunice;Kromeriz;22;30;26;30;0,7333;0,8667;1,6;1,7333;1,5667;3,3
41;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Pipinsried;Schwaben Augsburg;24;30;23;30;0,8;0,7667;1,5667;1,4333;1,5333;2,9666
42;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Greve IF;Nykobing;21;30;26;30;0,7;0,8667;1,5667;1,4667;1,4333;2,9
43;08/08/2023;13:30;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Viby;Holstebro;24;30;23;30;0,8;0,7667;1,5667;1,5;1,2;2,7
44;08/08/2023;14:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;B 1908;Roskilde;24;30;23;30;0,8;0,7667;1,5667;2,0;1,1667;3,1667
45;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Briton Ferry;Trefelin;21;30;26;30;0,7;0,8667;1,5667;1,6333;1,6667;3,3
46;08/08/2023;15:00;PERU;LIGA 2 - ROUND 19;Pirata;Carlos Stein;23;30;24;30;0,7667;0,8;1,5667;1,1;1,7333;2,8333
47;08/08/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 19;Selangor;Kuala Lumpur City;23;30;24;30;0,7667;0,8;1,5667;1,4667;1,6333;3,1
48;08/08/2023;15:00;WORLD;CLUB FRIENDLY WOMEN;Waregem W (Bel);Leuven W (Bel);21;30;26;30;0,7;0,8667;1,5667;1,3;1,7667;3,0667
49;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Cambrian & Clydach;Taffs Well;25;30;22;30;0,8333;0,7333;1,5666;1,9667;1,3333;3,3
50;08/08/2023;06:00;WORLD;FRIENDLY INTERNATIONAL;Israel U17;Faroe Islands U17;22;30;25;30;0,7333;0,8333;1,5666;1,5333;2,0;3,5333
51;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Sunderland;Crewe;23;30;23;30;0,7667;0,7667;1,5334;1,3667;1,3333;2,7
52;08/08/2023;09:30;INDIA;DURAND CUP;Mumbai City;Jamshedpur;23;30;23;30;0,7667;0,7667;1,5334;1,8667;1,4;3,2667
53;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Odder;Skive;26;30;20;30;0,8667;0,6667;1,5334;1,6333;1,2667;2,9
54;08/08/2023;13:00;DENMARK;LANDSPOKAL CUP - 1/64-FINALS;Allerod;Vanlose;20;30;26;30;0,6667;0,8667;1,5334;1,4;1,4333;2,8333
55;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Afan Lido;Caerau Ely;22;30;24;30;0,7333;0,8;1,5333;1,5333;1,3333;2,8666
56;08/08/2023;15:30;WORLD;CLUB FRIENDLY;Huetor Tajar (Esp);Granada CF B (Esp);22;30;24;30;0,7333;0,8;1,5333;1,7;1,2333;2,9333
57;08/08/2023;12:30;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 2;Rubin Kazan;Lokomotiv Moscow;22;30;24;30;0,7333;0,8;1,5333;1,2333;1,4667;2,7
58;08/08/2023;12:00;SLOVAKIA;SLOVAK CUP - 1/128-FINALS;SK Bela;MSK Martin;12;15;22;30;0,8;0,7333;1,5333;1,8667;1,5;3,3667
59;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Stoke;West Brom;21;30;25;30;0,7;0,8333;1,5333;1,2667;1,4667;2,7334
60;08/08/2023;15:15;NORTH & CENTRAL AMERICA;CONCACAF CARIBBEAN SHIELD;Sando (Tri);Dakota (Aru);20;30;25;30;0,6667;0,8333;1,5;1,4;1,7333;3,1333
61;08/08/2023;13:30;WORLD;CLUB FRIENDLY;Les Herbiers (Fra);Lorient II (Fra);24;30;21;30;0,8;0,7;1,5;1,5333;1,1667;2,7
62;08/08/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Club America;Nashville SC;25;30;20;30;0,8333;0,6667;1,5;1,6667;1,0;2,6667
63;08/08/2023;10:30;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Merani Tbilisi;WIT Georgia;22;30;23;30;0,7333;0,7667;1,5;1,5;1,4333;2,9333
64;08/08/2023;15:30;ENGLAND;EFL CUP - 1/64-FINALS;Peterborough;Swindon;23;30;22;30;0,7667;0,7333;1,5;1,5;1,3;2,8
65;08/08/2023;12:00;CZECH REPUBLIC;MOL CUP - 1/64-FINALS;Rymarov;Hlucin;24;30;21;30;0,8;0,7;1,5;1,5333;1,1;2,6333
66;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Pero Pinheiro;Covilha;23;30;22;30;0,7667;0,7333;1,5;1,3333;1,2667;2,6
67;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Accrington;Bradford City;23;30;22;30;0,7667;0,7333;1,5;1,1667;1,1;2,2667
68;08/08/2023;15:30;WALES;CYMRU SOUTH - ROUND 2;Abergavenny Town;Llantwit Major;20;30;25;30;0,6667;0,8333;1,5;1,4;1,5;2,9
69;08/08/2023;05:00;INDONESIA;LIGA 1 - ROUND 7;FC Bhayangkara;Persebaya;24;30;21;30;0,8;0,7;1,5;1,3667;1,1333;2,5
70;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Rotherham;Morecambe;22;30;23;30;0,7333;0,7667;1,5;1,1333;1,6;2,7333
71;08/08/2023;09:00;INDONESIA;LIGA 1 - ROUND 7;Persis Solo;Persib Bandung;23;30;22;30;0,7667;0,7333;1,5;1,2667;1,1333;2,4
72;08/08/2023;14:00;AUSTRIA;REGIONALLIGA EAST - ROUND 2;Leobendorf;Drassburg;18;30;27;30;0,6;0,9;1,5;1,1;1,6333;2,7333
73;08/08/2023;15:30;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;PSV (Ned);Sturm Graz (Aut);24;30;21;30;0,8;0,7;1,5;1,2667;1,5;2,7667
74;08/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;O. Ljubljana (Slo);Galatasaray (Tur);21;30;24;30;0,7;0,8;1,5;1,4;1,7667;3,1667
75;08/08/2023;16:00;WORLD;CLUB FRIENDLY;Monza (Ita);AC Milan (Ita);24;30;21;30;0,8;0,7;1,5;1,5;1,3333;2,8333
76;08/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 21;Zhejiang Professional;Nantong Zhiyun;24;30;21;30;0,8;0,7;1,5;1,4;1,1;2,5
77;08/08/2023;23:00;NORTH & CENTRAL AMERICA;CONCACAF CENTRAL AMERICAN CUP - ROUND 2;Esteli;Olimpia;22;30;23;30;0,7333;0,7667;1,5;1,2667;1,3;2,5667
78;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Heimstetten;Rain/Lech;22;30;23;30;0,7333;0,7667;1,5;1,6;1,7;3,3
79;08/08/2023;12:00;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Dinamo Tbilisi 2;Loco. Tbilisi;19;26;23;30;0,7308;0,7667;1,4975;1,5385;1,4667;3,0052
80;08/08/2023;05:00;WORLD;WORLD CUP WOMEN - PLAY OFFS - 1/8-FINALS;Colombia W;Jamaica W;23;30;21;30;0,7667;0,7;1,4667;1,2333;1,7667;3,0
81;08/08/2023;12:00;POLAND;POLISH CUP - 1/64-FINALS;KKS Kalisz;GKS Jastrzebie;21;30;23;30;0,7;0,7667;1,4667;1,3333;1,4;2,7333
82;08/08/2023;12:00;BULGARIA;VTORA LIGA - ROUND 4;CSKA 1948 Sofia II;Septemvri Sofia;17;30;27;30;0,5667;0,9;1,4667;0,8667;1,3;2,1667
83;08/08/2023;15:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;FC Copenhagen (Den);Sparta Prague (Cze);21;30;23;30;0,7;0,7667;1,4667;1,3667;1,3667;2,7334
84;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Excelsior Maassluis (Ned);Sportlust (Ned);23;30;21;30;0,7667;0,7;1,4667;1,5333;1,2;2,7333
85;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Sutton;Cambridge Utd;23;30;21;30;0,7667;0,7;1,4667;1,2667;1,1333;2,4
86;08/08/2023;23:30;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Los Angeles FC;Real Salt Lake;22;30;22;30;0,7333;0,7333;1,4666;1,1;1,2667;2,3667
87;08/08/2023;14:45;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 2;Spartak Moscow;Pari NN;25;30;19;30;0,8333;0,6333;1,4666;1,4667;1,1;2,5667
88;08/08/2023;12:30;WORLD;CLUB FRIENDLY;Timocanin (Srb);Paracin (Srb);19;25;21;30;0,76;0,7;1,46;1,48;1,1667;2,6467
89;08/08/2023;10:00;TURKMENISTAN;YOKARY LIGA - ROUND 11;Kopetdag Asgabat;Energetik;17;26;22;28;0,6538;0,7857;1,4395;0,9231;1,6071;2,5302
90;08/08/2023;08:35;CHINA;SUPER LEAGUE - ROUND 21;Shandong Taishan;Chengdu Rongcheng;23;30;20;30;0,7667;0,6667;1,4334;1,5333;1,0667;2,6
91;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Sheffield Wed;Stockport County;23;30;20;30;0,7667;0,6667;1,4334;1,3333;1,0;2,3333
92;08/08/2023;11:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 1;Sporting CP U23;Portimonense U23;20;30;23;30;0,6667;0,7667;1,4334;1,3667;1,4667;2,8334
93;08/08/2023;15:30;ENGLAND;EFL CUP - 1/64-FINALS;Swansea;Northampton;22;30;21;30;0,7333;0,7;1,4333;1,2333;0,9333;2,1666
94;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Jong Feyenoord (Ned);Quick Boys (Ned);25;30;18;30;0,8333;0,6;1,4333;1,3667;1,1667;2,5334
95;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Mutilvera (Esp);Huarte (Esp);21;30;22;30;0,7;0,7333;1,4333;1,0;1,0333;2,0333
96;08/08/2023;14:30;WORLD;CLUB FRIENDLY;Hoogstraten (Bel);K. Berchem Sport (Bel);18;30;25;30;0,6;0,8333;1,4333;0,9667;1,5333;2,5
97;08/08/2023;21:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;Toluca;Minnesota United;24;30;19;30;0,8;0,6333;1,4333;1,8;1,1;2,9
98;08/08/2023;16:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;Braga (Por);TSC (Srb);24;30;19;30;0,8;0,6333;1,4333;1,4667;1,2333;2,7
99;08/08/2023;14:00;SWEDEN;SUPERETTAN - ROUND 17;Helsingborg;Orgryte;21;30;22;30;0,7;0,7333;1,4333;0,9333;1,2333;2,1666
100;08/08/2023;12:30;ROMANIA;LIGA 2 - ROUND 1;Mioveni;Gloria Buzau;22;30;21;30;0,7333;0,7;1,4333;1,2;1,2;2,4
101;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Lusitania FC;Felgueiras;22;30;20;30;0,7333;0,6667;1,4;1,0333;1,0;2,0333
102;08/08/2023;11:00;EUROPE;EUROPA LEAGUE - QUALIFICATION - SEMI-FINALS;FC Astana (Kaz);Ludogorets (Bul);18;30;24;30;0,6;0,8;1,4;1,0667;1,4667;2,5334
103;08/08/2023;15:00;ROMANIA;LIGA 2 - ROUND 1;Chindia Targoviste;Steaua Bucuresti;23;30;19;30;0,7667;0,6333;1,4;1,1667;1,4;2,5667
104;08/08/2023;17:15;PERU;LIGA 2 - ROUND 19;Alianza Huanuco;Santos;22;30;20;30;0,7333;0,6667;1,4;1,3;1,1;2,4
105;08/08/2023;08:00;WORLD;WORLD CUP WOMEN - PLAY OFFS - 1/8-FINALS;France W;Morocco W;24;30;18;30;0,8;0,6;1,4;2,1333;1,0667;3,2
106;08/08/2023;23:00;NORTH & CENTRAL AMERICA;LEAGUES CUP - PLAY OFFS - 1/8-FINALS;U.A.N.L.- Tigres;Monterrey;22;30;20;30;0,7333;0,6667;1,4;1,1667;1,2333;2,4
107;08/08/2023;16:00;BOLIVIA;LEAGUE CUP - ROUND 6;Universitario de Vinto;Nacional Potosi;20;30;22;30;0,6667;0,7333;1,4;0,9;1,6333;2,5333
108;08/08/2023;10:15;RUSSIA;RUSSIAN CUP - GROUP STAGE - ROUND 2;Ural;FK Rostov;21;30;21;30;0,7;0,7;1,4;0,9;1,3667;2,2667
109;08/08/2023;14:00;ISRAEL;TOTO CUP - ROUND 4;SC Ashdod;Hapoel Tel Aviv;22;30;20;30;0,7333;0,6667;1,4;1,2333;1,1667;2,4
110;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Ismaning;Erlbach;23;30;19;30;0,7667;0,6333;1,4;1,2;1,1667;2,3667
111;08/08/2023;05:00;INDONESIA;LIGA 1 - ROUND 7;Persikabo 1973;PSS Sleman;22;30;20;30;0,7333;0,6667;1,4;0,9667;1,1667;2,1334
112;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Stevenage;Watford;22;30;20;30;0,7333;0,6667;1,4;1,1333;1,0;2,1333
113;08/08/2023;10:30;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Khobi;Poti;22;30;20;30;0,7333;0,6667;1,4;1,3667;0,9333;2,3
114;08/08/2023;13:30;GERMANY;OBERLIGA BAYERN SÜD - ROUND 5;Dachau;Deisenhofen;22;30;20;30;0,7333;0,6667;1,4;1,6;1,5;3,1
115;08/08/2023;15:00;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;Rakow (Pol);Aris (Cyp);18;30;24;30;0,6;0,8;1,4;0,8333;1,7;2,5333
116;08/08/2023;07:30;SOUTH KOREA;K LEAGUE 2 - ROUND 25;Ansan Greeners;Cheongju;21;30;21;30;0,7;0,7;1,4;1,1667;1,1;2,2667
117;08/08/2023;15:45;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;AEK Athens FC (Gre);D. Zagreb (Cro);23;30;19;30;0,7667;0,6333;1,4;1,1667;1,0333;2,2
118;08/08/2023;12:00;POLAND;POLISH CUP - 1/64-FINALS;Pruszkow;Polkowice;21;30;20;30;0,7;0,6667;1,3667;1,1667;1,2;2,3667
119;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Barnsley;Tranmere;21;30;20;30;0,7;0,6667;1,3667;1,3333;1,0333;2,3666
120;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Canelas 2010;Anadia;20;30;21;30;0,6667;0,7;1,3667;1,1333;1,2;2,3333
121;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Plymouth;Leyton Orient;21;30;20;30;0,7;0,6667;1,3667;1,2;1,0667;2,2667
122;08/08/2023;14:00;PORTUGAL;LIGA 3 - ROUND 1;Oliveira Hospital;Alverca;21;30;20;30;0,7;0,6667;1,3667;1,3667;0,9333;2,3
123;08/08/2023;07:00;AUSTRALIA;NPL NORTHERN NSW - ROUND 21;Charlestown Azzurri;Broadmeadow;17;30;24;30;0,5667;0,8;1,3667;1,0;1,7667;2,7667
124;08/08/2023;06:30;AUSTRALIA;NPL NSW - ROUND 27;Sutherland Sharks;Mount Druitt Rangers;17;30;24;30;0,5667;0,8;1,3667;0,8333;1,4;2,2333
125;08/08/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 19;Kedah;Sri Pahang;21;30;20;30;0,7;0,6667;1,3667;1,2333;1,2333;2,4666
126;08/08/2023;15:00;WORLD;CLUB FRIENDLY;Barcelona (Esp);Tottenham (Eng);21;30;20;30;0,7;0,6667;1,3667;1,1;1,3;2,4
127;08/08/2023;15:45;EUROPE;CHAMPIONS LEAGUE - QUALIFICATION - SEMI-FINALS;Klaksvik (Fai);Molde (Nor);19;30;22;30;0,6333;0,7333;1,3666;1,4333;1,5667;3,0
128;08/08/2023;16:00;ENGLAND;EFL CUP - 1/64-FINALS;Wrexham;Wigan;22;30;19;30;0,7333;0,6333;1,3666;1,4;0,7667;2,1667
129;08/08/2023;14:30;SOUTH AFRICA;PREMIER LEAGUE - ROUND 2;Orlando Pirates;Royal AM;22;30;19;30;0,7333;0,6333;1,3666;1,0333;0,9667;2,0
130;08/08/2023;12:00;WORLD;FRIENDLY INTERNATIONAL;Czech Republic U17;Romania U17;19;30;22;30;0,6333;0,7333;1,3666;1,2;1,3667;2,5667
131;08/08/2023;06:00;WORLD;FRIENDLY INTERNATIONAL;Sweden U17;Norway U17;22;30;19;30;0,7333;0,6333;1,3666;1,7;1,6667;3,3667
132;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Exeter;Crawley;19;30;22;30;0,6333;0,7333;1,3666;1,2667;1,2667;2,5334
133;08/08/2023;10:15;TURKMENISTAN;YOKARY LIGA - ROUND 11;Altyn Asyr;Ahal;16;28;20;26;0,5714;0,7692;1,3406;0,8214;1,6154;2,4368
134;08/08/2023;12:00;LATVIA;OPTIBET VIRSLIGA - ROUND 25;BFC Daugavpils;RFS;20;30;20;30;0,6667;0,6667;1,3334;1,3;1,2333;2,5333
135;08/08/2023;13:00;CZECH REPUBLIC;MOL CUP - 1/64-FINALS;Doubravka;Domazlice;17;30;23;30;0,5667;0,7667;1,3334;1,3333;1,6333;2,9666
136;08/08/2023;21:00;SOUTH AMERICA;COPA LIBERTADORES - PLAY OFFS - 1/8-FINALS;Internacional (Bra);River Plate (Arg);17;30;23;30;0,5667;0,7667;1,3334;1,0667;1,2333;2,3
137;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Forest Green;Portsmouth;22;30;18;30;0,7333;0,6;1,3333;1,2333;0,8667;2,1
138;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Harrogate;Carlisle;19;30;21;30;0,6333;0,7;1,3333;1,2;1,1333;2,3333
139;08/08/2023;10:30;GEORGIA;CRYSTALBET EROVNULI LIGA 2 - ROUND 20;Merani Martvili;Spaeri;19;30;21;30;0,6333;0,7;1,3333;1,0667;1,2333;2,3
140;08/08/2023;15:00;ENGLAND;EFL CUP - 1/64-FINALS;Huddersfield;Middlesbrough;19;30;21;30;0,6333;0,7;1,3333;1,1667;1,2333;2,4
141;08/08/2023;10:00;MALAYSIA;SUPER LEAGUE - ROUND 19;Kelantan United;Terengganu;21;30;19;30;0,7;0,6333;1,3333;1,3;1,3;2,6
142;08/08/2023;07:30;KYRGYZSTAN;PREMIER LIGA - ROUND 17;Kara Balta;Muras United;21;30;10;16;0,7;0,625;1,325;1,2;1,5;2,7
143;08/08/2023;21:30;SOUTH AMERICA;COPA SUDAMERICANA - PLAY OFFS - 1/8-FINALS;Newells Old Boys (Arg);Corinthians (Bra);21;30;18;30;0,7;0,6;1,3;1,0333;0,8333;1,8666
144;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Cheltenham;Birmingham;17;30;22;30;0,5667;0,7333;1,3;1,3;1,4333;2,7333
145;08/08/2023;11:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 1;Mafra U23;SC Farense U23;21;30;18;30;0,7;0,6;1,3;1,2333;1,1667;2,4
146;08/08/2023;09:30;MALAWI;SUPER LEAGUE - ROUND 16;Mighty Tigers;Bangwe All Stars;19;30;10;15;0,6333;0,6667;1,3;0,8333;1,0667;1,9
147;08/08/2023;16:30;PORTUGAL;LIGA 3 - ROUND 1;Caldas;Atletico CP;21;30;18;30;0,7;0,6;1,3;1,2;1,0667;2,2667
148;08/08/2023;11:00;PORTUGAL;LIGA REVELACAO U23 - ROUND 1;Estrela U23;Benfica U23;14;30;25;30;0,4667;0,8333;1,3;0,8;1,5;2,3
149;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Bolton;Barrow;20;30;19;30;0,6667;0,6333;1,3;1,0333;1,0667;2,1
150;08/08/2023;12:00;BULGARIA;VTORA LIGA - ROUND 4;Chernomorets 1919;Spartak Varna;21;30;18;30;0,7;0,6;1,3;1,3667;0,9;2,2667
151;08/08/2023;15:45;ENGLAND;EFL CUP - 1/64-FINALS;Gillingham;Southampton;17;30;22;30;0,5667;0,7333;1,3;0,9;1,3;2,2
